n,tangent,t2
0,5.17604,-1.10715
1,5.17604,-1.10715
2,5.17604,-1.10715
3,6.08579,-0.197396
4,6.08579,-0.197396
5,6.08579,-0.197396
6,0.197396,0.197396
7,0.197396,0.197396
8,0.197396,0.197396
9,0.197396,0.197396
10,0.197396,0.197396
11,6.03821,-0.244979
12,6.03821,-0.244979
13,5.17604,-1.10715
14,4.17197,-2.11122
15,4.17197,-2.11122
16,4.17197,-2.11122
17,4.17197,-2.11122
18,4.17197,-2.11122
19,4.17197,-2.11122
20,4.33188,-1.9513
21,4.60173,-1.68145
22,4.60173,-1.68145
23,4.60173,-1.68145
24,4.60173,-1.68145
25,4.60173,-1.68145
26,4.60173,-1.68145
27,4.60173,-1.68145
28,4.60173,-1.68145
29,4.60173,-1.68145
30,4.43409,-1.8491
31,4.43409,-1.8491
32,4.43409,-1.8491
33,4.43409,-1.8491
34,4.43409,-1.8491
35,4.62925,-1.65394
36,4.62925,-1.65394
37,4.62925,-1.65394
38,4.62925,-1.65394
39,4.62925,-1.65394
40,4.62925,-1.65394
41,4.79553,-1.48766
42,4.79553,-1.48766
43,4.79553,-1.48766
44,4.79553,-1.48766
45,4.79553,-1.48766
46,4.79553,-1.48766
47,5.30039,-0.982794
48,5.69518,-0.588003
49,5.69518,-0.588003
50,5.69518,-0.588003
51,5.35589,-0.927295
52,5.35589,-0.927295
53,5.35589,-0.927295
54,5.35589,-0.927295
55,5.35589,-0.927295
56,5.35589,-0.927295
57,5.35589,-0.927295
58,5.03414,-1.24905
59,5.03414,-1.24905
60,4.39064,-1.89255
61,4.39064,-1.89255
62,4.39064,-1.89255
63,6.08579,-0.197396
64,6.08579,-0.197396
65,6.08579,-0.197396
66,0.141897,0.141897
67,0.141897,0.141897
68,0.141897,0.141897
69,0.141897,0.141897
70,0.141897,0.141897
71,0.141897,0.141897
72,0.141897,0.141897
73,6.14129,-0.141897
74,6.14129,-0.141897
75,6.14129,-0.141897
76,4.95737,-1.32582
77,4.95737,-1.32582
78,4.95737,-1.32582
79,4.95737,-1.32582
80,5.25281,-1.03038
81,5.25281,-1.03038
82,5.25281,-1.03038
83,5.25281,-1.03038
84,5.25281,-1.03038
85,5.0929,-1.19029
86,4.95737,-1.32582
87,4.95737,-1.32582
88,4.95737,-1.32582
89,4.95737,-1.32582
90,5.30039,-0.982794
91,5.69518,-0.588003
92,6.14129,-0.141897
