n,tangent,t2
0,5.66294,-0.620249
1,5.66294,-0.620249
2,5.66294,-0.620249
3,5.66294,-0.620249
4,5.66294,-0.620249
5,5.66294,-0.620249
6,5.66294,-0.620249
7,5.66294,-0.620249
8,5.66294,-0.620249
9,5.66294,-0.620249
10,5.66294,-0.620249
11,5.72459,-0.558599
12,5.72459,-0.558599
13,5.76404,-0.519146
14,5.76404,-0.519146
15,5.76404,-0.519146
16,5.87829,-0.404892
17,5.87829,-0.404892
18,5.87829,-0.404892
19,5.87829,-0.404892
20,5.87829,-0.404892
21,5.87829,-0.404892
22,5.69518,-0.588003
23,5.69518,-0.588003
24,5.69518,-0.588003
25,5.97348,-0.309703
26,5.97348,-0.309703
27,5.97348,-0.309703
28,5.97348,-0.309703
29,5.97348,-0.309703
30,5.97348,-0.309703
31,5.97348,-0.309703
32,5.97348,-0.309703
33,5.97348,-0.309703
34,5.97348,-0.309703
35,5.97348,-0.309703
36,5.97348,-0.309703
37,5.97348,-0.309703
38,5.97348,-0.309703
39,5.97348,-0.309703
40,5.97348,-0.309703
41,5.97348,-0.309703
42,5.97348,-0.309703
43,5.97348,-0.309703
44,5.97348,-0.309703
45,5.97348,-0.309703
46,5.97348,-0.309703
47,5.97348,-0.309703
48,5.97348,-0.309703
49,5.97348,-0.309703
50,5.97348,-0.309703
51,5.97348,-0.309703
52,5.97348,-0.309703
53,5.97348,-0.309703
54,5.97348,-0.309703
55,5.97348,-0.309703
56,5.97348,-0.309703
57,5.97348,-0.309703
58,5.97348,-0.309703
59,5.97348,-0.309703
60,5.97348,-0.309703
61,5.97348,-0.309703
62,5.99713,-0.286051
63,5.99713,-0.286051
64,5.99713,-0.286051
65,5.99713,-0.286051
66,5.99713,-0.286051
67,5.99713,-0.286051
68,5.99713,-0.286051
69,5.99713,-0.286051
70,5.99713,-0.286051
71,5.99713,-0.286051
72,5.99713,-0.286051
73,5.99713,-0.286051
74,5.99713,-0.286051
75,5.90268,-0.380506
76,5.90268,-0.380506
77,5.90268,-0.380506
78,5.90268,-0.380506
79,5.98469,-0.298499
80,5.98469,-0.298499
81,5.98469,-0.298499
82,5.98469,-0.298499
83,5.98469,-0.298499
84,5.98469,-0.298499
85,5.98469,-0.298499
86,5.98469,-0.298499
87,5.98469,-0.298499
88,5.98469,-0.298499
89,5.98469,-0.298499
90,5.98469,-0.298499
91,5.98469,-0.298499
92,5.98469,-0.298499
93,5.98469,-0.298499
94,5.98469,-0.298499
95,5.98469,-0.298499
96,6.01693,-0.266252
97,6.01693,-0.266252
98,6.01693,-0.266252
99,6.01693,-0.266252
100,6.01693,-0.266252
101,6.01693,-0.266252
102,6.01693,-0.266252
103,6.01693,-0.266252
104,6.01693,-0.266252
105,6.01693,-0.266252
106,6.01693,-0.266252
107,6.01693,-0.266252
108,6.01693,-0.266252
109,6.01693,-0.266252
110,6.01693,-0.266252
111,6.01693,-0.266252
112,6.01693,-0.266252
113,6.01693,-0.266252
114,5.90268,-0.380506
115,5.90268,-0.380506
116,5.90268,-0.380506
117,5.90268,-0.380506
118,6.01693,-0.266252
119,6.01693,-0.266252
120,6.01693,-0.266252
121,6.01693,-0.266252
122,6.01693,-0.266252
123,6.01693,-0.266252
124,6.01693,-0.266252
125,6.01693,-0.266252
126,6.01693,-0.266252
127,5.97731,-0.305879
128,5.97731,-0.305879
129,5.97731,-0.305879
130,5.97731,-0.305879
131,5.97731,-0.305879
132,5.97731,-0.305879
133,5.97731,-0.305879
134,5.97731,-0.305879
135,5.97731,-0.305879
136,5.97731,-0.305879
137,5.97731,-0.305879
138,5.97731,-0.305879
139,5.97731,-0.305879
140,5.97731,-0.305879
141,5.97731,-0.305879
142,5.97731,-0.305879
143,5.97731,-0.305879
144,5.97731,-0.305879
145,5.97731,-0.305879
146,5.97731,-0.305879
147,5.97731,-0.305879
148,6.08579,-0.197396
149,6.08579,-0.197396
150,6.08579,-0.197396
151,6.08579,-0.197396
152,6.08579,-0.197396
153,5.98469,-0.298499
154,5.98469,-0.298499
155,5.98469,-0.298499
156,5.98469,-0.298499
157,5.98469,-0.298499
158,5.98469,-0.298499
159,5.94016,-0.343024
160,5.94016,-0.343024
161,5.94016,-0.343024
162,5.94016,-0.343024
163,5.94016,-0.343024
164,5.94016,-0.343024
165,5.94016,-0.343024
166,5.94016,-0.343024
167,5.94016,-0.343024
168,5.94016,-0.343024
169,5.94016,-0.343024
170,5.94016,-0.343024
171,5.94016,-0.343024
172,5.94016,-0.343024
173,5.94016,-0.343024
174,5.94016,-0.343024
175,5.98469,-0.298499
176,5.98469,-0.298499
177,5.98469,-0.298499
178,5.98469,-0.298499
179,5.98469,-0.298499
180,5.98469,-0.298499
181,5.98469,-0.298499
182,5.98469,-0.298499
183,5.98469,-0.298499
184,5.98469,-0.298499
185,5.90268,-0.380506
186,5.90268,-0.380506
187,5.90268,-0.380506
188,5.90268,-0.380506
189,6.00489,-0.2783
190,6.00489,-0.2783
191,6.00489,-0.2783
192,6.00489,-0.2783
193,6.00489,-0.2783
194,6.00489,-0.2783
195,6.00489,-0.2783
196,6.00489,-0.2783
197,6.00489,-0.2783
198,6.00489,-0.2783
199,6.00489,-0.2783
200,6.00489,-0.2783
201,6.00489,-0.2783
202,5.90268,-0.380506
203,5.90268,-0.380506
204,5.90268,-0.380506
205,5.90268,-0.380506
206,6.01693,-0.266252
207,6.01693,-0.266252
208,6.01693,-0.266252
209,6.01693,-0.266252
210,6.01693,-0.266252
211,6.01693,-0.266252
212,6.01693,-0.266252
213,6.01693,-0.266252
214,6.01693,-0.266252
215,6.01693,-0.266252
216,6.01693,-0.266252
217,6.01693,-0.266252
218,6.01693,-0.266252
219,6.01693,-0.266252
220,6.08579,-0.197396
221,6.08579,-0.197396
222,6.08579,-0.197396
223,6.08579,-0.197396
