n,tangent,t2
0,5.40713,-0.876058
1,5.40713,-0.876058
2,5.40713,-0.876058
3,5.40713,-0.876058
4,5.40713,-0.876058
5,5.40713,-0.876058
6,5.40713,-0.876058
7,5.40713,-0.876058
8,5.40713,-0.876058
9,5.40713,-0.876058
10,5.40713,-0.876058
11,5.40713,-0.876058
12,0.499347,0.499347
13,0.499347,0.499347
14,0.499347,0.499347
15,0.499347,0.499347
16,0.499347,0.499347
17,0.499347,0.499347
18,0.499347,0.499347
19,0.499347,0.499347
20,0.499347,0.499347
21,0.499347,0.499347
22,0.499347,0.499347
23,0.499347,0.499347
24,0.499347,0.499347
25,0.499347,0.499347
26,0.499347,0.499347
27,0.571337,0.571337
28,0.571337,0.571337
29,0.571337,0.571337
30,0.571337,0.571337
31,0.571337,0.571337
32,0.571337,0.571337
33,0.571337,0.571337
34,0.571337,0.571337
35,0.605545,0.605545
36,0.605545,0.605545
37,0.605545,0.605545
38,0.605545,0.605545
39,0.605545,0.605545
40,0.605545,0.605545
41,0.605545,0.605545
42,0.694738,0.694738
43,0.694738,0.694738
44,0.694738,0.694738
45,0.694738,0.694738
46,0.876058,0.876058
47,0.876058,0.876058
48,0.876058,0.876058
49,0.876058,0.876058
50,0.876058,0.876058
51,0.876058,0.876058
52,0.463648,0.463648
53,0.463648,0.463648
54,1.17227,1.17227
55,1.17227,1.17227
56,1.17227,1.17227
57,1.17227,1.17227
58,1.17227,1.17227
59,1.17227,1.17227
60,1.17227,1.17227
61,1.17227,1.17227
62,1.17227,1.17227
63,1.17227,1.17227
64,1.17227,1.17227
65,1.17227,1.17227
66,1.17227,1.17227
67,1.17227,1.17227
68,1.17227,1.17227
69,1.15839,1.15839
70,1.15839,1.15839
71,1.15839,1.15839
72,1.15839,1.15839
73,1.15839,1.15839
74,1.13095,1.13095
75,1.13095,1.13095
76,1.13095,1.13095
77,1.13095,1.13095
78,1.13095,1.13095
79,1.13095,1.13095
80,1.13095,1.13095
81,1.13095,1.13095
82,1.13095,1.13095
83,1.13095,1.13095
84,1.13095,1.13095
85,1.13095,1.13095
86,1.13095,1.13095
87,1.13095,1.13095
88,1.13095,1.13095
89,1.13095,1.13095
90,1.13095,1.13095
91,1.13095,1.13095
92,1.13095,1.13095
93,1.13095,1.13095
94,1.13095,1.13095
95,1.13095,1.13095
96,1.22777,1.22777
97,1.22777,1.22777
98,1.22777,1.22777
99,1.22777,1.22777
100,1.22777,1.22777
101,1.22777,1.22777
102,1.2723,1.2723
103,1.2723,1.2723
104,1.2723,1.2723
105,1.2723,1.2723
106,1.2723,1.2723
107,1.2723,1.2723
108,1.30454,1.30454
109,1.30454,1.30454
110,1.30454,1.30454
111,1.30454,1.30454
112,1.30454,1.30454
113,1.30454,1.30454
114,1.30454,1.30454
115,1.30454,1.30454
116,1.30454,1.30454
117,1.2723,1.2723
118,1.2723,1.2723
119,1.2723,1.2723
120,1.2723,1.2723
121,1.2723,1.2723
122,1.2723,1.2723
123,1.22777,1.22777
124,1.22777,1.22777
125,1.22777,1.22777
126,1.22777,1.22777
127,1.22777,1.22777
128,1.22777,1.22777
129,1.1659,1.1659
130,1.1659,1.1659
131,1.1659,1.1659
132,1.05165,1.05165
133,1.05165,1.05165
134,1.05165,1.05165
135,0.896055,0.896055
136,0.896055,0.896055
137,0.896055,0.896055
138,0.896055,0.896055
139,0.896055,0.896055
140,0.896055,0.896055
141,0.896055,0.896055
142,0.965252,0.965252
143,0.965252,0.965252
144,0.965252,0.965252
145,0.965252,0.965252
146,0.965252,0.965252
147,0.965252,0.965252
148,0.965252,0.965252
149,0.965252,0.965252
150,0.965252,0.965252
151,0.965252,0.965252
152,0.965252,0.965252
153,0.965252,0.965252
154,0.965252,0.965252
155,0.965252,0.965252
156,0.965252,0.965252
157,0.965252,0.965252
158,0.965252,0.965252
159,0.86217,0.86217
160,0.86217,0.86217
161,0.86217,0.86217
162,0.86217,0.86217
163,0.86217,0.86217
164,0.708626,0.708626
165,0.708626,0.708626
166,0.708626,0.708626
167,0.708626,0.708626
168,0.708626,0.708626
169,0.620249,0.620249
170,0.620249,0.620249
171,0.620249,0.620249
172,0.558599,0.558599
173,0.558599,0.558599
174,0.512389,0.512389
175,0.512389,0.512389
176,0.512389,0.512389
177,0.512389,0.512389
178,0.512389,0.512389
179,0.512389,0.512389
180,0.512389,0.512389
181,0.512389,0.512389
182,0.512389,0.512389
