n,tangent,t2
0,4.8295,-1.45369
1,4.8295,-1.45369
2,4.8295,-1.45369
3,4.8295,-1.45369
4,4.8295,-1.45369
5,4.8295,-1.45369
6,4.8295,-1.45369
7,4.8295,-1.45369
8,4.8295,-1.45369
9,4.8295,-1.45369
10,4.8295,-1.45369
11,4.8295,-1.45369
12,4.8295,-1.45369
13,4.8295,-1.45369
14,4.77481,-1.50838
15,4.77481,-1.50838
16,4.77481,-1.50838
17,4.77481,-1.50838
18,4.77481,-1.50838
19,4.77481,-1.50838
20,4.77481,-1.50838
21,4.77481,-1.50838
22,4.77481,-1.50838
23,4.77481,-1.50838
24,4.77481,-1.50838
25,4.77481,-1.50838
26,4.77481,-1.50838
27,4.77481,-1.50838
28,4.77481,-1.50838
29,4.77481,-1.50838
30,4.99069,-1.2925
31,4.99069,-1.2925
32,4.99069,-1.2925
33,4.99069,-1.2925
34,5.35589,-0.927295
35,5.35589,-0.927295
36,5.60844,-0.674741
37,5.60844,-0.674741
38,5.60844,-0.674741
39,5.60844,-0.674741
40,5.60844,-0.674741
41,5.60844,-0.674741
42,5.60844,-0.674741
43,5.60844,-0.674741
44,5.60844,-0.674741
45,5.60844,-0.674741
46,5.60844,-0.674741
47,5.60844,-0.674741
48,5.60844,-0.674741
49,5.17604,-1.10715
50,5.17604,-1.10715
51,5.74277,-0.54042
52,5.74277,-0.54042
53,5.74277,-0.54042
54,5.74277,-0.54042
55,5.74277,-0.54042
56,5.57456,-0.708626
57,5.57456,-0.708626
58,5.57456,-0.708626
59,5.57456,-0.708626
60,5.57456,-0.708626
61,5.57456,-0.708626
62,5.57456,-0.708626
63,5.57456,-0.708626
64,5.57456,-0.708626
65,5.57456,-0.708626
66,5.57456,-0.708626
67,5.66294,-0.620249
68,5.66294,-0.620249
69,5.66294,-0.620249
70,5.72459,-0.558599
71,5.72459,-0.558599
72,5.72459,-0.558599
73,5.72459,-0.558599
74,5.72459,-0.558599
75,5.72459,-0.558599
76,5.72459,-0.558599
77,5.72459,-0.558599
78,5.72459,-0.558599
79,5.72459,-0.558599
