n,tangent,t2
0,5.11728,-1.1659
1,5.11728,-1.1659
2,5.11728,-1.1659
3,5.11728,-1.1659
4,5.11728,-1.1659
5,5.11728,-1.1659
6,5.11728,-1.1659
7,5.23154,-1.05165
8,5.23154,-1.05165
9,5.23154,-1.05165
10,5.23154,-1.05165
11,5.69518,-0.588003
12,5.69518,-0.588003
13,0.463648,0.463648
14,1.24905,1.24905
15,1.24905,1.24905
16,1.24905,1.24905
17,0.321751,0.321751
18,0.321751,0.321751
19,0.321751,0.321751
20,0.661043,0.661043
21,0.661043,0.661043
22,0.661043,0.661043
23,0.661043,0.661043
24,0.661043,0.661043
25,0.661043,0.661043
26,0.661043,0.661043
27,0.661043,0.661043
28,0.661043,0.661043
29,0.661043,0.661043
30,0.661043,0.661043
31,0.661043,0.661043
32,0.661043,0.661043
33,0.661043,0.661043
34,0.507099,0.507099
35,0.507099,0.507099
36,0.507099,0.507099
37,0.507099,0.507099
38,0.507099,0.507099
39,0.507099,0.507099
40,0.507099,0.507099
41,0.507099,0.507099
42,0.507099,0.507099
43,0.507099,0.507099
44,0.507099,0.507099
45,0.507099,0.507099
46,0.507099,0.507099
47,0.507099,0.507099
48,0.507099,0.507099
49,0.507099,0.507099
50,0.507099,0.507099
51,0.404892,0.404892
52,0.404892,0.404892
53,0.404892,0.404892
54,0.244979,0.244979
55,0.244979,0.244979
56,0.244979,0.244979
57,0.244979,0.244979
58,0.404892,0.404892
59,0.404892,0.404892
60,0.404892,0.404892
61,0.404892,0.404892
62,0.404892,0.404892
63,0.404892,0.404892
64,0.404892,0.404892
65,0.358771,0.358771
66,0.358771,0.358771
67,0.358771,0.358771
68,0.358771,0.358771
69,0.358771,0.358771
70,0.358771,0.358771
71,0.358771,0.358771
72,0.358771,0.358771
73,0.358771,0.358771
74,0.358771,0.358771
75,0.358771,0.358771
76,0.358771,0.358771
77,0.358771,0.358771
78,0.2783,0.2783
79,0.2783,0.2783
80,0.197396,0.197396
81,0.197396,0.197396
82,0.197396,0.197396
83,0.197396,0.197396
84,0.197396,0.197396
85,0.380506,0.380506
86,0.380506,0.380506
87,0.380506,0.380506
88,0.380506,0.380506
89,0.226799,0.226799
90,0.226799,0.226799
91,0.226799,0.226799
92,0.226799,0.226799
93,0.226799,0.226799
94,0.226799,0.226799
95,0.226799,0.226799
96,0.226799,0.226799
97,0.226799,0.226799
98,0.226799,0.226799
99,0.179853,0.179853
100,0.179853,0.179853
101,0.179853,0.179853
102,0.179853,0.179853
103,0.179853,0.179853
104,0.179853,0.179853
105,0.179853,0.179853
106,0.179853,0.179853
107,0.179853,0.179853
108,0.179853,0.179853
109,0.179853,0.179853
110,0.179853,0.179853
111,0.179853,0.179853
112,0.0996687,0.0996687
113,0.0996687,0.0996687
114,0.0996687,0.0996687
115,0.0996687,0.0996687
116,0.0996687,0.0996687
117,6.18352,-0.0996687
118,6.18352,-0.0996687
119,6.18352,-0.0996687
120,6.18352,-0.0996687
121,6.18352,-0.0996687
122,5.69518,-0.588003
123,5.30039,-0.982794
124,4.76789,-1.5153
125,4.76789,-1.5153
126,4.76789,-1.5153
127,4.76789,-1.5153
128,4.76789,-1.5153
129,4.76789,-1.5153
130,4.76789,-1.5153
131,4.76789,-1.5153
132,4.76789,-1.5153
133,4.76789,-1.5153
134,4.76789,-1.5153
135,4.76789,-1.5153
136,4.76789,-1.5153
137,4.76789,-1.5153
138,4.76789,-1.5153
139,4.76789,-1.5153
140,4.76789,-1.5153
141,4.76789,-1.5153
142,4.76789,-1.5153
143,1.52084,1.52084
144,1.52084,1.52084
145,1.52084,1.52084
146,1.52084,1.52084
147,1.52084,1.52084
148,1.52084,1.52084
149,1.52084,1.52084
150,1.52084,1.52084
151,1.52084,1.52084
152,1.52084,1.52084
153,1.52084,1.52084
154,1.52084,1.52084
155,1.52084,1.52084
156,1.52084,1.52084
157,1.52084,1.52084
158,1.52084,1.52084
159,1.52084,1.52084
160,1.52084,1.52084
161,1.52084,1.52084
162,1.52084,1.52084
163,0.982794,0.982794
164,0.588003,0.588003
165,0.0996687,0.0996687
166,0.0996687,0.0996687
167,0.0996687,0.0996687
168,0.0996687,0.0996687
169,0.0996687,0.0996687
170,0.0996687,0.0996687
171,0.0996687,0.0996687
172,0.0996687,0.0996687
173,0.0996687,0.0996687
174,0.0996687,0.0996687
175,0.179853,0.179853
176,0.179853,0.179853
