n,tangent,t2
0,4.90978,-1.3734
1,4.90978,-1.3734
2,4.90978,-1.3734
3,4.90978,-1.3734
4,4.90978,-1.3734
5,4.90978,-1.3734
6,4.99069,-1.2925
7,4.99069,-1.2925
8,4.99069,-1.2925
9,4.99069,-1.2925
10,4.99069,-1.2925
11,4.83674,-1.44644
12,4.83674,-1.44644
13,4.83674,-1.44644
14,4.83674,-1.44644
15,4.64997,-1.63322
16,4.64997,-1.63322
17,4.64997,-1.63322
18,4.64997,-1.63322
19,4.64997,-1.63322
20,4.64997,-1.63322
21,4.64997,-1.63322
22,4.64997,-1.63322
23,4.64997,-1.63322
24,4.64997,-1.63322
25,4.64997,-1.63322
26,4.64997,-1.63322
27,4.64997,-1.63322
28,4.77481,-1.50838
29,4.77481,-1.50838
30,4.77481,-1.50838
31,4.77481,-1.50838
32,4.77481,-1.50838
33,4.77481,-1.50838
34,4.77481,-1.50838
35,4.77481,-1.50838
36,5.0929,-1.19029
37,5.0929,-1.19029
38,5.0929,-1.19029
39,5.0929,-1.19029
40,4.85429,-1.4289
41,4.85429,-1.4289
42,4.85429,-1.4289
43,4.85429,-1.4289
44,4.57049,-1.71269
45,4.57049,-1.71269
46,4.57049,-1.71269
47,4.33188,-1.9513
48,4.33188,-1.9513
49,4.33188,-1.9513
50,4.33188,-1.9513
51,4.53254,-1.75065
52,4.53254,-1.75065
53,4.53254,-1.75065
54,4.53254,-1.75065
55,4.53254,-1.75065
56,4.53254,-1.75065
57,4.66697,-1.61622
58,4.66697,-1.61622
59,4.66697,-1.61622
60,4.66697,-1.61622
61,4.66697,-1.61622
62,4.66697,-1.61622
63,4.66697,-1.61622
64,4.66697,-1.61622
65,4.66697,-1.61622
66,4.66697,-1.61622
67,4.66697,-1.61622
68,4.75781,-1.52537
69,4.75781,-1.52537
70,4.75781,-1.52537
71,4.75781,-1.52537
72,4.75781,-1.52537
73,4.75781,-1.52537
74,4.75781,-1.52537
75,4.75781,-1.52537
76,4.75781,-1.52537
77,4.75781,-1.52537
78,4.75781,-1.52537
79,4.8295,-1.45369
80,4.8295,-1.45369
81,4.8295,-1.45369
82,4.8295,-1.45369
83,4.8295,-1.45369
84,4.8295,-1.45369
85,4.8295,-1.45369
86,4.8295,-1.45369
87,4.8295,-1.45369
88,4.99069,-1.2925
89,4.99069,-1.2925
90,4.99069,-1.2925
91,4.99069,-1.2925
92,5.30039,-0.982794
93,5.30039,-0.982794
94,5.30039,-0.982794
95,5.30039,-0.982794
96,5.30039,-0.982794
97,5.30039,-0.982794
98,5.72459,-0.558599
99,5.72459,-0.558599
100,5.72459,-0.558599
101,5.72459,-0.558599
102,5.72459,-0.558599
103,5.72459,-0.558599
104,5.72459,-0.558599
105,5.72459,-0.558599
106,5.90268,-0.380506
107,6.22077,-0.0624188
108,6.22077,-0.0624188
109,6.22077,-0.0624188
110,6.22077,-0.0624188
111,6.22077,-0.0624188
112,6.22077,-0.0624188
113,6.22077,-0.0624188
114,6.22077,-0.0624188
115,0.0370201,0.0370201
116,0.0370201,0.0370201
