n,tangent,t2
0,4.95737,-1.32582
1,4.95737,-1.32582
2,4.95737,-1.32582
3,4.95737,-1.32582
4,4.95737,-1.32582
5,4.95737,-1.32582
6,4.95737,-1.32582
7,4.95737,-1.32582
8,4.95737,-1.32582
9,4.95737,-1.32582
10,5.06538,-1.21781
11,5.06538,-1.21781
12,5.06538,-1.21781
13,5.06538,-1.21781
14,5.06538,-1.21781
15,5.06538,-1.21781
16,5.06538,-1.21781
17,5.06538,-1.21781
18,5.06538,-1.21781
19,5.06538,-1.21781
20,5.06538,-1.21781
21,5.06538,-1.21781
22,5.06538,-1.21781
23,5.06538,-1.21781
24,5.06538,-1.21781
25,5.06538,-1.21781
26,5.06538,-1.21781
27,5.06538,-1.21781
28,5.06538,-1.21781
29,5.00385,-1.27934
30,5.00385,-1.27934
31,5.00385,-1.27934
32,5.00385,-1.27934
33,5.00385,-1.27934
34,5.00385,-1.27934
35,5.00385,-1.27934
36,5.00385,-1.27934
37,5.00385,-1.27934
38,5.00385,-1.27934
39,5.00385,-1.27934
40,5.00385,-1.27934
41,5.30039,-0.982794
42,5.30039,-0.982794
43,5.30039,-0.982794
44,4.89224,-1.39094
45,4.89224,-1.39094
46,4.89224,-1.39094
47,4.89224,-1.39094
48,4.89224,-1.39094
49,4.89224,-1.39094
50,4.78916,-1.49402
51,4.78916,-1.49402
52,4.78916,-1.49402
53,4.78916,-1.49402
54,4.78916,-1.49402
55,4.78916,-1.49402
56,4.78916,-1.49402
57,4.78916,-1.49402
58,4.78916,-1.49402
59,4.78916,-1.49402
60,4.78916,-1.49402
61,4.78916,-1.49402
62,4.78916,-1.49402
63,4.93106,-1.35213
64,4.93106,-1.35213
65,4.93106,-1.35213
66,4.93106,-1.35213
67,4.93106,-1.35213
68,4.93106,-1.35213
69,4.89224,-1.39094
70,4.89224,-1.39094
71,4.89224,-1.39094
72,4.89224,-1.39094
73,4.89224,-1.39094
74,4.89224,-1.39094
75,4.89224,-1.39094
76,4.89224,-1.39094
77,4.89224,-1.39094
78,4.92348,-1.3597
79,4.92348,-1.3597
80,4.92348,-1.3597
81,4.93919,-1.344
82,4.93919,-1.344
83,4.93919,-1.344
84,4.93919,-1.344
85,4.93919,-1.344
86,4.97299,-1.31019
87,4.97299,-1.31019
88,4.97299,-1.31019
89,4.97299,-1.31019
90,4.97299,-1.31019
91,4.97299,-1.31019
92,4.97299,-1.31019
93,4.97299,-1.31019
94,4.97299,-1.31019
95,4.97299,-1.31019
96,4.97299,-1.31019
97,4.97299,-1.31019
98,4.97299,-1.31019
99,4.92348,-1.3597
100,4.92348,-1.3597
101,4.92348,-1.3597
102,4.92348,-1.3597
103,4.92348,-1.3597
104,4.92348,-1.3597
105,4.92348,-1.3597
106,4.92348,-1.3597
107,4.92348,-1.3597
108,4.92348,-1.3597
109,4.92348,-1.3597
110,4.92348,-1.3597
111,4.92348,-1.3597
112,4.93919,-1.344
113,4.93919,-1.344
114,4.93919,-1.344
115,4.93919,-1.344
116,4.93919,-1.344
117,4.93919,-1.344
118,4.93919,-1.344
119,4.93919,-1.344
120,4.93919,-1.344
121,4.93919,-1.344
122,5.13061,-1.15257
123,5.13061,-1.15257
124,5.13061,-1.15257
125,5.13061,-1.15257
126,5.13061,-1.15257
127,5.21949,-1.0637
128,5.21949,-1.0637
129,5.21949,-1.0637
130,5.21949,-1.0637
131,5.21949,-1.0637
132,5.67246,-0.610726
133,5.67246,-0.610726
134,5.67246,-0.610726
135,5.67246,-0.610726
136,5.67246,-0.610726
137,5.67246,-0.610726
138,5.67246,-0.610726
139,5.67246,-0.610726
140,5.67246,-0.610726
141,5.67246,-0.610726
142,5.67246,-0.610726
143,5.67246,-0.610726
144,5.67246,-0.610726
145,5.60844,-0.674741
146,5.60844,-0.674741
147,5.60844,-0.674741
148,5.37343,-0.909753
149,5.37343,-0.909753
150,5.37343,-0.909753
151,5.37343,-0.909753
152,5.37343,-0.909753
153,5.37343,-0.909753
154,5.37343,-0.909753
155,5.34119,-0.942
156,5.34119,-0.942
157,5.34119,-0.942
158,5.34119,-0.942
159,5.34119,-0.942
160,5.34119,-0.942
161,5.27099,-1.0122
162,5.27099,-1.0122
163,5.27099,-1.0122
164,5.27099,-1.0122
165,5.07956,-1.20362
166,5.07956,-1.20362
167,5.07956,-1.20362
168,5.07956,-1.20362
169,5.07956,-1.20362
170,5.07956,-1.20362
171,5.07956,-1.20362
172,5.07956,-1.20362
173,5.06116,-1.22203
174,5.06116,-1.22203
175,5.06116,-1.22203
176,5.06116,-1.22203
177,5.00385,-1.27934
178,5.00385,-1.27934
179,5.00385,-1.27934
180,5.00385,-1.27934
181,5.00385,-1.27934
182,5.00385,-1.27934
183,4.46741,-1.81577
184,4.46741,-1.81577
185,4.36362,-1.91957
186,4.36362,-1.91957
187,4.36362,-1.91957
188,4.36362,-1.91957
189,4.36362,-1.91957
190,4.36362,-1.91957
191,4.36362,-1.91957
192,4.36362,-1.91957
193,4.42093,-1.86225
194,4.42093,-1.86225
195,4.42093,-1.86225
196,4.42093,-1.86225
197,4.57049,-1.71269
198,4.57049,-1.71269
199,4.57049,-1.71269
200,4.57049,-1.71269
201,4.85429,-1.4289
202,4.85429,-1.4289
203,4.85429,-1.4289
204,4.85429,-1.4289
205,4.85429,-1.4289
206,4.85429,-1.4289
207,4.39064,-1.89255
208,4.17197,-2.11122
209,4.17197,-2.11122
210,4.17197,-2.11122
211,4.17197,-2.11122
212,4.17197,-2.11122
213,4.35362,-1.92957
214,4.35362,-1.92957
215,4.35362,-1.92957
216,4.43409,-1.8491
217,4.43409,-1.8491
218,4.51499,-1.76819
219,4.51499,-1.76819
220,4.51499,-1.76819
221,4.93106,-1.35213
222,4.93106,-1.35213
223,4.93106,-1.35213
224,4.93106,-1.35213
225,4.93106,-1.35213
226,4.93106,-1.35213
227,4.93106,-1.35213
228,5.33264,-0.950547
229,5.33264,-0.950547
230,5.33264,-0.950547
231,5.33264,-0.950547
232,5.33264,-0.950547
233,5.33264,-0.950547
234,5.33264,-0.950547
235,5.66294,-0.620249
236,5.66294,-0.620249
237,5.66294,-0.620249
238,5.66294,-0.620249
239,5.66294,-0.620249
240,5.73153,-0.551655
241,5.73153,-0.551655
242,5.73153,-0.551655
243,5.73153,-0.551655
244,5.73153,-0.551655
245,5.73153,-0.551655
246,5.75511,-0.528074
247,5.75511,-0.528074
248,5.75511,-0.528074
249,5.75511,-0.528074
250,5.77609,-0.507099
251,5.77609,-0.507099
252,5.77609,-0.507099
253,5.77609,-0.507099
254,5.77609,-0.507099
255,5.77609,-0.507099
256,5.77609,-0.507099
257,5.77609,-0.507099
258,5.77609,-0.507099
259,5.77609,-0.507099
260,5.77609,-0.507099
261,5.77609,-0.507099
262,5.77609,-0.507099
263,5.77609,-0.507099
264,5.77609,-0.507099
265,5.77609,-0.507099
266,5.77609,-0.507099
267,5.87829,-0.404892
268,5.87829,-0.404892
269,5.87829,-0.404892
270,5.92441,-0.358771
271,5.92441,-0.358771
272,6.00489,-0.2783
273,6.00489,-0.2783
274,6.00489,-0.2783
275,6.00489,-0.2783
276,6.00489,-0.2783
277,6.00489,-0.2783
278,5.87829,-0.404892
279,5.87829,-0.404892
280,5.87829,-0.404892
281,5.76404,-0.519146
282,5.76404,-0.519146
283,5.76404,-0.519146
284,5.60844,-0.674741
285,5.60844,-0.674741
286,5.60844,-0.674741
287,5.38713,-0.896055
288,5.38713,-0.896055
289,5.38713,-0.896055
290,5.38713,-0.896055
291,5.38713,-0.896055
292,5.81954,-0.463648
