n,tangent,t2
0,5.96143,-0.321751
1,5.96143,-0.321751
2,5.96143,-0.321751
3,5.96143,-0.321751
4,5.96143,-0.321751
5,5.66294,-0.620249
6,5.66294,-0.620249
7,5.66294,-0.620249
8,5.66294,-0.620249
9,5.66294,-0.620249
10,5.57456,-0.708626
11,5.57456,-0.708626
12,5.57456,-0.708626
13,5.57456,-0.708626
14,5.57456,-0.708626
15,5.57456,-0.708626
16,5.57456,-0.708626
17,5.57456,-0.708626
18,5.57456,-0.708626
19,5.57456,-0.708626
20,5.57456,-0.708626
21,6.06452,-0.218669
22,6.06452,-0.218669
23,6.06452,-0.218669
24,6.06452,-0.218669
25,6.06452,-0.218669
26,6.06452,-0.218669
27,6.06452,-0.218669
28,6.06452,-0.218669
29,6.06452,-0.218669
30,6.06452,-0.218669
31,5.58845,-0.694738
32,5.58845,-0.694738
33,5.58845,-0.694738
34,5.58845,-0.694738
35,5.40713,-0.876058
36,5.40713,-0.876058
37,5.40713,-0.876058
38,5.40713,-0.876058
39,4.87754,-1.40565
40,4.87754,-1.40565
41,4.87754,-1.40565
42,4.87754,-1.40565
43,4.87754,-1.40565
44,4.87754,-1.40565
45,5.40713,-0.876058
46,5.40713,-0.876058
47,5.40713,-0.876058
48,5.40713,-0.876058
49,5.58845,-0.694738
50,5.58845,-0.694738
51,5.58845,-0.694738
52,5.58845,-0.694738
53,6.03821,-0.244979
54,6.03821,-0.244979
55,6.03821,-0.244979
56,6.03821,-0.244979
57,5.69518,-0.588003
58,5.69518,-0.588003
59,5.69518,-0.588003
60,6.08579,-0.197396
61,6.08579,-0.197396
62,6.08579,-0.197396
63,6.08579,-0.197396
64,6.08579,-0.197396
65,5.54537,-0.737815
66,5.54537,-0.737815
67,5.54537,-0.737815
68,5.54537,-0.737815
69,5.54537,-0.737815
70,5.54537,-0.737815
71,5.54537,-0.737815
72,5.54537,-0.737815
73,5.54537,-0.737815
74,5.54537,-0.737815
75,5.54537,-0.737815
76,5.54537,-0.737815
77,5.54537,-0.737815
78,5.54537,-0.737815
79,5.54537,-0.737815
80,5.54537,-0.737815
81,5.54537,-0.737815
82,5.54537,-0.737815
83,5.54537,-0.737815
84,5.87829,-0.404892
85,5.87829,-0.404892
86,5.87829,-0.404892
87,5.87829,-0.404892
88,5.87829,-0.404892
89,5.87829,-0.404892
90,5.87829,-0.404892
91,5.87829,-0.404892
92,5.87829,-0.404892
93,5.87829,-0.404892
94,5.87829,-0.404892
95,5.87829,-0.404892
96,5.87829,-0.404892
97,5.59746,-0.68573
98,5.59746,-0.68573
99,5.59746,-0.68573
100,5.59746,-0.68573
101,5.59746,-0.68573
102,5.59746,-0.68573
103,5.59746,-0.68573
104,5.59746,-0.68573
105,5.59746,-0.68573
