n,tangent,t2
0,5.0929,-1.19029
1,5.0929,-1.19029
2,5.0929,-1.19029
3,5.0929,-1.19029
4,5.0929,-1.19029
5,5.0929,-1.19029
6,5.25281,-1.03038
7,5.40713,-0.876058
8,5.40713,-0.876058
9,5.40713,-0.876058
10,5.40713,-0.876058
11,5.58845,-0.694738
12,5.58845,-0.694738
13,5.58845,-0.694738
14,5.58845,-0.694738
15,5.74277,-0.54042
16,5.74277,-0.54042
17,5.92441,-0.358771
18,5.92441,-0.358771
19,5.92441,-0.358771
20,6.00489,-0.2783
21,6.00489,-0.2783
22,6.00489,-0.2783
23,6.00489,-0.2783
24,6.00489,-0.2783
25,6.00489,-0.2783
26,6.00489,-0.2783
27,6.00489,-0.2783
28,6.00489,-0.2783
29,6.00489,-0.2783
30,6.00489,-0.2783
31,6.04944,-0.233743
32,6.04944,-0.233743
33,6.04944,-0.233743
34,6.04944,-0.233743
35,6.04944,-0.233743
36,6.04944,-0.233743
37,6.04944,-0.233743
38,6.04944,-0.233743
39,6.04944,-0.233743
40,6.04944,-0.233743
41,6.04944,-0.233743
42,6.04944,-0.233743
43,6.04944,-0.233743
44,6.04944,-0.233743
45,6.04944,-0.233743
46,6.04944,-0.233743
47,6.04944,-0.233743
48,6.04944,-0.233743
49,6.04944,-0.233743
50,6.04944,-0.233743
51,6.04944,-0.233743
52,6.04944,-0.233743
53,6.04944,-0.233743
54,6.04944,-0.233743
55,6.04944,-0.233743
56,6.04944,-0.233743
57,6.07209,-0.211093
58,6.07209,-0.211093
59,6.07209,-0.211093
60,6.07209,-0.211093
61,6.07209,-0.211093
62,6.07209,-0.211093
63,6.07209,-0.211093
64,6.07209,-0.211093
65,6.07209,-0.211093
66,6.07209,-0.211093
67,6.07209,-0.211093
68,6.07209,-0.211093
69,6.07209,-0.211093
70,0.463648,0.463648
71,0.463648,0.463648
72,0.463648,0.463648
73,5.92441,-0.358771
74,5.92441,-0.358771
75,5.92441,-0.358771
76,5.92441,-0.358771
77,5.92441,-0.358771
