n,tangent,t2
0,5.0929,-1.19029
1,5.0929,-1.19029
2,5.0929,-1.19029
3,5.0929,-1.19029
4,5.0929,-1.19029
5,5.0929,-1.19029
6,5.27099,-1.0122
7,5.27099,-1.0122
8,5.27099,-1.0122
9,5.27099,-1.0122
10,5.33264,-0.950547
11,5.33264,-0.950547
12,5.4502,-0.832981
13,5.4502,-0.832981
14,5.4502,-0.832981
15,5.4502,-0.832981
16,5.4502,-0.832981
17,5.4502,-0.832981
18,5.4502,-0.832981
19,5.4502,-0.832981
20,5.4502,-0.832981
21,5.54537,-0.737815
22,5.54537,-0.737815
23,5.54537,-0.737815
24,5.54537,-0.737815
25,5.54537,-0.737815
26,5.54537,-0.737815
27,5.54537,-0.737815
28,5.54537,-0.737815
29,5.54537,-0.737815
30,5.74277,-0.54042
31,5.74277,-0.54042
32,5.90268,-0.380506
33,6.10333,-0.179853
34,6.10333,-0.179853
35,6.10333,-0.179853
36,6.10333,-0.179853
37,6.10333,-0.179853
38,6.10333,-0.179853
39,6.21188,-0.0713075
40,6.21188,-0.0713075
41,6.21188,-0.0713075
42,6.21188,-0.0713075
43,6.21188,-0.0713075
44,6.21188,-0.0713075
45,6.21188,-0.0713075
46,6.21188,-0.0713075
47,6.21188,-0.0713075
48,6.21188,-0.0713075
49,6.21188,-0.0713075
50,6.21188,-0.0713075
51,6.21188,-0.0713075
52,6.21188,-0.0713075
53,6.06452,-0.218669
54,6.06452,-0.218669
55,6.06452,-0.218669
56,6.06452,-0.218669
57,6.06452,-0.218669
58,6.06452,-0.218669
59,6.18352,-0.0996687
60,6.18352,-0.0996687
61,6.18352,-0.0996687
62,6.18352,-0.0996687
63,6.18352,-0.0996687
64,0.0996687,0.0996687
65,0.0996687,0.0996687
66,0.0996687,0.0996687
67,0.0996687,0.0996687
68,0.0996687,0.0996687
69,0.218669,0.218669
70,0.218669,0.218669
71,0.218669,0.218669
72,0.266252,0.266252
73,0.266252,0.266252
74,0.291457,0.291457
75,0.291457,0.291457
76,0.291457,0.291457
