n,tangent,t2
0,4.85429,-1.4289
1,4.85429,-1.4289
2,4.85429,-1.4289
3,4.85429,-1.4289
4,4.85429,-1.4289
5,4.85429,-1.4289
6,4.85429,-1.4289
7,4.85429,-1.4289
8,4.99069,-1.2925
9,4.99069,-1.2925
10,4.99069,-1.2925
11,4.99069,-1.2925
12,5.42102,-0.86217
13,5.42102,-0.86217
14,5.42102,-0.86217
15,5.42102,-0.86217
16,5.42102,-0.86217
17,5.57456,-0.708626
18,5.57456,-0.708626
19,5.57456,-0.708626
20,5.57456,-0.708626
21,5.57456,-0.708626
22,6.06452,-0.218669
23,6.06452,-0.218669
24,6.06452,-0.218669
25,6.06452,-0.218669
26,6.06452,-0.218669
27,6.18352,-0.0996687
28,6.18352,-0.0996687
29,6.18352,-0.0996687
30,6.18352,-0.0996687
31,6.18352,-0.0996687
32,0.0996687,0.0996687
33,0.0996687,0.0996687
34,0.0996687,0.0996687
35,0.0996687,0.0996687
36,0.0996687,0.0996687
37,0.0996687,0.0996687
38,0.0996687,0.0996687
39,5.81954,-0.463648
40,5.81954,-0.463648
41,5.81954,-0.463648
42,0.0767719,0.0767719
43,0.0767719,0.0767719
44,0.0767719,0.0767719
45,0.0767719,0.0767719
46,0.0767719,0.0767719
47,0.0767719,0.0767719
48,0.0767719,0.0767719
49,0.0767719,0.0767719
50,0.0767719,0.0767719
51,6.20641,-0.0767719
52,6.20641,-0.0767719
53,6.20641,-0.0767719
54,6.20641,-0.0767719
55,6.20641,-0.0767719
56,6.20641,-0.0767719
57,6.00489,-0.2783
58,6.00489,-0.2783
59,6.00489,-0.2783
60,6.00489,-0.2783
61,6.00489,-0.2783
62,6.12658,-0.156602
63,6.12658,-0.156602
64,6.12658,-0.156602
65,6.12658,-0.156602
66,6.12658,-0.156602
67,6.12658,-0.156602
68,6.12658,-0.156602
69,6.12658,-0.156602
70,6.12658,-0.156602
71,6.12658,-0.156602
72,6.12658,-0.156602
73,6.12658,-0.156602
74,6.12658,-0.156602
75,6.12658,-0.156602
76,6.21662,-0.0665682
77,6.21662,-0.0665682
78,6.21662,-0.0665682
79,6.21662,-0.0665682
80,6.21662,-0.0665682
81,6.21662,-0.0665682
82,6.21662,-0.0665682
83,6.21662,-0.0665682
84,6.21662,-0.0665682
85,6.21662,-0.0665682
86,6.21662,-0.0665682
87,6.21662,-0.0665682
88,6.21662,-0.0665682
89,6.21662,-0.0665682
90,6.21662,-0.0665682
91,6.19518,-0.0880074
92,6.19518,-0.0880074
93,6.19518,-0.0880074
94,6.19518,-0.0880074
95,6.19518,-0.0880074
96,6.19518,-0.0880074
97,6.19518,-0.0880074
98,6.19518,-0.0880074
99,6.19518,-0.0880074
100,6.19518,-0.0880074
101,6.19518,-0.0880074
102,6.19518,-0.0880074
103,6.19518,-0.0880074
104,6.19518,-0.0880074
105,6.19518,-0.0880074
106,6.19518,-0.0880074
107,6.19518,-0.0880074
108,6.19518,-0.0880074
109,6.19518,-0.0880074
110,6.19518,-0.0880074
111,6.19518,-0.0880074
112,6.19518,-0.0880074
113,6.19518,-0.0880074
114,6.19518,-0.0880074
115,6.19518,-0.0880074
116,6.21662,-0.0665682
117,6.21662,-0.0665682
118,6.21662,-0.0665682
119,6.21662,-0.0665682
120,6.21662,-0.0665682
121,6.21662,-0.0665682
122,6.21662,-0.0665682
123,6.21662,-0.0665682
124,6.21662,-0.0665682
125,6.21662,-0.0665682
126,6.21662,-0.0665682
127,6.21662,-0.0665682
128,6.21662,-0.0665682
129,6.21662,-0.0665682
130,6.21662,-0.0665682
131,6.21662,-0.0665682
132,6.21662,-0.0665682
133,6.21662,-0.0665682
134,6.21662,-0.0665682
135,6.21662,-0.0665682
136,6.21662,-0.0665682
137,0.0996687,0.0996687
138,0.0996687,0.0996687
139,0.0996687,0.0996687
140,0.0996687,0.0996687
141,0.0996687,0.0996687
142,0.380506,0.380506
143,0.380506,0.380506
144,0.54042,0.54042
145,0.643501,0.643501
146,0.643501,0.643501
147,0.927295,0.927295
148,0.927295,0.927295
149,1.03038,1.03038
150,1.03038,1.03038
151,1.19029,1.19029
152,1.45369,1.45369
153,1.45369,1.45369
154,1.45369,1.45369
155,1.45369,1.45369
156,1.45369,1.45369
157,1.45369,1.45369
158,1.45369,1.45369
159,1.45369,1.45369
160,1.45369,1.45369
161,1.47584,1.47584
162,1.47584,1.47584
163,1.47584,1.47584
164,1.47584,1.47584
165,1.47584,1.47584
166,1.47584,1.47584
167,1.47584,1.47584
168,1.47584,1.47584
169,1.47584,1.47584
170,1.47584,1.47584
171,1.47584,1.47584
172,1.54858,1.54858
173,1.54858,1.54858
174,1.54858,1.54858
175,1.54858,1.54858
176,1.54858,1.54858
177,1.54858,1.54858
178,1.54858,1.54858
179,1.54858,1.54858
180,1.54858,1.54858
181,1.54858,1.54858
182,1.54858,1.54858
183,1.54858,1.54858
184,1.54858,1.54858
185,1.54858,1.54858
186,1.54858,1.54858
187,1.54858,1.54858
188,1.54858,1.54858
189,1.54858,1.54858
190,1.54858,1.54858
191,1.54858,1.54858
192,1.54858,1.54858
193,1.54858,1.54858
194,1.54858,1.54858
195,1.54858,1.54858
196,1.54858,1.54858
197,1.54858,1.54858
198,1.54858,1.54858
199,1.54858,1.54858
200,1.54858,1.54858
201,1.54858,1.54858
202,1.54858,1.54858
203,1.54858,1.54858
204,1.54858,1.54858
205,1.54858,1.54858
206,1.54858,1.54858
207,1.54858,1.54858
208,1.54858,1.54858
209,1.54858,1.54858
210,1.54858,1.54858
211,1.54858,1.54858
212,1.54858,1.54858
213,1.54858,1.54858
214,1.54858,1.54858
215,1.54858,1.54858
216,1.54858,1.54858
217,1.54611,1.54611
218,1.54611,1.54611
219,1.54611,1.54611
220,1.54611,1.54611
221,1.54611,1.54611
222,1.54611,1.54611
223,1.54611,1.54611
224,1.54611,1.54611
225,1.54611,1.54611
226,1.54611,1.54611
227,1.54611,1.54611
228,1.54611,1.54611
229,1.54611,1.54611
230,1.54611,1.54611
231,1.54611,1.54611
232,1.54611,1.54611
233,1.54611,1.54611
234,1.54611,1.54611
235,1.54611,1.54611
236,1.54611,1.54611
237,1.54611,1.54611
238,1.54611,1.54611
239,1.54611,1.54611
240,1.54611,1.54611
241,1.54611,1.54611
242,1.54611,1.54611
243,1.54611,1.54611
244,1.54611,1.54611
245,1.54611,1.54611
246,1.54611,1.54611
247,1.54611,1.54611
248,1.54611,1.54611
249,1.54611,1.54611
250,1.54611,1.54611
251,1.54611,1.54611
252,1.54611,1.54611
253,1.54611,1.54611
254,1.54611,1.54611
255,1.54611,1.54611
256,1.54611,1.54611
257,1.54611,1.54611
258,1.52205,1.52205
259,1.52205,1.52205
260,1.52205,1.52205
261,1.52205,1.52205
262,1.52205,1.52205
263,1.52205,1.52205
264,1.52205,1.52205
265,1.52205,1.52205
266,1.52205,1.52205
267,1.52205,1.52205
268,1.52205,1.52205
269,1.52205,1.52205
270,1.52205,1.52205
271,1.52205,1.52205
272,1.52205,1.52205
273,1.52205,1.52205
274,1.52205,1.52205
275,1.52205,1.52205
276,1.52205,1.52205
277,1.52205,1.52205
278,1.52205,1.52205
279,1.52205,1.52205
280,1.53082,1.53082
281,1.53082,1.53082
282,1.53082,1.53082
283,1.53082,1.53082
284,1.53082,1.53082
285,1.53082,1.53082
286,1.53082,1.53082
287,1.53082,1.53082
288,1.53082,1.53082
289,1.53082,1.53082
290,1.53082,1.53082
291,1.53082,1.53082
292,1.53082,1.53082
293,1.53082,1.53082
294,1.53082,1.53082
295,1.53082,1.53082
296,1.53082,1.53082
297,1.53082,1.53082
298,1.53082,1.53082
299,1.53082,1.53082
300,1.53082,1.53082
301,1.53082,1.53082
302,1.53082,1.53082
303,1.53082,1.53082
304,1.53082,1.53082
305,1.53082,1.53082
306,1.53082,1.53082
307,1.53082,1.53082
308,1.81577,1.81577
309,1.81577,1.81577
310,1.81577,1.81577
311,1.81577,1.81577
312,1.81577,1.81577
313,1.81577,1.81577
314,2.67795,2.67795
315,2.67795,2.67795
316,2.03444,2.03444
317,2.03444,2.03444
318,2.86329,2.86329
319,2.86329,2.86329
320,2.86329,2.86329
321,2.86329,2.86329
322,3.09511,3.09511
323,3.09511,3.09511
324,3.09511,3.09511
325,3.09511,3.09511
326,3.09511,3.09511
327,3.09511,3.09511
328,3.09511,3.09511
329,3.09511,3.09511
330,3.09511,3.09511
331,3.09511,3.09511
332,3.09511,3.09511
333,3.09511,3.09511
334,3.09511,3.09511
335,3.09511,3.09511
336,3.09511,3.09511
337,3.09511,3.09511
338,3.09511,3.09511
339,3.09511,3.09511
340,3.09511,3.09511
341,3.09511,3.09511
342,3.09511,3.09511
343,3.09511,3.09511
344,3.11721,3.11721
345,3.11721,3.11721
346,3.11721,3.11721
347,3.11721,3.11721
348,3.11721,3.11721
349,3.11721,3.11721
350,3.11721,3.11721
351,3.11721,3.11721
352,3.11721,3.11721
353,3.11721,3.11721
354,3.11721,3.11721
355,3.11721,3.11721
356,3.11721,3.11721
357,3.11721,3.11721
358,3.11721,3.11721
359,3.11721,3.11721
360,3.11721,3.11721
361,3.11721,3.11721
362,3.11721,3.11721
363,3.11721,3.11721
364,3.11721,3.11721
365,3.11721,3.11721
366,3.11721,3.11721
367,3.11721,3.11721
368,3.11721,3.11721
369,3.11721,3.11721
370,3.11721,3.11721
371,3.11721,3.11721
372,3.11721,3.11721
373,3.11721,3.11721
374,3.11721,3.11721
375,3.11721,3.11721
376,3.11721,3.11721
377,3.11721,3.11721
378,3.11721,3.11721
379,3.11721,3.11721
380,3.11721,3.11721
381,3.11721,3.11721
382,3.11721,3.11721
