n,tangent,t2
0,5.03414,-1.24905
1,5.03414,-1.24905
2,5.03414,-1.24905
3,5.03414,-1.24905
4,5.30039,-0.982794
5,5.69518,-0.588003
6,6.00489,-0.2783
7,6.00489,-0.2783
8,6.00489,-0.2783
9,6.00489,-0.2783
10,6.21662,-0.0665682
11,6.21662,-0.0665682
12,6.21662,-0.0665682
13,6.21662,-0.0665682
14,6.21662,-0.0665682
15,6.21662,-0.0665682
16,6.21662,-0.0665682
17,6.21662,-0.0665682
18,0.0665682,0.0665682
19,0.0665682,0.0665682
20,0.0665682,0.0665682
21,0.0665682,0.0665682
22,0.0665682,0.0665682
23,0.0665682,0.0665682
24,0.0665682,0.0665682
25,0.0665682,0.0665682
26,0.0665682,0.0665682
27,0.0665682,0.0665682
28,0.0665682,0.0665682
29,0.0665682,0.0665682
30,0.0665682,0.0665682
31,0.0665682,0.0665682
32,0.0665682,0.0665682
33,6.21188,-0.0713075
34,6.21188,-0.0713075
35,6.21188,-0.0713075
36,6.21188,-0.0713075
37,6.21188,-0.0713075
38,6.21188,-0.0713075
39,6.21188,-0.0713075
40,6.18823,-0.0949517
41,6.18823,-0.0949517
42,6.18823,-0.0949517
43,6.18823,-0.0949517
44,6.18823,-0.0949517
45,6.18823,-0.0949517
46,6.18823,-0.0949517
47,6.18823,-0.0949517
48,6.18823,-0.0949517
49,6.18823,-0.0949517
50,6.18823,-0.0949517
51,5.90268,-0.380506
52,5.90268,-0.380506
53,5.90268,-0.380506
54,5.90268,-0.380506
55,6.16608,-0.117109
56,6.16608,-0.117109
57,6.16608,-0.117109
58,6.16608,-0.117109
59,6.16608,-0.117109
60,6.16608,-0.117109
61,6.16608,-0.117109
62,6.16608,-0.117109
63,6.16608,-0.117109
64,6.20336,-0.07983
65,6.20336,-0.07983
66,6.20336,-0.07983
67,6.20336,-0.07983
68,6.20336,-0.07983
69,6.20336,-0.07983
70,6.20336,-0.07983
71,6.20336,-0.07983
72,6.20336,-0.07983
73,6.20336,-0.07983
74,6.20336,-0.07983
75,6.20336,-0.07983
76,6.20336,-0.07983
77,6.20336,-0.07983
78,6.20336,-0.07983
79,6.20336,-0.07983
80,6.20336,-0.07983
81,6.20336,-0.07983
82,6.20336,-0.07983
83,6.20336,-0.07983
84,6.20336,-0.07983
85,6.20336,-0.07983
