n,tangent,t2
0,4.99069,-1.2925
1,4.99069,-1.2925
2,4.99069,-1.2925
3,4.99069,-1.2925
4,4.99069,-1.2925
5,4.99069,-1.2925
6,4.99069,-1.2925
7,4.99069,-1.2925
8,4.99069,-1.2925
9,5.42102,-0.86217
10,5.42102,-0.86217
11,5.42102,-0.86217
12,5.42102,-0.86217
13,5.42102,-0.86217
14,5.57456,-0.708626
15,5.57456,-0.708626
16,5.57456,-0.708626
17,5.57456,-0.708626
18,5.57456,-0.708626
19,5.96143,-0.321751
20,5.96143,-0.321751
21,5.96143,-0.321751
22,5.96143,-0.321751
23,5.96143,-0.321751
24,5.96143,-0.321751
25,0.321751,0.321751
26,0.321751,0.321751
27,0.321751,0.321751
28,0.321751,0.321751
29,0.321751,0.321751
30,0.558599,0.558599
31,0.558599,0.558599
32,0.558599,0.558599
33,0.558599,0.558599
34,0.558599,0.558599
35,0.558599,0.558599
36,0.558599,0.558599
37,0.558599,0.558599
38,0.507099,0.507099
39,0.507099,0.507099
40,0.507099,0.507099
41,0.507099,0.507099
42,0.507099,0.507099
43,0.418224,0.418224
44,0.418224,0.418224
45,0.418224,0.418224
46,0.418224,0.418224
47,0.358771,0.358771
48,0.358771,0.358771
49,0.2783,0.2783
50,0.2783,0.2783
51,0.2783,0.2783
52,0.2783,0.2783
53,6.00489,-0.2783
54,6.00489,-0.2783
55,6.00489,-0.2783
56,6.00489,-0.2783
57,5.92441,-0.358771
58,5.92441,-0.358771
59,5.87829,-0.404892
60,5.87829,-0.404892
61,5.87829,-0.404892
62,5.76404,-0.519146
63,5.76404,-0.519146
64,5.76404,-0.519146
65,5.57456,-0.708626
66,5.57456,-0.708626
67,5.57456,-0.708626
68,5.57456,-0.708626
69,5.57456,-0.708626
70,5.42102,-0.86217
71,5.42102,-0.86217
72,5.42102,-0.86217
73,5.42102,-0.86217
74,5.42102,-0.86217
75,5.32311,-0.96007
76,5.32311,-0.96007
77,5.32311,-0.96007
78,5.32311,-0.96007
79,5.32311,-0.96007
80,5.32311,-0.96007
81,5.32311,-0.96007
82,5.32311,-0.96007
83,5.32311,-0.96007
84,5.32311,-0.96007
85,5.11728,-1.1659
86,5.11728,-1.1659
87,5.11728,-1.1659
88,5.11728,-1.1659
89,5.11728,-1.1659
90,5.11728,-1.1659
91,5.11728,-1.1659
92,5.11728,-1.1659
93,5.11728,-1.1659
94,5.11728,-1.1659
95,4.95737,-1.32582
96,4.95737,-1.32582
97,4.95737,-1.32582
98,4.95737,-1.32582
99,5.0929,-1.19029
100,5.0929,-1.19029
101,5.25281,-1.03038
102,5.35589,-0.927295
103,5.35589,-0.927295
104,5.35589,-0.927295
105,5.35589,-0.927295
106,5.35589,-0.927295
107,4.93919,-1.344
108,4.93919,-1.344
109,4.93919,-1.344
110,4.93919,-1.344
111,4.93919,-1.344
112,4.93919,-1.344
113,4.93919,-1.344
114,4.93919,-1.344
115,4.93919,-1.344
116,4.93919,-1.344
117,4.92348,-1.3597
118,4.92348,-1.3597
119,4.92348,-1.3597
120,4.89224,-1.39094
121,4.89224,-1.39094
122,4.89224,-1.39094
123,4.75997,-1.52321
124,4.75997,-1.52321
125,4.75997,-1.52321
126,4.75997,-1.52321
127,4.75997,-1.52321
128,4.75997,-1.52321
129,4.75997,-1.52321
130,4.75997,-1.52321
131,4.75997,-1.52321
132,4.75997,-1.52321
133,4.75997,-1.52321
134,4.66481,-1.61838
135,4.66481,-1.61838
136,4.66481,-1.61838
137,4.66481,-1.61838
138,4.66481,-1.61838
139,4.66481,-1.61838
140,4.66481,-1.61838
141,4.66481,-1.61838
142,4.66481,-1.61838
143,4.66481,-1.61838
144,4.50489,-1.77829
145,4.50489,-1.77829
146,4.50489,-1.77829
147,4.50489,-1.77829
148,4.50489,-1.77829
149,4.50489,-1.77829
150,4.50489,-1.77829
151,4.50489,-1.77829
152,4.50489,-1.77829
153,4.50489,-1.77829
154,4.50489,-1.77829
155,4.50489,-1.77829
156,4.52704,-1.75614
157,4.52704,-1.75614
158,4.52704,-1.75614
159,4.52704,-1.75614
160,4.52704,-1.75614
161,4.52704,-1.75614
162,4.60173,-1.68145
163,4.60173,-1.68145
164,4.60173,-1.68145
165,4.60173,-1.68145
166,4.60173,-1.68145
167,4.82305,-1.46014
168,4.82305,-1.46014
169,4.82305,-1.46014
170,4.82305,-1.46014
171,4.92348,-1.3597
172,4.92348,-1.3597
173,4.92348,-1.3597
174,4.92348,-1.3597
175,4.92348,-1.3597
176,4.92348,-1.3597
177,4.92348,-1.3597
178,4.92348,-1.3597
179,4.92348,-1.3597
180,4.89224,-1.39094
181,4.89224,-1.39094
182,4.89224,-1.39094
183,4.82305,-1.46014
184,4.82305,-1.46014
185,4.82305,-1.46014
186,4.82305,-1.46014
187,4.82305,-1.46014
188,4.60173,-1.68145
189,4.60173,-1.68145
190,4.60173,-1.68145
191,4.60173,-1.68145
192,4.49372,-1.78947
193,4.49372,-1.78947
194,4.49372,-1.78947
195,4.49372,-1.78947
196,4.49372,-1.78947
197,4.18431,-2.09887
198,4.18431,-2.09887
199,4.18431,-2.09887
200,4.18431,-2.09887
201,4.18431,-2.09887
202,4.18431,-2.09887
203,4.18431,-2.09887
204,4.18431,-2.09887
205,4.18431,-2.09887
206,4.18431,-2.09887
207,4.18431,-2.09887
208,4.20529,-2.07789
209,4.20529,-2.07789
210,4.20529,-2.07789
211,4.20529,-2.07789
212,4.20529,-2.07789
213,4.29416,-1.98902
214,4.29416,-1.98902
215,4.29416,-1.98902
216,4.29416,-1.98902
217,4.36362,-1.91957
218,4.36362,-1.91957
219,4.36362,-1.91957
220,4.36362,-1.91957
221,4.42093,-1.86225
222,4.42093,-1.86225
223,4.42093,-1.86225
224,4.42093,-1.86225
225,4.57049,-1.71269
226,4.57049,-1.71269
227,4.57049,-1.71269
228,4.57049,-1.71269
229,4.85429,-1.4289
230,4.85429,-1.4289
231,4.85429,-1.4289
232,5.0929,-1.19029
233,5.0929,-1.19029
234,5.0929,-1.19029
235,5.0929,-1.19029
236,5.0929,-1.19029
237,3.92699,-2.35619
238,3.92699,-2.35619
239,5.63968,-0.643501
240,5.63968,-0.643501
241,5.63968,-0.643501
242,5.63968,-0.643501
243,5.96143,-0.321751
244,5.96143,-0.321751
245,5.96143,-0.321751
246,5.69518,-0.588003
247,5.69518,-0.588003
248,5.69518,-0.588003
249,6.14129,-0.141897
250,6.14129,-0.141897
251,6.14129,-0.141897
252,6.14129,-0.141897
253,0.141897,0.141897
254,0.141897,0.141897
255,0.141897,0.141897
256,0.380506,0.380506
257,0.380506,0.380506
258,0.54042,0.54042
259,0.674741,0.674741
260,0.674741,0.674741
261,0.674741,0.674741
262,0.674741,0.674741
263,0.674741,0.674741
264,0.674741,0.674741
265,0.674741,0.674741
266,0.674741,0.674741
267,0.674741,0.674741
268,0.896055,0.896055
269,0.896055,0.896055
270,0.896055,0.896055
271,0.896055,0.896055
272,0.896055,0.896055
273,0.896055,0.896055
274,0.896055,0.896055
275,0.896055,0.896055
276,0.896055,0.896055
277,1.0637,1.0637
278,1.0637,1.0637
279,1.0637,1.0637
280,1.0637,1.0637
281,1.0637,1.0637
282,1.15257,1.15257
283,1.15257,1.15257
284,1.15257,1.15257
285,1.15257,1.15257
286,1.21203,1.21203
287,1.21203,1.21203
288,1.21203,1.21203
289,1.21203,1.21203
290,1.21203,1.21203
291,1.21203,1.21203
292,1.21203,1.21203
293,1.046,1.046
294,1.046,1.046
295,1.046,1.046
296,1.046,1.046
297,1.046,1.046
298,1.046,1.046
299,1.046,1.046
300,1.046,1.046
301,1.046,1.046
302,1.046,1.046
303,1.046,1.046
304,1.046,1.046
305,1.046,1.046
306,1.046,1.046
307,1.046,1.046
308,1.046,1.046
309,1.046,1.046
310,1.046,1.046
311,1.046,1.046
312,1.046,1.046
313,1.046,1.046
314,1.046,1.046
315,1.03907,1.03907
316,1.03907,1.03907
317,1.03907,1.03907
318,1.03907,1.03907
319,1.03907,1.03907
320,1.03907,1.03907
321,1.03907,1.03907
322,1.03907,1.03907
323,1.02225,1.02225
324,1.02225,1.02225
325,1.02225,1.02225
326,1.02225,1.02225
327,1.02225,1.02225
328,1.02225,1.02225
329,1.02225,1.02225
330,1.02225,1.02225
331,1.02225,1.02225
332,1.02225,1.02225
333,1.02225,1.02225
334,0.942,0.942
335,0.942,0.942
336,0.942,0.942
337,0.942,0.942
338,0.942,0.942
339,0.942,0.942
340,0.909753,0.909753
341,0.909753,0.909753
342,0.909753,0.909753
343,0.876058,0.876058
344,0.876058,0.876058
345,0.876058,0.876058
346,0.876058,0.876058
347,0.876058,0.876058
348,0.876058,0.876058
349,0.876058,0.876058
350,0.876058,0.876058
351,0.876058,0.876058
352,0.876058,0.876058
353,0.876058,0.876058
354,0.463648,0.463648
355,0.463648,0.463648
356,0.463648,0.463648
357,0.463648,0.463648
358,5.35589,-0.927295
359,5.35589,-0.927295
360,5.35589,-0.927295
361,5.35589,-0.927295
362,5.35589,-0.927295
363,4.24874,-2.03444
364,4.24874,-2.03444
365,4.24874,-2.03444
366,4.87754,-1.40565
367,4.87754,-1.40565
368,4.87754,-1.40565
369,4.87754,-1.40565
370,4.87754,-1.40565
371,4.87754,-1.40565
372,4.87754,-1.40565
373,5.01089,-1.2723
374,5.01089,-1.2723
375,5.01089,-1.2723
376,5.01089,-1.2723
377,5.01089,-1.2723
378,5.01089,-1.2723
379,5.01089,-1.2723
380,5.01089,-1.2723
381,5.01089,-1.2723
382,5.01089,-1.2723
383,5.01089,-1.2723
384,5.01089,-1.2723
385,5.01089,-1.2723
386,5.01089,-1.2723
387,5.01089,-1.2723
388,5.01089,-1.2723
389,5.01089,-1.2723
390,5.0929,-1.19029
391,5.0929,-1.19029
392,5.0929,-1.19029
393,5.0929,-1.19029
394,5.0929,-1.19029
395,4.60173,-1.68145
396,4.60173,-1.68145
397,4.60173,-1.68145
398,4.60173,-1.68145
399,4.60173,-1.68145
400,4.60173,-1.68145
401,4.60173,-1.68145
402,4.60173,-1.68145
403,4.60173,-1.68145
404,4.60173,-1.68145
405,4.60173,-1.68145
406,4.60173,-1.68145
407,5.49779,-0.785398
408,5.49779,-0.785398
409,4.48559,-1.7976
410,4.48559,-1.7976
411,4.48559,-1.7976
412,4.48559,-1.7976
413,4.48559,-1.7976
414,4.48559,-1.7976
415,4.48559,-1.7976
416,4.48559,-1.7976
417,4.48559,-1.7976
418,4.48559,-1.7976
419,4.48559,-1.7976
420,4.58803,-1.69515
421,4.58803,-1.69515
422,4.58803,-1.69515
423,4.58803,-1.69515
424,4.83674,-1.44644
425,4.83674,-1.44644
426,4.83674,-1.44644
427,4.83674,-1.44644
428,4.93106,-1.35213
429,4.93106,-1.35213
430,4.93106,-1.35213
431,4.93106,-1.35213
432,4.93106,-1.35213
433,5.35589,-0.927295
434,5.35589,-0.927295
435,5.35589,-0.927295
436,5.35589,-0.927295
437,5.35589,-0.927295
438,0.661043,0.661043
439,0.661043,0.661043
440,0.661043,0.661043
441,0.661043,0.661043
442,0.661043,0.661043
443,0.661043,0.661043
444,0.661043,0.661043
445,0.661043,0.661043
446,0.661043,0.661043
447,0.661043,0.661043
448,0.661043,0.661043
449,0.661043,0.661043
450,0.694738,0.694738
451,0.694738,0.694738
452,0.694738,0.694738
453,0.694738,0.694738
454,0.694738,0.694738
455,0.694738,0.694738
456,0.694738,0.694738
457,0.694738,0.694738
458,0.694738,0.694738
459,0.661043,0.661043
460,0.661043,0.661043
461,0.661043,0.661043
462,0.661043,0.661043
463,0.661043,0.661043
464,0.661043,0.661043
465,0.661043,0.661043
466,0.661043,0.661043
467,0.661043,0.661043
468,0.927295,0.927295
469,0.927295,0.927295
470,0.927295,0.927295
471,0.927295,0.927295
472,0.927295,0.927295
473,0.927295,0.927295
474,0.927295,0.927295
475,1.03038,1.03038
476,1.03038,1.03038
477,1.19029,1.19029
478,1.35213,1.35213
479,1.35213,1.35213
480,1.35213,1.35213
481,1.35213,1.35213
482,1.35213,1.35213
483,1.44644,1.44644
484,1.44644,1.44644
485,1.44644,1.44644
486,1.44644,1.44644
487,1.65394,1.65394
488,1.65394,1.65394
489,1.65394,1.65394
490,1.65394,1.65394
491,1.65394,1.65394
492,1.65394,1.65394
493,1.65394,1.65394
494,1.65394,1.65394
495,1.65394,1.65394
496,1.65394,1.65394
497,1.65394,1.65394
498,1.48766,1.48766
499,1.48766,1.48766
500,1.48766,1.48766
501,1.48766,1.48766
502,1.48766,1.48766
503,1.48766,1.48766
504,1.2925,1.2925
505,1.2925,1.2925
506,1.2925,1.2925
507,1.2925,1.2925
508,1.2925,1.2925
509,1.2925,1.2925
510,1.2925,1.2925
511,1.2925,1.2925
512,1.2925,1.2925
513,1.2925,1.2925
514,1.2925,1.2925
515,1.2925,1.2925
516,1.2925,1.2925
517,0.950547,0.950547
518,0.950547,0.950547
519,0.950547,0.950547
520,0.950547,0.950547
521,0.950547,0.950547
522,0.950547,0.950547
523,0.950547,0.950547
524,0.950547,0.950547
525,0.950547,0.950547
526,0.950547,0.950547
527,0.950547,0.950547
528,0.950547,0.950547
529,0.844154,0.844154
530,0.844154,0.844154
531,0.844154,0.844154
532,0.844154,0.844154
533,0.844154,0.844154
534,0.844154,0.844154
535,0.844154,0.844154
536,0.844154,0.844154
537,0.844154,0.844154
538,0.844154,0.844154
539,0.844154,0.844154
540,0.844154,0.844154
541,0.844154,0.844154
542,0.844154,0.844154
543,0.844154,0.844154
544,0.950547,0.950547
545,0.950547,0.950547
546,0.950547,0.950547
547,1.0122,1.0122
548,1.0122,1.0122
549,1.0637,1.0637
550,1.0637,1.0637
551,1.0637,1.0637
552,1.0637,1.0637
553,1.0637,1.0637
554,1.15257,1.15257
555,1.15257,1.15257
556,1.15257,1.15257
557,1.15257,1.15257
558,1.21203,1.21203
559,1.21203,1.21203
560,1.30454,1.30454
561,1.30454,1.30454
562,1.30454,1.30454
563,1.30454,1.30454
564,1.30454,1.30454
565,1.33705,1.33705
566,1.33705,1.33705
567,1.33705,1.33705
568,1.33705,1.33705
569,1.33705,1.33705
570,1.33705,1.33705
571,1.33705,1.33705
572,1.33705,1.33705
573,1.33705,1.33705
574,1.33705,1.33705
575,1.33705,1.33705
576,1.33705,1.33705
577,1.33705,1.33705
578,1.33705,1.33705
579,1.33705,1.33705
580,1.33705,1.33705
581,1.33705,1.33705
582,1.33705,1.33705
583,1.33705,1.33705
584,1.33705,1.33705
585,1.33705,1.33705
586,1.33705,1.33705
587,1.33705,1.33705
588,1.33705,1.33705
589,1.33705,1.33705
590,1.33705,1.33705
591,1.33705,1.33705
592,1.33705,1.33705
593,1.53378,1.53378
594,1.53378,1.53378
595,1.53378,1.53378
596,1.53378,1.53378
597,1.53378,1.53378
598,1.53378,1.53378
599,1.53378,1.53378
600,1.53378,1.53378
601,1.53378,1.53378
602,1.53378,1.53378
603,1.53378,1.53378
604,1.53378,1.53378
605,1.53378,1.53378
606,1.53378,1.53378
607,1.60782,1.60782
608,1.60782,1.60782
609,1.60782,1.60782
610,1.60782,1.60782
611,1.60782,1.60782
612,1.60782,1.60782
613,1.60782,1.60782
614,1.60782,1.60782
615,1.60782,1.60782
616,1.60782,1.60782
617,1.60782,1.60782
618,1.60782,1.60782
619,1.60782,1.60782
620,1.72345,1.72345
621,1.72345,1.72345
622,1.72345,1.72345
623,1.72345,1.72345
624,1.72345,1.72345
625,1.72345,1.72345
626,1.72345,1.72345
627,1.72345,1.72345
628,1.68145,1.68145
629,1.68145,1.68145
630,1.68145,1.68145
631,1.68145,1.68145
632,1.68145,1.68145
633,1.68145,1.68145
634,1.68145,1.68145
635,1.68145,1.68145
636,1.68145,1.68145
637,1.72345,1.72345
638,1.72345,1.72345
639,1.72345,1.72345
640,1.72345,1.72345
641,1.74547,1.74547
642,1.74547,1.74547
643,1.74547,1.74547
644,1.74547,1.74547
645,1.74547,1.74547
646,1.74547,1.74547
647,1.74547,1.74547
648,1.74547,1.74547
649,1.74547,1.74547
650,1.86225,1.86225
651,1.86225,1.86225
652,1.86225,1.86225
653,1.86225,1.86225
654,1.91957,1.91957
655,1.91957,1.91957
656,1.91957,1.91957
657,1.91957,1.91957
658,1.91957,1.91957
659,1.91957,1.91957
660,2.1294,2.1294
661,2.1294,2.1294
662,2.1294,2.1294
663,2.1294,2.1294
664,2.19105,2.19105
665,2.19105,2.19105
666,2.30361,2.30361
667,2.30361,2.30361
668,2.30361,2.30361
669,2.30361,2.30361
670,2.30361,2.30361
671,2.30361,2.30361
672,2.30361,2.30361
673,2.30361,2.30361
674,2.40878,2.40878
675,2.40878,2.40878
676,2.40878,2.40878
677,2.40878,2.40878
678,2.40878,2.40878
679,2.40878,2.40878
680,2.40878,2.40878
681,2.40878,2.40878
682,2.48055,2.48055
683,2.48055,2.48055
684,2.48055,2.48055
685,2.48055,2.48055
686,2.5128,2.5128
687,2.5128,2.5128
688,2.5128,2.5128
689,2.5128,2.5128
690,2.5128,2.5128
691,2.5128,2.5128
692,2.58299,2.58299
693,2.58299,2.58299
694,2.62245,2.62245
695,2.62245,2.62245
696,2.62245,2.62245
697,2.7468,2.7468
698,2.7468,2.7468
699,2.7468,2.7468
700,2.7468,2.7468
701,2.7468,2.7468
702,2.7468,2.7468
703,2.7468,2.7468
704,2.77442,2.77442
705,2.77442,2.77442
706,2.77442,2.77442
707,2.77442,2.77442
708,2.77442,2.77442
709,2.87534,2.87534
710,2.87534,2.87534
711,2.87534,2.87534
712,2.87534,2.87534
713,2.87534,2.87534
714,2.92292,2.92292
715,2.92292,2.92292
716,2.98894,2.98894
717,2.98894,2.98894
718,2.98894,2.98894
719,2.98894,2.98894
720,2.98894,2.98894
721,2.98894,2.98894
722,2.98894,2.98894
723,3.07917,3.07917
724,3.07917,3.07917
725,3.07917,3.07917
726,3.07917,3.07917
727,3.07917,3.07917
728,3.07917,3.07917
729,3.07917,3.07917
730,3.07917,3.07917
731,3.20401,-3.07917
732,3.20401,-3.07917
733,3.20401,-3.07917
734,3.20401,-3.07917
735,3.20401,-3.07917
736,3.20401,-3.07917
737,3.20401,-3.07917
738,3.20401,-3.07917
739,3.23654,-3.04664
740,3.23654,-3.04664
741,3.23654,-3.04664
742,3.23654,-3.04664
743,3.23654,-3.04664
744,3.23654,-3.04664
745,3.23654,-3.04664
746,3.23654,-3.04664
747,3.23654,-3.04664
748,3.23654,-3.04664
749,3.23654,-3.04664
750,3.23654,-3.04664
751,3.23654,-3.04664
752,3.04192,3.04192
753,3.04192,3.04192
754,3.04192,3.04192
755,3.04192,3.04192
756,3.04192,3.04192
757,3.04192,3.04192
758,3.04192,3.04192
759,3.24126,-3.04192
760,3.24126,-3.04192
761,3.24126,-3.04192
762,3.24126,-3.04192
763,3.24126,-3.04192
764,3.5221,-2.76109
765,3.5221,-2.76109
766,3.70019,-2.58299
767,3.70019,-2.58299
768,3.70019,-2.58299
769,3.70019,-2.58299
770,3.76184,-2.52134
771,3.76184,-2.52134
772,3.76184,-2.52134
773,3.76184,-2.52134
774,4.06889,-2.2143
775,4.06889,-2.2143
776,4.06889,-2.2143
777,4.06889,-2.2143
778,3.22473,-3.05845
779,3.22473,-3.05845
780,3.22473,-3.05845
781,3.22473,-3.05845
782,3.22473,-3.05845
783,3.22473,-3.05845
784,3.07029,3.07029
785,3.07029,3.07029
786,3.07029,3.07029
787,3.07029,3.07029
788,3.07029,3.07029
789,3.07029,3.07029
790,3.07029,3.07029
791,3.07029,3.07029
792,3.07029,3.07029
793,3.07029,3.07029
794,3.07029,3.07029
795,3.07029,3.07029
796,3.07029,3.07029
797,3.07029,3.07029
798,3.2129,-3.07029
799,3.2129,-3.07029
800,3.2129,-3.07029
801,3.2129,-3.07029
802,3.2129,-3.07029
803,3.2129,-3.07029
804,3.2129,-3.07029
805,3.22142,-3.06176
806,3.22142,-3.06176
807,3.22142,-3.06176
808,3.22142,-3.06176
809,3.22142,-3.06176
810,3.22142,-3.06176
811,3.22142,-3.06176
812,3.22142,-3.06176
813,3.22142,-3.06176
814,3.22142,-3.06176
815,3.22142,-3.06176
816,3.22142,-3.06176
