n,tangent,t2
0,0.674741,0.674741
1,0.674741,0.674741
2,0.674741,0.674741
3,0.674741,0.674741
4,0.674741,0.674741
5,0.674741,0.674741
6,0.674741,0.674741
7,0.896055,0.896055
8,0.896055,0.896055
9,0.896055,0.896055
10,1.05165,1.05165
11,1.05165,1.05165
12,1.05165,1.05165
13,1.1659,1.1659
14,1.1659,1.1659
15,1.1659,1.1659
16,1.4289,1.4289
17,1.4289,1.4289
18,1.4289,1.4289
19,1.4289,1.4289
20,1.71269,1.71269
21,1.71269,1.71269
22,1.71269,1.71269
23,1.78189,1.78189
24,1.78189,1.78189
25,1.78189,1.78189
26,1.78189,1.78189
27,1.78189,1.78189
28,1.78189,1.78189
29,1.78189,1.78189
30,1.78189,1.78189
31,1.78189,1.78189
32,1.75065,1.75065
33,1.75065,1.75065
34,1.75065,1.75065
35,1.63322,1.63322
36,1.63322,1.63322
37,1.63322,1.63322
38,1.63322,1.63322
39,1.63322,1.63322
40,1.63322,1.63322
41,1.63322,1.63322
42,1.63322,1.63322
43,1.63322,1.63322
44,1.63322,1.63322
45,1.63322,1.63322
46,1.63322,1.63322
47,1.63322,1.63322
48,1.63322,1.63322
49,1.63322,1.63322
50,1.63322,1.63322
51,1.72345,1.72345
52,1.72345,1.72345
53,1.72345,1.72345
54,1.72345,1.72345
55,1.74547,1.74547
56,1.74547,1.74547
57,1.74547,1.74547
58,1.74547,1.74547
59,1.74547,1.74547
60,1.74547,1.74547
61,1.74547,1.74547
62,1.74547,1.74547
63,1.74547,1.74547
64,1.74547,1.74547
65,1.65063,1.65063
66,1.65063,1.65063
67,1.65063,1.65063
68,1.65063,1.65063
69,1.65063,1.65063
70,1.65063,1.65063
71,1.65063,1.65063
72,1.65063,1.65063
73,1.65063,1.65063
74,1.65063,1.65063
75,1.65063,1.65063
76,1.65063,1.65063
77,1.65063,1.65063
78,1.63965,1.63965
79,1.63965,1.63965
80,1.63965,1.63965
81,1.63965,1.63965
82,1.63965,1.63965
83,1.63965,1.63965
84,1.63965,1.63965
85,1.63965,1.63965
86,1.63965,1.63965
87,1.63965,1.63965
88,1.63965,1.63965
89,1.63965,1.63965
90,1.63965,1.63965
91,1.63965,1.63965
92,1.63965,1.63965
93,1.58618,1.58618
94,1.58618,1.58618
95,1.58618,1.58618
96,1.58618,1.58618
97,1.58618,1.58618
98,1.58618,1.58618
99,1.58618,1.58618
100,1.58618,1.58618
101,1.58618,1.58618
102,1.58618,1.58618
103,1.58618,1.58618
104,1.58618,1.58618
105,1.58618,1.58618
106,1.58618,1.58618
107,1.58618,1.58618
108,1.58618,1.58618
109,1.58618,1.58618
110,1.58618,1.58618
111,1.58618,1.58618
112,1.58618,1.58618
113,1.58618,1.58618
114,1.58618,1.58618
115,1.58618,1.58618
116,1.58618,1.58618
117,1.58618,1.58618
118,1.58618,1.58618
119,1.58618,1.58618
120,1.58618,1.58618
121,1.58618,1.58618
122,1.58618,1.58618
123,1.58618,1.58618
124,1.58618,1.58618
125,1.58618,1.58618
126,1.58618,1.58618
127,1.58618,1.58618
128,1.58618,1.58618
129,1.58618,1.58618
130,1.58618,1.58618
131,1.58618,1.58618
132,1.58618,1.58618
133,1.58618,1.58618
134,1.58618,1.58618
135,1.58618,1.58618
136,1.58618,1.58618
137,1.58618,1.58618
138,1.58618,1.58618
139,1.58618,1.58618
140,1.58618,1.58618
141,1.58618,1.58618
142,1.58618,1.58618
143,1.58618,1.58618
144,1.58618,1.58618
145,1.58618,1.58618
146,1.58618,1.58618
147,1.58618,1.58618
148,1.58618,1.58618
149,1.58618,1.58618
150,1.58618,1.58618
151,1.58618,1.58618
152,1.58618,1.58618
153,1.58618,1.58618
154,1.58618,1.58618
155,1.58618,1.58618
156,1.58618,1.58618
157,1.58618,1.58618
158,1.58618,1.58618
159,1.58618,1.58618
160,1.58618,1.58618
161,1.58618,1.58618
162,1.50423,1.50423
163,1.50423,1.50423
164,1.50423,1.50423
165,1.50423,1.50423
166,1.50423,1.50423
167,1.50423,1.50423
168,1.50423,1.50423
169,1.50423,1.50423
170,1.50423,1.50423
171,1.50423,1.50423
172,1.50423,1.50423
173,1.50423,1.50423
174,1.63736,1.63736
175,1.63736,1.63736
176,1.63736,1.63736
177,1.63736,1.63736
178,1.63736,1.63736
179,1.63736,1.63736
180,1.63736,1.63736
181,1.66575,1.66575
182,1.66575,1.66575
183,1.66575,1.66575
184,1.66575,1.66575
185,1.66575,1.66575
186,1.66575,1.66575
187,1.66575,1.66575
188,1.66575,1.66575
189,1.66575,1.66575
190,1.66575,1.66575
191,1.66575,1.66575
192,1.66575,1.66575
193,1.63736,1.63736
194,1.63736,1.63736
195,1.63736,1.63736
196,1.63736,1.63736
197,1.63736,1.63736
198,1.63736,1.63736
199,1.63736,1.63736
200,1.63736,1.63736
201,1.50423,1.50423
202,1.50423,1.50423
203,1.50423,1.50423
204,1.50423,1.50423
205,1.50423,1.50423
206,1.50423,1.50423
207,1.50423,1.50423
208,1.48406,1.48406
209,1.48406,1.48406
210,1.48406,1.48406
211,1.48406,1.48406
212,1.48406,1.48406
213,1.48406,1.48406
214,1.48406,1.48406
215,1.48406,1.48406
216,1.48406,1.48406
217,1.48406,1.48406
218,1.48406,1.48406
219,1.48406,1.48406
220,1.19029,1.19029
221,1.19029,1.19029
222,1.03038,1.03038
223,0.851966,0.851966
224,0.851966,0.851966
225,0.851966,0.851966
226,0.851966,0.851966
227,0.851966,0.851966
228,0.851966,0.851966
229,0.71883,0.71883
230,0.71883,0.71883
231,0.71883,0.71883
232,0.71883,0.71883
233,0.71883,0.71883
234,0.71883,0.71883
235,0.507099,0.507099
236,0.507099,0.507099
237,0.507099,0.507099
238,0.507099,0.507099
239,0.507099,0.507099
240,0.418224,0.418224
241,0.418224,0.418224
242,0.418224,0.418224
243,0.418224,0.418224
244,0.211093,0.211093
245,0.211093,0.211093
246,0.211093,0.211093
247,0.211093,0.211093
248,0.211093,0.211093
249,0.211093,0.211093
250,0.211093,0.211093
251,0.211093,0.211093
252,0.211093,0.211093
253,0.211093,0.211093
254,0.211093,0.211093
255,0.211093,0.211093
256,0.211093,0.211093
257,0.211093,0.211093
258,0.211093,0.211093
259,0.211093,0.211093
260,0.211093,0.211093
261,0.211093,0.211093
262,0.211093,0.211093
263,0.211093,0.211093
264,0.211093,0.211093
265,0.211093,0.211093
266,0.211093,0.211093
267,0.211093,0.211093
268,0.211093,0.211093
269,0.211093,0.211093
270,0.211093,0.211093
271,0.266252,0.266252
272,0.266252,0.266252
273,0.266252,0.266252
274,0.266252,0.266252
275,0.266252,0.266252
276,0.266252,0.266252
277,0.266252,0.266252
278,0.266252,0.266252
279,0.218669,0.218669
280,0.218669,0.218669
281,0.218669,0.218669
282,0.218669,0.218669
283,0.218669,0.218669
284,0.218669,0.218669
285,0.218669,0.218669
286,0.291457,0.291457
287,0.291457,0.291457
288,0.291457,0.291457
289,0.291457,0.291457
290,0.291457,0.291457
291,0.291457,0.291457
292,0.291457,0.291457
293,0.291457,0.291457
294,0.291457,0.291457
295,0.218669,0.218669
