n,tangent,t2
0,4.83674,-1.44644
1,4.83674,-1.44644
2,4.83674,-1.44644
3,4.83674,-1.44644
4,4.83674,-1.44644
5,4.83674,-1.44644
6,4.83674,-1.44644
7,4.83674,-1.44644
8,4.83674,-1.44644
9,4.86504,-1.41815
10,4.86504,-1.41815
11,4.86504,-1.41815
12,4.86504,-1.41815
13,4.86504,-1.41815
14,4.86504,-1.41815
15,4.86504,-1.41815
16,4.93106,-1.35213
17,4.93106,-1.35213
18,4.93106,-1.35213
19,4.97864,-1.30454
20,4.97864,-1.30454
21,5.00385,-1.27934
22,5.00385,-1.27934
23,5.00385,-1.27934
24,5.00385,-1.27934
25,5.06116,-1.22203
26,5.06116,-1.22203
27,5.06116,-1.22203
28,5.06116,-1.22203
29,5.07956,-1.20362
30,5.07956,-1.20362
31,5.07956,-1.20362
32,5.07956,-1.20362
33,5.10718,-1.17601
34,5.10718,-1.17601
35,5.10718,-1.17601
36,5.14902,-1.13417
37,5.14902,-1.13417
38,5.14902,-1.13417
39,5.14902,-1.13417
40,5.14902,-1.13417
41,5.14902,-1.13417
42,5.14902,-1.13417
43,5.14902,-1.13417
44,5.14902,-1.13417
45,5.20235,-1.08084
46,5.20235,-1.08084
47,5.20235,-1.08084
48,5.20235,-1.08084
49,5.20235,-1.08084
50,5.20235,-1.08084
51,5.20235,-1.08084
52,5.20235,-1.08084
53,5.20235,-1.08084
54,5.27912,-1.00407
55,5.27912,-1.00407
56,5.27912,-1.00407
57,5.27912,-1.00407
58,5.27912,-1.00407
59,5.32311,-0.96007
60,5.32311,-0.96007
61,5.32311,-0.96007
62,5.32311,-0.96007
63,5.32311,-0.96007
64,5.34514,-0.938047
65,5.34514,-0.938047
66,5.34514,-0.938047
67,5.34514,-0.938047
68,5.34514,-0.938047
69,5.34514,-0.938047
70,5.34514,-0.938047
71,5.36808,-0.915101
72,5.36808,-0.915101
73,5.36808,-0.915101
74,5.36808,-0.915101
75,5.36808,-0.915101
76,5.36808,-0.915101
77,5.36808,-0.915101
78,5.45781,-0.825377
79,5.45781,-0.825377
80,5.45781,-0.825377
81,5.45781,-0.825377
82,5.45781,-0.825377
83,5.45781,-0.825377
84,5.45781,-0.825377
85,5.45781,-0.825377
86,5.45781,-0.825377
87,5.45781,-0.825377
88,5.45781,-0.825377
89,5.53777,-0.745419
90,5.53777,-0.745419
91,5.53777,-0.745419
92,5.53777,-0.745419
93,5.53777,-0.745419
94,5.53777,-0.745419
95,5.53777,-0.745419
96,5.53777,-0.745419
97,5.53777,-0.745419
98,5.53777,-0.745419
99,5.53777,-0.745419
100,5.62214,-0.661043
101,5.62214,-0.661043
102,5.62214,-0.661043
103,5.62214,-0.661043
104,5.65439,-0.628796
105,5.65439,-0.628796
106,5.65439,-0.628796
107,5.67764,-0.605545
108,5.67764,-0.605545
109,5.67764,-0.605545
110,5.67764,-0.605545
111,5.67764,-0.605545
112,5.67764,-0.605545
113,5.67764,-0.605545
114,5.67764,-0.605545
115,5.71185,-0.571337
116,5.71185,-0.571337
117,5.71185,-0.571337
118,5.71185,-0.571337
119,5.71185,-0.571337
120,5.71185,-0.571337
