n,tangent,t2
0,5.27099,-1.0122
1,5.27099,-1.0122
2,5.27099,-1.0122
3,5.27099,-1.0122
4,5.27099,-1.0122
5,5.27099,-1.0122
6,5.27099,-1.0122
7,5.27099,-1.0122
8,5.27099,-1.0122
9,5.27099,-1.0122
10,5.27099,-1.0122
11,5.23154,-1.05165
12,5.23154,-1.05165
13,5.23154,-1.05165
14,5.11728,-1.1659
15,5.11728,-1.1659
16,5.11728,-1.1659
17,5.11728,-1.1659
18,5.11728,-1.1659
19,5.11728,-1.1659
20,5.11728,-1.1659
21,5.11728,-1.1659
22,5.27099,-1.0122
23,5.27099,-1.0122
24,5.27099,-1.0122
25,5.27099,-1.0122
26,5.27099,-1.0122
27,5.27099,-1.0122
28,5.27099,-1.0122
29,5.69518,-0.588003
30,5.69518,-0.588003
31,5.69518,-0.588003
32,5.0929,-1.19029
33,5.0929,-1.19029
34,5.0929,-1.19029
35,4.81206,-1.47113
36,4.81206,-1.47113
37,4.81206,-1.47113
38,4.81206,-1.47113
39,4.81206,-1.47113
40,4.61272,-1.67046
41,4.61272,-1.67046
42,4.61272,-1.67046
43,4.61272,-1.67046
44,4.61272,-1.67046
45,4.59528,-1.68791
46,4.59528,-1.68791
47,4.59528,-1.68791
48,4.59528,-1.68791
49,4.59528,-1.68791
50,4.59528,-1.68791
51,4.59528,-1.68791
52,4.59528,-1.68791
53,4.59528,-1.68791
54,4.42093,-1.86225
55,4.42093,-1.86225
56,4.42093,-1.86225
57,4.42093,-1.86225
58,4.36362,-1.91957
59,4.36362,-1.91957
60,4.36362,-1.91957
61,4.36362,-1.91957
62,4.34522,-1.93797
63,4.34522,-1.93797
64,4.34522,-1.93797
65,4.34522,-1.93797
66,4.34522,-1.93797
67,4.34522,-1.93797
68,4.34522,-1.93797
69,4.34522,-1.93797
70,4.34522,-1.93797
71,4.34522,-1.93797
72,4.34522,-1.93797
73,4.53254,-1.75065
74,4.53254,-1.75065
75,4.53254,-1.75065
76,4.53254,-1.75065
