n,tangent,t2
0,4.93106,-1.35213
1,4.93106,-1.35213
2,4.93106,-1.35213
3,4.93106,-1.35213
4,4.93106,-1.35213
5,4.93106,-1.35213
6,4.93106,-1.35213
7,4.93106,-1.35213
8,4.93106,-1.35213
9,4.93106,-1.35213
10,4.93106,-1.35213
11,4.93106,-1.35213
12,4.93106,-1.35213
13,4.93106,-1.35213
14,4.93106,-1.35213
15,5.0929,-1.19029
16,5.0929,-1.19029
17,5.0929,-1.19029
18,5.0929,-1.19029
19,4.92645,-1.35674
20,4.92645,-1.35674
21,4.92645,-1.35674
22,4.92645,-1.35674
23,4.92645,-1.35674
24,4.92645,-1.35674
25,4.92645,-1.35674
26,4.92645,-1.35674
27,4.92645,-1.35674
28,4.92645,-1.35674
29,4.92645,-1.35674
30,4.92645,-1.35674
31,4.92645,-1.35674
32,4.92645,-1.35674
33,4.92645,-1.35674
34,4.92645,-1.35674
35,4.92645,-1.35674
36,4.92645,-1.35674
37,4.92645,-1.35674
38,4.88706,-1.39612
39,4.88706,-1.39612
40,4.88706,-1.39612
41,4.88706,-1.39612
42,4.88706,-1.39612
43,4.88706,-1.39612
44,4.88706,-1.39612
45,4.86504,-1.41815
46,4.86504,-1.41815
47,4.86504,-1.41815
48,4.82305,-1.46014
49,4.82305,-1.46014
50,4.82305,-1.46014
51,4.82305,-1.46014
52,4.82305,-1.46014
53,4.82305,-1.46014
54,4.82305,-1.46014
55,4.82305,-1.46014
56,4.82305,-1.46014
57,4.86504,-1.41815
58,4.86504,-1.41815
59,4.86504,-1.41815
60,4.86504,-1.41815
61,4.86504,-1.41815
62,4.86504,-1.41815
63,4.86504,-1.41815
64,4.86504,-1.41815
65,4.86504,-1.41815
66,4.86504,-1.41815
67,4.86504,-1.41815
68,4.86504,-1.41815
69,4.86504,-1.41815
70,4.86504,-1.41815
71,4.86504,-1.41815
72,4.89224,-1.39094
73,4.89224,-1.39094
74,4.89224,-1.39094
75,4.89224,-1.39094
76,4.89224,-1.39094
77,4.89224,-1.39094
78,4.99844,-1.28474
79,4.99844,-1.28474
80,4.99844,-1.28474
81,4.99844,-1.28474
82,4.99844,-1.28474
83,4.99844,-1.28474
84,4.99844,-1.28474
85,4.99844,-1.28474
86,4.99844,-1.28474
87,4.99844,-1.28474
88,4.99844,-1.28474
89,4.99844,-1.28474
90,4.99844,-1.28474
91,4.99844,-1.28474
92,4.99844,-1.28474
93,4.99844,-1.28474
94,4.99844,-1.28474
95,4.99844,-1.28474
96,4.87754,-1.40565
97,4.87754,-1.40565
98,4.87754,-1.40565
99,4.87754,-1.40565
100,4.87754,-1.40565
101,4.87754,-1.40565
102,4.99069,-1.2925
103,4.99069,-1.2925
104,5.07116,-1.21203
105,5.07116,-1.21203
106,5.07116,-1.21203
107,5.07116,-1.21203
108,5.25281,-1.03038
109,5.37343,-0.909753
110,5.37343,-0.909753
111,5.37343,-0.909753
112,5.37343,-0.909753
113,5.37343,-0.909753
114,5.37343,-0.909753
115,5.37343,-0.909753
116,5.42102,-0.86217
117,5.42102,-0.86217
118,5.42102,-0.86217
119,5.42102,-0.86217
120,5.42102,-0.86217
121,5.57456,-0.708626
122,5.57456,-0.708626
123,5.57456,-0.708626
124,5.57456,-0.708626
125,5.57456,-0.708626
126,5.66294,-0.620249
127,5.66294,-0.620249
128,5.66294,-0.620249
129,5.66294,-0.620249
130,5.66294,-0.620249
131,5.66294,-0.620249
132,5.66294,-0.620249
133,5.60844,-0.674741
134,5.60844,-0.674741
135,5.60844,-0.674741
136,5.60844,-0.674741
137,5.60844,-0.674741
138,5.60844,-0.674741
139,5.60844,-0.674741
140,5.78384,-0.499347
141,5.78384,-0.499347
142,5.78384,-0.499347
143,5.78384,-0.499347
144,5.78384,-0.499347
145,5.78384,-0.499347
146,5.78384,-0.499347
147,5.78384,-0.499347
148,5.78384,-0.499347
149,5.78384,-0.499347
150,5.78384,-0.499347
151,5.78384,-0.499347
152,5.78384,-0.499347
153,5.78384,-0.499347
154,5.72459,-0.558599
155,5.72459,-0.558599
156,5.72459,-0.558599
157,5.66294,-0.620249
158,5.66294,-0.620249
159,5.66294,-0.620249
160,5.66294,-0.620249
161,5.66294,-0.620249
162,5.66294,-0.620249
163,5.66294,-0.620249
164,5.66294,-0.620249
165,5.66294,-0.620249
166,5.66294,-0.620249
167,5.66294,-0.620249
168,5.66294,-0.620249
169,6.00489,-0.2783
170,6.00489,-0.2783
171,6.00489,-0.2783
172,6.00489,-0.2783
173,6.13054,-0.152649
174,6.13054,-0.152649
175,6.13054,-0.152649
176,6.13054,-0.152649
177,6.13054,-0.152649
178,6.13054,-0.152649
179,6.13054,-0.152649
180,6.20641,-0.0767719
181,6.20641,-0.0767719
182,6.20641,-0.0767719
183,6.20641,-0.0767719
184,6.20641,-0.0767719
185,6.20641,-0.0767719
186,6.20641,-0.0767719
187,0.0767719,0.0767719
188,0.0767719,0.0767719
189,0.0767719,0.0767719
190,0.0767719,0.0767719
191,0.0767719,0.0767719
192,0.0767719,0.0767719
193,0.418224,0.418224
194,0.418224,0.418224
195,0.418224,0.418224
196,0.418224,0.418224
197,0.418224,0.418224
198,0.418224,0.418224
199,0.418224,0.418224
200,0.418224,0.418224
201,0.418224,0.418224
202,0.418224,0.418224
203,0.394791,0.394791
204,0.394791,0.394791
205,0.394791,0.394791
206,0.394791,0.394791
207,0.394791,0.394791
208,0.394791,0.394791
209,0.394791,0.394791
210,0.266252,0.266252
211,0.266252,0.266252
212,0.266252,0.266252
213,0.266252,0.266252
214,0.266252,0.266252
215,0.266252,0.266252
216,0.266252,0.266252
217,0.266252,0.266252
218,0.266252,0.266252
219,0.266252,0.266252
220,0.266252,0.266252
221,0.266252,0.266252
222,0.218669,0.218669
223,0.218669,0.218669
224,0.0454233,0.0454233
225,0.0454233,0.0454233
226,0.0454233,0.0454233
227,0.0454233,0.0454233
228,0.0454233,0.0454233
229,0.0454233,0.0454233
230,0.0454233,0.0454233
231,0.0454233,0.0454233
232,0.0454233,0.0454233
233,0.0454233,0.0454233
234,0.0454233,0.0454233
235,0.0454233,0.0454233
236,0.0454233,0.0454233
237,0.0454233,0.0454233
238,0.0454233,0.0454233
239,0.0454233,0.0454233
240,0.0454233,0.0454233
241,0.0454233,0.0454233
242,0.0454233,0.0454233
243,0.0454233,0.0454233
244,0.0454233,0.0454233
245,0.0454233,0.0454233
246,0.432408,0.432408
247,0.432408,0.432408
248,0.432408,0.432408
249,0.432408,0.432408
250,0.432408,0.432408
251,0.432408,0.432408
252,0.432408,0.432408
253,0.432408,0.432408
254,0.432408,0.432408
255,0.432408,0.432408
256,0.432408,0.432408
257,0.432408,0.432408
258,0.432408,0.432408
259,0.432408,0.432408
260,0.432408,0.432408
261,0.927295,0.927295
262,0.927295,0.927295
263,0.927295,0.927295
264,0.927295,0.927295
265,0.927295,0.927295
266,0.927295,0.927295
267,0.927295,0.927295
268,0.927295,0.927295
269,0.927295,0.927295
270,0.927295,0.927295
271,0.927295,0.927295
272,0.927295,0.927295
273,0.927295,0.927295
274,0.927295,0.927295
275,1.03038,1.03038
276,1.03038,1.03038
277,1.21203,1.21203
278,1.21203,1.21203
279,1.21203,1.21203
280,1.2925,1.2925
281,1.2925,1.2925
282,1.46014,1.46014
283,1.46014,1.46014
284,1.46014,1.46014
285,1.46014,1.46014
286,1.46014,1.46014
287,1.68145,1.68145
288,1.68145,1.68145
289,1.68145,1.68145
290,1.68145,1.68145
291,1.72345,1.72345
292,1.72345,1.72345
293,1.72345,1.72345
294,1.72345,1.72345
295,1.72345,1.72345
296,1.72345,1.72345
297,1.72345,1.72345
298,1.72345,1.72345
299,1.69515,1.69515
300,1.69515,1.69515
301,1.69515,1.69515
302,1.69515,1.69515
303,1.44644,1.44644
304,1.44644,1.44644
305,1.44644,1.44644
306,1.44644,1.44644
307,1.39094,1.39094
308,1.39094,1.39094
309,1.39094,1.39094
310,1.39094,1.39094
311,1.39094,1.39094
312,1.39094,1.39094
313,1.27934,1.27934
314,1.27934,1.27934
315,1.27934,1.27934
316,1.27934,1.27934
317,1.22203,1.22203
318,1.22203,1.22203
319,1.22203,1.22203
320,1.22203,1.22203
321,1.14417,1.14417
322,1.14417,1.14417
323,1.14417,1.14417
324,1.14417,1.14417
325,1.14417,1.14417
326,1.14417,1.14417
