n,tangent,t2
0,0.758378,0.758378
1,0.758378,0.758378
2,0.758378,0.758378
3,0.758378,0.758378
4,0.758378,0.758378
5,0.758378,0.758378
6,0.758378,0.758378
7,0.758378,0.758378
8,0.758378,0.758378
9,0.758378,0.758378
10,0.758378,0.758378
11,0.758378,0.758378
12,0.758378,0.758378
13,0.758378,0.758378
14,0.758378,0.758378
15,0.758378,0.758378
16,0.758378,0.758378
17,0.758378,0.758378
18,0.758378,0.758378
19,0.758378,0.758378
20,0.758378,0.758378
21,0.758378,0.758378
22,0.758378,0.758378
23,0.758378,0.758378
24,0.758378,0.758378
25,0.758378,0.758378
26,0.758378,0.758378
27,0.758378,0.758378
28,0.758378,0.758378
29,0.758378,0.758378
30,0.758378,0.758378
31,0.758378,0.758378
32,0.758378,0.758378
33,0.758378,0.758378
34,0.758378,0.758378
35,0.758378,0.758378
36,0.758378,0.758378
37,0.758378,0.758378
38,0.758378,0.758378
39,0.714091,0.714091
40,0.714091,0.714091
41,0.714091,0.714091
42,0.714091,0.714091
43,0.714091,0.714091
44,0.714091,0.714091
45,0.714091,0.714091
46,0.714091,0.714091
47,0.714091,0.714091
48,0.714091,0.714091
49,0.714091,0.714091
50,0.714091,0.714091
51,0.714091,0.714091
52,0.68573,0.68573
53,0.68573,0.68573
54,0.68573,0.68573
55,0.68573,0.68573
56,0.68573,0.68573
57,0.665969,0.665969
58,0.665969,0.665969
59,0.665969,0.665969
60,0.665969,0.665969
61,0.665969,0.665969
62,0.665969,0.665969
63,0.665969,0.665969
64,0.665969,0.665969
65,0.665969,0.665969
66,0.665969,0.665969
67,0.665969,0.665969
68,0.321751,0.321751
69,0.321751,0.321751
70,0.321751,0.321751
71,0.745419,0.745419
72,0.745419,0.745419
73,0.745419,0.745419
74,0.745419,0.745419
75,0.745419,0.745419
76,0.745419,0.745419
77,0.745419,0.745419
78,0.745419,0.745419
79,0.745419,0.745419
80,0.745419,0.745419
81,0.745419,0.745419
82,0.745419,0.745419
83,0.745419,0.745419
84,0.745419,0.745419
85,0.745419,0.745419
86,0.745419,0.745419
87,0.745419,0.745419
88,0.745419,0.745419
89,0.745419,0.745419
90,0.745419,0.745419
91,0.745419,0.745419
92,0.745419,0.745419
93,0.745419,0.745419
94,0.655696,0.655696
95,0.655696,0.655696
96,0.655696,0.655696
97,0.655696,0.655696
98,0.655696,0.655696
99,0.655696,0.655696
100,0.655696,0.655696
101,0.632749,0.632749
102,0.632749,0.632749
103,0.632749,0.632749
