n,tangent,t2
0,4.77896,-1.50423
1,4.77896,-1.50423
2,4.77896,-1.50423
3,4.77896,-1.50423
4,4.77896,-1.50423
5,4.77896,-1.50423
6,4.77896,-1.50423
7,4.77896,-1.50423
8,4.77896,-1.50423
9,4.77896,-1.50423
10,4.77896,-1.50423
11,4.77896,-1.50423
12,4.77896,-1.50423
13,4.77896,-1.50423
14,4.77896,-1.50423
15,4.77896,-1.50423
16,4.77896,-1.50423
17,4.77896,-1.50423
18,4.77896,-1.50423
19,4.77896,-1.50423
20,4.77896,-1.50423
21,4.77896,-1.50423
22,4.77896,-1.50423
23,5.0929,-1.19029
24,5.0929,-1.19029
25,5.25281,-1.03038
26,5.25281,-1.03038
27,5.63968,-0.643501
28,5.63968,-0.643501
29,5.63968,-0.643501
30,5.63968,-0.643501
31,5.63968,-0.643501
32,5.63968,-0.643501
33,5.63968,-0.643501
34,5.63968,-0.643501
35,6.03821,-0.244979
36,6.03821,-0.244979
37,6.03821,-0.244979
38,6.03821,-0.244979
39,5.69518,-0.588003
40,5.69518,-0.588003
41,5.69518,-0.588003
42,5.69518,-0.588003
43,5.69518,-0.588003
44,5.69518,-0.588003
45,5.69518,-0.588003
46,5.69518,-0.588003
47,5.69518,-0.588003
48,5.69518,-0.588003
49,5.03414,-1.24905
50,5.03414,-1.24905
51,5.03414,-1.24905
52,5.03414,-1.24905
53,0.708626,0.708626
54,0.708626,0.708626
55,0.708626,0.708626
56,0.708626,0.708626
57,0.708626,0.708626
58,0.708626,0.708626
59,0.708626,0.708626
60,0.708626,0.708626
61,0.708626,0.708626
62,0.708626,0.708626
63,0.708626,0.708626
64,0.708626,0.708626
65,0.708626,0.708626
66,0.708626,0.708626
67,0.708626,0.708626
68,5.49779,-0.785398
69,3.92699,-2.35619
70,3.92699,-2.35619
71,5.17604,-1.10715
72,5.17604,-1.10715
73,4.00376,-2.27942
74,4.00376,-2.27942
75,4.00376,-2.27942
76,4.00376,-2.27942
77,4.00376,-2.27942
78,4.00376,-2.27942
79,4.00376,-2.27942
80,4.00376,-2.27942
81,4.00376,-2.27942
82,4.00376,-2.27942
83,4.00376,-2.27942
84,4.00376,-2.27942
85,4.09214,-2.19105
86,4.09214,-2.19105
87,4.09214,-2.19105
88,4.15379,-2.1294
89,4.15379,-2.1294
90,4.21304,-2.07014
91,4.21304,-2.07014
92,4.21304,-2.07014
93,4.21304,-2.07014
94,4.21304,-2.07014
95,4.21304,-2.07014
96,4.28576,-1.99742
97,4.28576,-1.99742
98,4.28576,-1.99742
99,4.28576,-1.99742
100,4.28576,-1.99742
101,4.28576,-1.99742
102,4.35362,-1.92957
103,4.35362,-1.92957
104,4.43409,-1.8491
105,4.43409,-1.8491
106,4.53254,-1.75065
107,4.53254,-1.75065
108,4.53254,-1.75065
109,4.53254,-1.75065
110,4.53254,-1.75065
111,4.53254,-1.75065
112,4.60751,-1.67567
113,4.60751,-1.67567
114,4.60751,-1.67567
115,4.60751,-1.67567
116,4.60751,-1.67567
117,4.60751,-1.67567
118,4.60751,-1.67567
119,4.60751,-1.67567
120,4.60751,-1.67567
121,4.60751,-1.67567
122,4.63562,-1.64757
123,4.63562,-1.64757
124,4.63562,-1.64757
125,4.63562,-1.64757
126,4.63562,-1.64757
127,4.63562,-1.64757
128,4.63562,-1.64757
129,4.79222,-1.49097
130,4.79222,-1.49097
131,4.79222,-1.49097
132,4.79222,-1.49097
133,4.79222,-1.49097
134,4.79222,-1.49097
135,4.79222,-1.49097
136,4.79222,-1.49097
137,4.79222,-1.49097
138,4.79222,-1.49097
139,4.79222,-1.49097
140,4.79222,-1.49097
141,4.79222,-1.49097
142,4.79222,-1.49097
143,4.79222,-1.49097
144,4.79222,-1.49097
145,4.79222,-1.49097
146,4.79222,-1.49097
147,4.79222,-1.49097
148,4.99069,-1.2925
149,4.99069,-1.2925
150,4.99069,-1.2925
151,4.99069,-1.2925
152,4.99069,-1.2925
153,4.99069,-1.2925
154,4.24874,-2.03444
155,3.46334,-2.81984
156,3.46334,-2.81984
157,3.46334,-2.81984
158,3.7296,-2.55359
159,4.12439,-2.1588
160,4.53254,-1.75065
161,4.53254,-1.75065
162,4.53254,-1.75065
163,4.53254,-1.75065
164,4.53254,-1.75065
165,4.53254,-1.75065
166,4.60173,-1.68145
167,4.60173,-1.68145
168,4.60173,-1.68145
169,4.60173,-1.68145
170,4.60173,-1.68145
171,4.82305,-1.46014
172,4.82305,-1.46014
173,4.82305,-1.46014
174,4.82305,-1.46014
175,5.90268,-0.380506
176,5.90268,-0.380506
177,5.90268,-0.380506
178,6.11804,-0.165149
179,6.11804,-0.165149
180,6.11804,-0.165149
181,6.11804,-0.165149
182,6.11804,-0.165149
183,6.11804,-0.165149
184,5.69518,-0.588003
185,5.30039,-0.982794
186,5.0929,-1.19029
187,5.0929,-1.19029
188,5.0929,-1.19029
189,5.0929,-1.19029
190,5.0929,-1.19029
191,5.0929,-1.19029
192,5.0929,-1.19029
193,5.0929,-1.19029
194,5.0929,-1.19029
195,5.0929,-1.19029
196,5.0929,-1.19029
197,5.0929,-1.19029
198,5.25281,-1.03038
199,5.25281,-1.03038
200,5.25281,-1.03038
