n,tangent,t2
0,5.30039,-0.982794
1,5.30039,-0.982794
2,5.30039,-0.982794
3,5.30039,-0.982794
4,5.30039,-0.982794
5,5.30039,-0.982794
6,5.30039,-0.982794
7,5.30039,-0.982794
8,4.80305,-1.48014
9,4.80305,-1.48014
10,4.80305,-1.48014
11,4.80305,-1.48014
12,4.80305,-1.48014
13,4.80305,-1.48014
14,4.62173,-1.66146
15,4.62173,-1.66146
16,4.62173,-1.66146
17,4.62173,-1.66146
18,4.62173,-1.66146
19,4.62173,-1.66146
20,4.62173,-1.66146
21,5.49779,-0.785398
22,5.49779,-0.785398
23,4.60173,-1.68145
24,4.60173,-1.68145
25,4.60173,-1.68145
26,4.60173,-1.68145
27,4.60173,-1.68145
28,4.60173,-1.68145
29,4.60173,-1.68145
30,4.60173,-1.68145
31,4.60173,-1.68145
32,4.60173,-1.68145
33,4.43409,-1.8491
34,4.43409,-1.8491
35,4.43409,-1.8491
36,4.43409,-1.8491
37,4.43409,-1.8491
38,4.64108,-1.6421
39,4.64108,-1.6421
40,4.64108,-1.6421
41,4.64108,-1.6421
42,4.64108,-1.6421
43,4.64108,-1.6421
44,4.64108,-1.6421
45,4.7837,-1.49949
46,4.7837,-1.49949
47,4.7837,-1.49949
48,4.7837,-1.49949
49,4.7837,-1.49949
50,4.7837,-1.49949
51,4.7837,-1.49949
52,4.89224,-1.39094
53,4.89224,-1.39094
54,4.89224,-1.39094
55,4.92348,-1.3597
56,4.92348,-1.3597
57,4.92348,-1.3597
58,4.92348,-1.3597
59,4.92348,-1.3597
60,4.92348,-1.3597
61,4.92348,-1.3597
62,4.92348,-1.3597
63,5.30039,-0.982794
64,5.30039,-0.982794
65,5.30039,-0.982794
66,5.0929,-1.19029
67,5.0929,-1.19029
68,5.0929,-1.19029
69,5.0929,-1.19029
70,5.0929,-1.19029
71,5.0929,-1.19029
72,5.0929,-1.19029
73,5.0929,-1.19029
74,5.0929,-1.19029
75,5.0929,-1.19029
76,5.0929,-1.19029
77,5.0929,-1.19029
78,5.25281,-1.03038
79,5.40713,-0.876058
80,5.40713,-0.876058
81,5.40713,-0.876058
82,5.40713,-0.876058
83,5.58845,-0.694738
84,5.58845,-0.694738
85,5.58845,-0.694738
86,5.58845,-0.694738
