n,tangent,t2
0,4.90978,-1.3734
1,4.90978,-1.3734
2,4.90978,-1.3734
3,4.90978,-1.3734
4,4.90978,-1.3734
5,4.90978,-1.3734
6,5.13061,-1.15257
7,5.13061,-1.15257
8,5.13061,-1.15257
9,5.13061,-1.15257
10,5.13061,-1.15257
11,5.21949,-1.0637
12,5.21949,-1.0637
13,5.21949,-1.0637
14,5.21949,-1.0637
15,5.21949,-1.0637
16,5.21949,-1.0637
17,5.21949,-1.0637
18,5.1248,-1.15839
19,5.1248,-1.15839
20,5.1248,-1.15839
21,5.1248,-1.15839
22,5.1248,-1.15839
23,5.1248,-1.15839
24,5.1248,-1.15839
25,5.1248,-1.15839
26,5.1248,-1.15839
27,5.1248,-1.15839
28,5.1248,-1.15839
29,5.1248,-1.15839
30,5.1248,-1.15839
31,5.13902,-1.14417
32,5.13902,-1.14417
33,5.13902,-1.14417
34,5.13902,-1.14417
35,5.13902,-1.14417
36,5.13902,-1.14417
37,5.13902,-1.14417
38,5.13902,-1.14417
39,5.13902,-1.14417
40,5.13902,-1.14417
41,5.13902,-1.14417
42,5.13902,-1.14417
43,5.13902,-1.14417
44,5.13902,-1.14417
45,5.13902,-1.14417
46,5.13902,-1.14417
47,5.13902,-1.14417
48,5.13902,-1.14417
49,5.13902,-1.14417
50,5.21174,-1.07145
51,5.21174,-1.07145
52,5.21174,-1.07145
53,5.21174,-1.07145
54,5.21174,-1.07145
55,5.21174,-1.07145
56,5.21174,-1.07145
57,5.21174,-1.07145
58,5.21174,-1.07145
59,5.21174,-1.07145
60,5.21174,-1.07145
61,5.21174,-1.07145
62,5.21174,-1.07145
63,5.21174,-1.07145
64,5.21174,-1.07145
65,5.21174,-1.07145
66,5.21174,-1.07145
67,5.21174,-1.07145
68,5.21174,-1.07145
69,5.21174,-1.07145
70,5.22478,-1.05841
71,5.22478,-1.05841
72,5.22478,-1.05841
73,5.22478,-1.05841
74,5.22478,-1.05841
75,5.22478,-1.05841
76,5.23718,-1.046
77,5.23718,-1.046
78,5.23718,-1.046
79,5.23718,-1.046
80,5.23718,-1.046
81,5.23718,-1.046
82,5.23718,-1.046
83,5.23718,-1.046
84,5.23718,-1.046
85,5.26404,-1.01914
86,5.26404,-1.01914
87,5.26404,-1.01914
88,5.26404,-1.01914
89,5.26404,-1.01914
90,5.26404,-1.01914
91,5.26404,-1.01914
92,5.33264,-0.950547
93,5.33264,-0.950547
94,5.40713,-0.876058
95,5.40713,-0.876058
96,5.40713,-0.876058
97,5.40713,-0.876058
98,5.58845,-0.694738
99,5.58845,-0.694738
100,5.58845,-0.694738
101,5.58845,-0.694738
102,5.76404,-0.519146
103,5.76404,-0.519146
104,5.76404,-0.519146
105,5.87829,-0.404892
106,5.87829,-0.404892
107,5.87829,-0.404892
108,6.21662,-0.0665682
109,6.21662,-0.0665682
110,6.21662,-0.0665682
111,6.21662,-0.0665682
112,6.21662,-0.0665682
113,6.21662,-0.0665682
114,6.21662,-0.0665682
115,6.21662,-0.0665682
116,6.21662,-0.0665682
117,6.21662,-0.0665682
