n,tangent,t2
0,4.95737,-1.32582
1,4.95737,-1.32582
2,4.95737,-1.32582
3,4.95737,-1.32582
4,4.95737,-1.32582
5,5.0929,-1.19029
6,5.0929,-1.19029
7,5.25281,-1.03038
8,5.38713,-0.896055
9,5.38713,-0.896055
10,5.38713,-0.896055
11,5.60844,-0.674741
12,5.60844,-0.674741
13,5.60844,-0.674741
14,5.60844,-0.674741
15,5.60844,-0.674741
16,5.0929,-1.19029
17,5.0929,-1.19029
18,5.0929,-1.19029
19,4.77481,-1.50838
20,4.77481,-1.50838
21,4.77481,-1.50838
22,4.77481,-1.50838
23,4.77481,-1.50838
24,4.77481,-1.50838
25,4.77481,-1.50838
26,4.77481,-1.50838
27,4.77481,-1.50838
28,4.77481,-1.50838
29,4.77481,-1.50838
30,4.77481,-1.50838
31,4.77481,-1.50838
32,4.77481,-1.50838
33,4.77481,-1.50838
34,4.77481,-1.50838
35,4.84792,-1.43527
36,4.84792,-1.43527
37,4.84792,-1.43527
38,4.84792,-1.43527
39,4.84792,-1.43527
40,4.84792,-1.43527
41,4.84792,-1.43527
42,4.84792,-1.43527
43,4.84792,-1.43527
44,4.84792,-1.43527
45,4.84792,-1.43527
46,4.84792,-1.43527
47,4.84792,-1.43527
48,4.84792,-1.43527
49,4.84792,-1.43527
50,4.84792,-1.43527
51,5.30039,-0.982794
52,5.30039,-0.982794
53,5.30039,-0.982794
54,4.95737,-1.32582
55,4.95737,-1.32582
56,4.95737,-1.32582
57,4.95737,-1.32582
58,5.13061,-1.15257
59,5.13061,-1.15257
60,5.13061,-1.15257
61,5.13061,-1.15257
62,5.13061,-1.15257
63,5.21949,-1.0637
64,5.21949,-1.0637
65,5.21949,-1.0637
66,5.21949,-1.0637
67,5.27099,-1.0122
68,5.27099,-1.0122
69,5.27099,-1.0122
70,5.33264,-0.950547
71,5.33264,-0.950547
72,5.38713,-0.896055
73,5.38713,-0.896055
74,5.38713,-0.896055
75,5.60844,-0.674741
76,5.60844,-0.674741
77,5.60844,-0.674741
78,5.60844,-0.674741
79,5.60844,-0.674741
80,5.17604,-1.10715
81,5.17604,-1.10715
82,5.67764,-0.605545
83,5.67764,-0.605545
84,5.67764,-0.605545
85,5.67764,-0.605545
86,5.67764,-0.605545
87,5.67764,-0.605545
88,5.67764,-0.605545
89,5.67764,-0.605545
90,5.67764,-0.605545
91,5.67764,-0.605545
92,5.67764,-0.605545
93,5.67764,-0.605545
94,5.67764,-0.605545
95,5.67764,-0.605545
96,5.67764,-0.605545
97,5.67764,-0.605545
98,5.67764,-0.605545
99,5.60844,-0.674741
100,5.60844,-0.674741
101,5.60844,-0.674741
102,5.38713,-0.896055
103,5.38713,-0.896055
104,5.38713,-0.896055
105,5.03414,-1.24905
106,5.03414,-1.24905
107,4.39064,-1.89255
108,3.60524,-2.67795
109,3.60524,-2.67795
110,4.24874,-2.03444
111,4.24874,-2.03444
112,4.24874,-2.03444
113,4.24874,-2.03444
114,4.24874,-2.03444
115,4.24874,-2.03444
116,4.24874,-2.03444
117,4.24874,-2.03444
118,4.24874,-2.03444
119,4.24874,-2.03444
120,4.24874,-2.03444
121,3.60524,-2.67795
122,3.60524,-2.67795
123,3.97457,-2.30861
124,3.97457,-2.30861
125,3.97457,-2.30861
126,3.97457,-2.30861
127,3.97457,-2.30861
128,3.97457,-2.30861
129,3.97457,-2.30861
130,3.97457,-2.30861
131,3.97457,-2.30861
132,3.97457,-2.30861
133,3.97457,-2.30861
134,3.97457,-2.30861
135,3.97457,-2.30861
136,3.97457,-2.30861
137,3.97457,-2.30861
138,3.97457,-2.30861
139,3.97457,-2.30861
140,3.97457,-2.30861
141,3.97457,-2.30861
142,3.97457,-2.30861
143,3.97457,-2.30861
144,4.05135,-2.23184
145,4.05135,-2.23184
146,4.05135,-2.23184
147,4.05135,-2.23184
148,4.05135,-2.23184
149,4.05135,-2.23184
150,4.05135,-2.23184
151,4.17197,-2.11122
152,4.17197,-2.11122
153,4.17197,-2.11122
154,4.17197,-2.11122
155,4.17197,-2.11122
156,4.06889,-2.2143
157,4.06889,-2.2143
158,4.06889,-2.2143
159,4.06889,-2.2143
160,4.06889,-2.2143
161,4.46741,-1.81577
162,4.46741,-1.81577
163,4.46741,-1.81577
164,4.46741,-1.81577
165,4.3075,-1.97569
166,4.3075,-1.97569
167,4.3075,-1.97569
168,4.3075,-1.97569
169,4.3075,-1.97569
170,4.3075,-1.97569
171,4.3075,-1.97569
172,4.57049,-1.71269
173,4.57049,-1.71269
174,4.57049,-1.71269
175,4.57049,-1.71269
176,4.57049,-1.71269
177,4.57049,-1.71269
178,4.57049,-1.71269
179,4.57049,-1.71269
180,4.57049,-1.71269
181,4.83674,-1.44644
182,4.83674,-1.44644
183,4.83674,-1.44644
184,4.83674,-1.44644
185,4.83674,-1.44644
186,4.83674,-1.44644
187,4.83674,-1.44644
188,4.83674,-1.44644
189,4.83674,-1.44644
190,4.93106,-1.35213
191,4.93106,-1.35213
192,4.93106,-1.35213
193,4.97864,-1.30454
194,4.97864,-1.30454
195,5.00385,-1.27934
196,5.00385,-1.27934
197,5.00385,-1.27934
198,5.00385,-1.27934
199,5.06116,-1.22203
200,5.06116,-1.22203
201,5.06116,-1.22203
202,5.06116,-1.22203
203,5.11728,-1.1659
204,5.11728,-1.1659
205,5.11728,-1.1659
206,5.11728,-1.1659
207,5.11728,-1.1659
208,5.11728,-1.1659
209,5.60844,-0.674741
210,5.60844,-0.674741
211,5.60844,-0.674741
212,5.60844,-0.674741
213,5.60844,-0.674741
214,5.38713,-0.896055
215,5.38713,-0.896055
216,5.38713,-0.896055
217,5.25281,-1.03038
218,5.25281,-1.03038
219,5.25281,-1.03038
220,5.25281,-1.03038
221,4.24874,-2.03444
222,4.24874,-2.03444
223,4.24874,-2.03444
224,5.17604,-1.10715
225,5.17604,-1.10715
226,5.17604,-1.10715
227,5.17604,-1.10715
228,5.17604,-1.10715
229,5.17604,-1.10715
230,5.81954,-0.463648
231,5.81954,-0.463648
232,5.03414,-1.24905
233,5.03414,-1.24905
234,5.03414,-1.24905
235,5.43903,-0.844154
236,5.43903,-0.844154
237,5.43903,-0.844154
238,5.43903,-0.844154
239,5.43903,-0.844154
240,5.43903,-0.844154
241,5.43903,-0.844154
242,5.55654,-0.726642
243,5.55654,-0.726642
244,5.55654,-0.726642
245,5.55654,-0.726642
246,5.55654,-0.726642
247,5.55654,-0.726642
248,5.55654,-0.726642
249,5.55654,-0.726642
250,5.55654,-0.726642
251,5.55654,-0.726642
252,5.23154,-1.05165
253,5.23154,-1.05165
254,5.23154,-1.05165
255,5.23154,-1.05165
256,5.11728,-1.1659
257,5.11728,-1.1659
258,5.11728,-1.1659
259,5.07116,-1.21203
260,5.07116,-1.21203
261,4.97299,-1.31019
262,4.97299,-1.31019
263,4.97299,-1.31019
264,4.97299,-1.31019
265,4.97299,-1.31019
266,4.97299,-1.31019
267,4.97299,-1.31019
268,4.97299,-1.31019
269,4.97299,-1.31019
270,4.97299,-1.31019
271,4.97299,-1.31019
272,4.97299,-1.31019
273,4.97299,-1.31019
274,4.97299,-1.31019
275,4.97299,-1.31019
276,4.97299,-1.31019
277,4.98334,-1.29985
278,4.98334,-1.29985
279,4.98334,-1.29985
280,4.98334,-1.29985
281,4.98334,-1.29985
282,4.98334,-1.29985
283,4.98334,-1.29985
284,4.98334,-1.29985
285,4.98334,-1.29985
286,4.98334,-1.29985
287,4.98334,-1.29985
288,5.07116,-1.21203
289,5.07116,-1.21203
290,5.11728,-1.1659
