n,tangent,t2
0,1.35213,1.35213
1,1.35213,1.35213
2,1.35213,1.35213
3,1.35213,1.35213
4,1.35213,1.35213
5,1.35213,1.35213
6,1.35213,1.35213
7,1.35213,1.35213
8,1.35213,1.35213
9,1.49949,1.49949
10,1.49949,1.49949
11,1.49949,1.49949
12,1.49949,1.49949
13,1.49949,1.49949
14,1.49949,1.49949
15,1.49949,1.49949
16,1.60304,1.60304
17,1.60304,1.60304
18,1.60304,1.60304
19,1.60304,1.60304
20,1.60304,1.60304
21,1.60304,1.60304
22,1.60304,1.60304
23,1.60304,1.60304
24,1.60304,1.60304
25,1.60304,1.60304
26,1.60304,1.60304
27,1.60304,1.60304
28,1.60304,1.60304
29,1.60304,1.60304
30,1.60304,1.60304
31,1.60304,1.60304
32,1.60304,1.60304
33,1.60304,1.60304
34,1.60304,1.60304
35,1.60304,1.60304
36,1.60304,1.60304
37,1.60304,1.60304
38,1.60304,1.60304
39,1.60304,1.60304
40,1.53855,1.53855
41,1.53855,1.53855
42,1.53855,1.53855
43,1.53855,1.53855
44,1.53855,1.53855
45,1.53855,1.53855
46,1.53855,1.53855
47,1.53855,1.53855
48,1.53855,1.53855
49,1.53855,1.53855
50,1.53855,1.53855
51,1.53855,1.53855
52,1.53855,1.53855
53,1.53855,1.53855
54,1.53855,1.53855
55,1.53855,1.53855
56,1.53855,1.53855
57,1.53855,1.53855
58,1.53855,1.53855
59,1.53855,1.53855
60,1.53855,1.53855
61,1.53855,1.53855
62,1.53855,1.53855
63,1.64757,1.64757
64,1.64757,1.64757
65,1.64757,1.64757
66,1.64757,1.64757
67,1.64757,1.64757
68,1.64757,1.64757
69,1.68791,1.68791
70,1.68791,1.68791
71,1.68791,1.68791
72,1.68791,1.68791
73,1.68791,1.68791
74,1.68791,1.68791
75,1.68791,1.68791
76,1.68791,1.68791
77,1.68791,1.68791
78,1.97569,1.97569
79,1.97569,1.97569
80,1.97569,1.97569
81,1.97569,1.97569
82,1.97569,1.97569
83,1.97569,1.97569
84,2.52134,2.52134
85,2.52134,2.52134
86,2.52134,2.52134
87,2.52134,2.52134
88,2.52134,2.52134
89,2.52134,2.52134
90,2.52134,2.52134
91,2.52134,2.52134
92,2.52134,2.52134
93,2.52134,2.52134
94,2.52134,2.52134
95,2.52134,2.52134
96,3.10161,3.10161
97,3.10161,3.10161
98,3.10161,3.10161
99,3.10161,3.10161
100,3.10161,3.10161
101,3.10161,3.10161
102,3.10161,3.10161
103,3.10161,3.10161
104,3.10161,3.10161
105,3.10161,3.10161
106,3.10161,3.10161
107,3.10161,3.10161
108,3.10161,3.10161
109,3.18157,-3.10161
110,3.18157,-3.10161
111,3.18157,-3.10161
112,3.18157,-3.10161
113,3.18157,-3.10161
114,3.18157,-3.10161
115,3.18157,-3.10161
116,3.18157,-3.10161
117,3.18157,-3.10161
118,3.18157,-3.10161
119,3.18157,-3.10161
120,3.18157,-3.10161
121,3.7296,-2.55359
122,3.7296,-2.55359
123,3.7296,-2.55359
124,3.5221,-2.76109
125,3.5221,-2.76109
126,3.5221,-2.76109
127,3.5221,-2.76109
128,3.5221,-2.76109
129,3.5221,-2.76109
130,3.5221,-2.76109
131,3.22473,-3.05845
132,3.22473,-3.05845
133,3.22473,-3.05845
134,3.22473,-3.05845
135,3.22473,-3.05845
136,3.22473,-3.05845
137,3.05845,3.05845
138,3.05845,3.05845
