n,tangent,t2
0,4.95737,-1.32582
1,4.95737,-1.32582
2,4.95737,-1.32582
3,4.95737,-1.32582
4,4.95737,-1.32582
5,5.11728,-1.1659
6,5.11728,-1.1659
7,5.11728,-1.1659
8,5.23154,-1.05165
9,5.23154,-1.05165
10,5.23154,-1.05165
11,5.23154,-1.05165
12,5.23154,-1.05165
13,5.23154,-1.05165
14,5.23154,-1.05165
15,5.23154,-1.05165
16,5.23154,-1.05165
17,5.23154,-1.05165
18,5.23154,-1.05165
19,5.69518,-0.588003
20,5.69518,-0.588003
21,5.69518,-0.588003
22,5.30039,-0.982794
23,5.30039,-0.982794
24,5.30039,-0.982794
25,5.55654,-0.726642
26,5.55654,-0.726642
27,5.55654,-0.726642
28,5.55654,-0.726642
29,5.55654,-0.726642
30,5.55654,-0.726642
31,5.55654,-0.726642
32,5.55654,-0.726642
33,5.55654,-0.726642
34,5.55654,-0.726642
35,5.55654,-0.726642
36,5.55654,-0.726642
37,5.55654,-0.726642
38,5.55654,-0.726642
39,5.55654,-0.726642
40,5.55654,-0.726642
41,5.55654,-0.726642
42,5.79629,-0.486899
43,5.79629,-0.486899
44,5.79629,-0.486899
45,5.79629,-0.486899
46,5.79629,-0.486899
47,5.79629,-0.486899
48,5.79629,-0.486899
49,5.79629,-0.486899
50,5.79629,-0.486899
51,5.79629,-0.486899
52,5.79629,-0.486899
53,5.84334,-0.439843
54,5.84334,-0.439843
55,5.84334,-0.439843
56,5.84334,-0.439843
57,5.84334,-0.439843
58,5.84334,-0.439843
59,5.84334,-0.439843
60,5.84334,-0.439843
61,5.84334,-0.439843
62,5.84334,-0.439843
63,6.10333,-0.179853
64,6.10333,-0.179853
65,6.10333,-0.179853
66,6.10333,-0.179853
67,6.10333,-0.179853
68,6.10333,-0.179853
69,6.14129,-0.141897
70,6.14129,-0.141897
71,6.14129,-0.141897
72,6.14129,-0.141897
73,6.14129,-0.141897
74,6.14129,-0.141897
75,6.14129,-0.141897
76,6.06452,-0.218669
77,6.06452,-0.218669
78,6.06452,-0.218669
79,6.06452,-0.218669
80,6.06452,-0.218669
81,6.06452,-0.218669
82,6.13054,-0.152649
83,6.13054,-0.152649
84,6.13054,-0.152649
85,6.13054,-0.152649
86,6.13054,-0.152649
87,6.13054,-0.152649
88,6.13054,-0.152649
89,6.21188,-0.0713075
90,6.21188,-0.0713075
91,6.21188,-0.0713075
92,6.21188,-0.0713075
93,6.21188,-0.0713075
94,6.21188,-0.0713075
95,6.21188,-0.0713075
96,0.0713075,0.0713075
97,0.0713075,0.0713075
98,0.0713075,0.0713075
99,0.0713075,0.0713075
100,0.0713075,0.0713075
101,0.0713075,0.0713075
102,0.0713075,0.0713075
103,0.0713075,0.0713075
104,0.0713075,0.0713075
105,0.0713075,0.0713075
106,0.0713075,0.0713075
107,6.18823,-0.0949517
108,6.18823,-0.0949517
109,6.18823,-0.0949517
110,6.18823,-0.0949517
111,6.18823,-0.0949517
112,6.18823,-0.0949517
113,6.18823,-0.0949517
114,6.18823,-0.0949517
115,6.18823,-0.0949517
116,6.18823,-0.0949517
117,6.18823,-0.0949517
118,6.18823,-0.0949517
119,6.18823,-0.0949517
120,6.18823,-0.0949517
121,6.21188,-0.0713075
122,6.21188,-0.0713075
123,6.21188,-0.0713075
124,6.21188,-0.0713075
125,6.21188,-0.0713075
126,6.21188,-0.0713075
127,6.21188,-0.0713075
128,6.21188,-0.0713075
129,6.21188,-0.0713075
130,6.21188,-0.0713075
131,6.21188,-0.0713075
132,6.21188,-0.0713075
133,6.21188,-0.0713075
134,6.21188,-0.0713075
135,6.21188,-0.0713075
136,6.21188,-0.0713075
137,6.21188,-0.0713075
138,6.21188,-0.0713075
139,6.21188,-0.0713075
140,0.0475831,0.0475831
141,0.0475831,0.0475831
142,0.0475831,0.0475831
143,0.0475831,0.0475831
144,0.0475831,0.0475831
145,0.0475831,0.0475831
146,0.0475831,0.0475831
147,0.0475831,0.0475831
148,0.0475831,0.0475831
149,0.0475831,0.0475831
150,0.0475831,0.0475831
151,0.0475831,0.0475831
152,0.0475831,0.0475831
153,0.0475831,0.0475831
154,0.0475831,0.0475831
155,0.0475831,0.0475831
156,6.2356,-0.0475831
157,6.2356,-0.0475831
158,6.2356,-0.0475831
159,6.2356,-0.0475831
160,6.2356,-0.0475831
161,6.2356,-0.0475831
162,6.2356,-0.0475831
163,6.2356,-0.0475831
164,6.2356,-0.0475831
165,6.2356,-0.0475831
166,6.2356,-0.0475831
167,6.2356,-0.0475831
168,6.2356,-0.0475831
169,6.2356,-0.0475831
170,6.2356,-0.0475831
171,0.0243854,0.0243854
172,0.0243854,0.0243854
173,0.0243854,0.0243854
174,0.0243854,0.0243854
175,0.0243854,0.0243854
176,0.0243854,0.0243854
177,0.0243854,0.0243854
178,0.0243854,0.0243854
179,0.0243854,0.0243854
180,0.0243854,0.0243854
181,0.0243854,0.0243854
182,0.0243854,0.0243854
183,0.0243854,0.0243854
184,0.0243854,0.0243854
185,0.0243854,0.0243854
186,0.0243854,0.0243854
187,0.0243854,0.0243854
188,0.0243854,0.0243854
189,0.0243854,0.0243854
190,0.0243854,0.0243854
191,0.0243854,0.0243854
192,0.0243854,0.0243854
193,0.0243854,0.0243854
194,0.0243854,0.0243854
195,0.0243854,0.0243854
196,0.0243854,0.0243854
197,0.0243854,0.0243854
198,0.0243854,0.0243854
199,0.0243854,0.0243854
200,0.0243854,0.0243854
201,0.0243854,0.0243854
202,0.0243854,0.0243854
203,0.0243854,0.0243854
204,0.0243854,0.0243854
205,0.0243854,0.0243854
206,0.0243854,0.0243854
207,0.0243854,0.0243854
208,0.0243854,0.0243854
209,0.0243854,0.0243854
210,0.0243854,0.0243854
211,0.0243854,0.0243854
212,0.0243854,0.0243854
213,0.0243854,0.0243854
214,0.0243854,0.0243854
215,0.0243854,0.0243854
216,0.0243854,0.0243854
217,0.0243854,0.0243854
218,0.0243854,0.0243854
219,5.49779,-0.785398
220,5.49779,-0.785398
221,0.0285637,0.0285637
222,0.0285637,0.0285637
223,0.0285637,0.0285637
224,0.0285637,0.0285637
225,0.0285637,0.0285637
226,0.0285637,0.0285637
227,0.0285637,0.0285637
228,0.0285637,0.0285637
229,0.0285637,0.0285637
230,0.0285637,0.0285637
231,0.0285637,0.0285637
232,0.0285637,0.0285637
233,0.0285637,0.0285637
234,0.0285637,0.0285637
235,0.0285637,0.0285637
236,0.0285637,0.0285637
237,0.0285637,0.0285637
238,0.0285637,0.0285637
239,0.0285637,0.0285637
240,6.25462,-0.0285637
241,6.25462,-0.0285637
242,6.25462,-0.0285637
243,6.25462,-0.0285637
244,6.25462,-0.0285637
245,6.25462,-0.0285637
246,6.25462,-0.0285637
247,6.25462,-0.0285637
248,6.25462,-0.0285637
249,6.25462,-0.0285637
250,6.25462,-0.0285637
251,6.25462,-0.0285637
252,6.25462,-0.0285637
253,6.25462,-0.0285637
254,6.25462,-0.0285637
255,6.25462,-0.0285637
256,6.25462,-0.0285637
257,6.06452,-0.218669
258,6.06452,-0.218669
259,6.06452,-0.218669
260,6.06452,-0.218669
261,6.06452,-0.218669
262,6.06452,-0.218669
263,6.18352,-0.0996687
264,6.18352,-0.0996687
265,6.18352,-0.0996687
266,6.18352,-0.0996687
267,6.18352,-0.0996687
268,6.18352,-0.0996687
269,6.18352,-0.0996687
270,6.18352,-0.0996687
271,6.18352,-0.0996687
272,6.18352,-0.0996687
273,6.18352,-0.0996687
274,6.18352,-0.0996687
275,6.18352,-0.0996687
276,0.0867383,0.0867383
