n,tangent,t2
0,4.93106,-1.35213
1,4.93106,-1.35213
2,4.93106,-1.35213
3,4.93106,-1.35213
4,4.93106,-1.35213
5,4.93106,-1.35213
6,4.93106,-1.35213
7,4.93106,-1.35213
8,4.93106,-1.35213
9,4.93106,-1.35213
10,4.93106,-1.35213
11,4.86504,-1.41815
12,4.86504,-1.41815
13,4.86504,-1.41815
14,4.86504,-1.41815
15,4.86504,-1.41815
16,4.86504,-1.41815
17,4.86504,-1.41815
18,4.79553,-1.48766
19,4.79553,-1.48766
20,4.79553,-1.48766
21,4.79553,-1.48766
22,4.79553,-1.48766
23,4.79553,-1.48766
24,4.79553,-1.48766
25,4.79553,-1.48766
26,4.79553,-1.48766
27,4.79553,-1.48766
28,4.79553,-1.48766
29,4.79553,-1.48766
30,4.79553,-1.48766
31,4.79553,-1.48766
32,4.79553,-1.48766
33,4.79553,-1.48766
34,4.79553,-1.48766
35,4.79553,-1.48766
36,4.79553,-1.48766
37,4.79553,-1.48766
38,4.79553,-1.48766
39,4.79553,-1.48766
40,4.79553,-1.48766
41,4.79553,-1.48766
42,4.79553,-1.48766
43,4.94348,-1.33971
44,4.94348,-1.33971
45,4.94348,-1.33971
46,4.94348,-1.33971
47,4.94348,-1.33971
48,4.94348,-1.33971
49,4.94348,-1.33971
50,4.94348,-1.33971
51,4.96971,-1.31347
52,4.96971,-1.31347
53,4.96971,-1.31347
54,4.96971,-1.31347
55,4.96971,-1.31347
56,4.96971,-1.31347
57,4.96971,-1.31347
58,5.00385,-1.27934
59,5.00385,-1.27934
60,5.00385,-1.27934
61,5.00385,-1.27934
62,5.06116,-1.22203
63,5.06116,-1.22203
64,5.06116,-1.22203
65,5.06116,-1.22203
66,5.13902,-1.14417
67,5.13902,-1.14417
68,5.13902,-1.14417
69,5.13902,-1.14417
70,5.13902,-1.14417
71,5.13902,-1.14417
72,5.21174,-1.07145
73,5.21174,-1.07145
74,5.21174,-1.07145
75,5.21174,-1.07145
76,5.21174,-1.07145
77,5.21174,-1.07145
78,5.22478,-1.05841
79,5.22478,-1.05841
80,5.22478,-1.05841
81,5.22478,-1.05841
82,5.22478,-1.05841
83,5.22478,-1.05841
84,5.22478,-1.05841
85,5.22478,-1.05841
86,5.22478,-1.05841
87,5.22478,-1.05841
88,5.22478,-1.05841
89,5.22478,-1.05841
90,5.22478,-1.05841
91,5.22478,-1.05841
92,5.13902,-1.14417
93,5.13902,-1.14417
94,5.13902,-1.14417
95,5.13902,-1.14417
96,5.13902,-1.14417
97,5.13902,-1.14417
98,5.13902,-1.14417
99,5.13902,-1.14417
100,5.13902,-1.14417
101,5.21174,-1.07145
102,5.21174,-1.07145
103,5.21174,-1.07145
104,5.21174,-1.07145
105,5.21174,-1.07145
106,5.21174,-1.07145
107,5.21174,-1.07145
108,5.21174,-1.07145
109,5.21174,-1.07145
110,5.10718,-1.17601
111,5.10718,-1.17601
112,5.10718,-1.17601
113,5.10718,-1.17601
114,5.10718,-1.17601
115,5.10718,-1.17601
116,5.10718,-1.17601
117,5.10718,-1.17601
118,5.10718,-1.17601
119,5.10718,-1.17601
120,5.10718,-1.17601
121,5.10718,-1.17601
122,5.10718,-1.17601
123,5.10718,-1.17601
124,5.10718,-1.17601
125,5.10718,-1.17601
126,5.10718,-1.17601
127,5.10718,-1.17601
128,5.10718,-1.17601
129,5.10718,-1.17601
130,5.30039,-0.982794
131,5.30039,-0.982794
132,5.30039,-0.982794
133,5.13902,-1.14417
134,5.13902,-1.14417
135,5.13902,-1.14417
136,5.13902,-1.14417
137,5.13902,-1.14417
138,5.13902,-1.14417
139,5.13902,-1.14417
140,5.13902,-1.14417
141,5.13902,-1.14417
142,5.13902,-1.14417
143,5.13902,-1.14417
144,5.13902,-1.14417
145,5.13902,-1.14417
146,5.13902,-1.14417
147,5.13902,-1.14417
148,5.13902,-1.14417
149,5.07116,-1.21203
150,5.07116,-1.21203
151,4.99069,-1.2925
152,4.99069,-1.2925
153,4.79553,-1.48766
154,4.79553,-1.48766
155,4.79553,-1.48766
156,4.79553,-1.48766
157,4.79553,-1.48766
158,4.79553,-1.48766
159,4.79553,-1.48766
160,4.79553,-1.48766
161,4.79553,-1.48766
162,4.79553,-1.48766
163,4.79553,-1.48766
164,4.79553,-1.48766
165,4.99069,-1.2925
166,4.99069,-1.2925
167,4.99069,-1.2925
168,4.99069,-1.2925
169,5.33264,-0.950547
170,5.33264,-0.950547
171,5.33264,-0.950547
172,5.33264,-0.950547
173,5.33264,-0.950547
174,5.40713,-0.876058
175,5.40713,-0.876058
176,5.40713,-0.876058
177,5.40713,-0.876058
178,5.58845,-0.694738
179,5.58845,-0.694738
180,5.58845,-0.694738
181,5.58845,-0.694738
182,5.66294,-0.620249
183,5.66294,-0.620249
184,5.66294,-0.620249
185,5.72459,-0.558599
186,5.72459,-0.558599
187,5.72459,-0.558599
188,5.72459,-0.558599
189,5.90268,-0.380506
190,5.90268,-0.380506
191,5.90268,-0.380506
192,5.90268,-0.380506
193,5.90268,-0.380506
194,5.90268,-0.380506
195,5.90268,-0.380506
196,5.90268,-0.380506
197,6.22077,-0.0624188
198,6.22077,-0.0624188
199,6.22077,-0.0624188
200,6.22077,-0.0624188
201,6.22077,-0.0624188
202,6.22077,-0.0624188
203,6.22077,-0.0624188
204,6.22077,-0.0624188
205,6.22077,-0.0624188
206,6.22077,-0.0624188
207,6.22077,-0.0624188
208,6.22077,-0.0624188
209,6.22077,-0.0624188
210,6.22077,-0.0624188
211,6.22077,-0.0624188
212,6.22077,-0.0624188
213,5.99173,-0.291457
214,5.99173,-0.291457
215,5.99173,-0.291457
216,5.99173,-0.291457
217,5.99173,-0.291457
218,5.99173,-0.291457
219,5.99173,-0.291457
220,5.99173,-0.291457
221,5.99173,-0.291457
222,6.08579,-0.197396
223,6.08579,-0.197396
224,6.08579,-0.197396
225,6.08579,-0.197396
226,6.08579,-0.197396
227,6.08579,-0.197396
228,6.08579,-0.197396
229,0.785398,0.785398
230,0.785398,0.785398
231,6.21188,-0.0713075
232,6.21188,-0.0713075
233,6.21188,-0.0713075
234,6.21188,-0.0713075
235,6.21188,-0.0713075
236,6.21188,-0.0713075
237,6.21188,-0.0713075
238,6.21188,-0.0713075
239,0.073939,0.073939
240,0.073939,0.073939
241,0.073939,0.073939
242,0.073939,0.073939
243,0.073939,0.073939
244,0.073939,0.073939
245,0.073939,0.073939
246,0.073939,0.073939
247,0.073939,0.073939
248,0.073939,0.073939
249,0.073939,0.073939
250,0.073939,0.073939
251,0.073939,0.073939
252,0.073939,0.073939
253,0.073939,0.073939
254,0.073939,0.073939
255,0.073939,0.073939
256,0.073939,0.073939
257,0.073939,0.073939
258,0.073939,0.073939
259,0.073939,0.073939
260,0.2783,0.2783
261,0.2783,0.2783
262,0.358771,0.358771
263,0.358771,0.358771
264,0.404892,0.404892
265,0.404892,0.404892
266,0.404892,0.404892
267,0.519146,0.519146
268,0.519146,0.519146
269,0.519146,0.519146
270,0.748378,0.748378
271,0.748378,0.748378
272,0.748378,0.748378
273,0.748378,0.748378
274,0.748378,0.748378
275,0.748378,0.748378
276,0.748378,0.748378
277,0.748378,0.748378
278,0.748378,0.748378
279,0.748378,0.748378
280,0.748378,0.748378
281,0.748378,0.748378
282,0.748378,0.748378
283,0.748378,0.748378
284,0.748378,0.748378
285,0.748378,0.748378
286,0.748378,0.748378
287,0.748378,0.748378
288,0.748378,0.748378
289,0.748378,0.748378
290,0.748378,0.748378
291,0.748378,0.748378
292,0.748378,0.748378
293,0.748378,0.748378
294,0.748378,0.748378
295,0.54042,0.54042
296,0.54042,0.54042
297,0.380506,0.380506
298,0.0587558,0.0587558
299,0.0587558,0.0587558
300,0.0587558,0.0587558
301,0.0587558,0.0587558
302,0.0587558,0.0587558
303,0.0587558,0.0587558
304,0.0587558,0.0587558
305,0.0587558,0.0587558
306,0.0587558,0.0587558
307,0.0587558,0.0587558
308,0.0587558,0.0587558
309,0.0587558,0.0587558
310,0.0587558,0.0587558
311,0.0587558,0.0587558
312,0.0587558,0.0587558
313,0.0587558,0.0587558
314,0.0587558,0.0587558
315,0.218669,0.218669
316,0.218669,0.218669
317,0.218669,0.218669
318,0.266252,0.266252
319,0.266252,0.266252
320,0.266252,0.266252
321,0.266252,0.266252
322,0.358771,0.358771
