n,tangent,t2
0,6.00489,-0.2783
1,6.00489,-0.2783
2,6.00489,-0.2783
3,6.00489,-0.2783
4,6.00489,-0.2783
5,6.00489,-0.2783
6,6.00489,-0.2783
7,6.04535,-0.237836
8,6.04535,-0.237836
9,6.04535,-0.237836
10,6.04535,-0.237836
11,6.04535,-0.237836
12,6.04535,-0.237836
13,6.04535,-0.237836
14,6.04535,-0.237836
15,6.04535,-0.237836
16,6.04535,-0.237836
17,6.04535,-0.237836
18,6.04535,-0.237836
19,6.04535,-0.237836
20,6.04535,-0.237836
21,6.04535,-0.237836
22,6.04535,-0.237836
23,6.04535,-0.237836
24,6.04535,-0.237836
25,6.04535,-0.237836
26,6.04535,-0.237836
27,6.04535,-0.237836
28,6.04535,-0.237836
29,6.04535,-0.237836
30,6.0315,-0.25169
31,6.0315,-0.25169
32,6.0315,-0.25169
33,6.0315,-0.25169
34,6.0315,-0.25169
35,6.0315,-0.25169
36,6.0315,-0.25169
37,6.0315,-0.25169
38,6.0315,-0.25169
39,6.0315,-0.25169
40,6.0315,-0.25169
41,6.0315,-0.25169
42,6.0315,-0.25169
43,6.0315,-0.25169
44,6.0315,-0.25169
45,6.0315,-0.25169
46,6.0315,-0.25169
47,6.0315,-0.25169
48,6.0315,-0.25169
49,6.0315,-0.25169
50,6.0315,-0.25169
51,6.0315,-0.25169
52,6.08579,-0.197396
53,6.08579,-0.197396
54,6.08579,-0.197396
55,6.08579,-0.197396
56,6.08579,-0.197396
57,6.01693,-0.266252
58,6.01693,-0.266252
59,6.01693,-0.266252
60,6.01693,-0.266252
61,6.01693,-0.266252
62,6.01693,-0.266252
63,6.01693,-0.266252
64,6.01693,-0.266252
65,6.05971,-0.223477
66,6.05971,-0.223477
67,6.05971,-0.223477
68,6.05971,-0.223477
69,6.05971,-0.223477
70,6.05971,-0.223477
71,6.05971,-0.223477
72,6.05971,-0.223477
73,6.05971,-0.223477
74,6.05971,-0.223477
75,6.05971,-0.223477
76,6.05971,-0.223477
77,6.05971,-0.223477
78,6.05971,-0.223477
79,6.05971,-0.223477
80,6.05971,-0.223477
81,6.05971,-0.223477
82,6.05971,-0.223477
83,6.04944,-0.233743
84,6.04944,-0.233743
85,6.04944,-0.233743
86,6.04944,-0.233743
87,6.04944,-0.233743
88,6.04944,-0.233743
89,6.04944,-0.233743
90,6.04944,-0.233743
91,6.04944,-0.233743
92,6.04944,-0.233743
93,6.028,-0.255182
94,6.028,-0.255182
95,6.028,-0.255182
96,6.028,-0.255182
97,6.028,-0.255182
98,6.028,-0.255182
99,6.028,-0.255182
100,6.028,-0.255182
101,6.028,-0.255182
102,6.028,-0.255182
103,6.028,-0.255182
104,6.028,-0.255182
105,6.028,-0.255182
106,6.028,-0.255182
107,6.028,-0.255182
108,6.08579,-0.197396
109,6.08579,-0.197396
110,6.08579,-0.197396
111,6.08579,-0.197396
112,6.08579,-0.197396
113,6.00489,-0.2783
114,6.00489,-0.2783
115,6.00489,-0.2783
116,6.00489,-0.2783
117,6.00489,-0.2783
118,6.08579,-0.197396
119,6.08579,-0.197396
120,6.08579,-0.197396
121,6.08579,-0.197396
122,6.08579,-0.197396
123,6.08579,-0.197396
124,6.08579,-0.197396
125,6.08579,-0.197396
126,0.244979,0.244979
127,0.244979,0.244979
128,0.588003,0.588003
129,0.588003,0.588003
130,0.588003,0.588003
131,0.197396,0.197396
132,0.197396,0.197396
133,0.197396,0.197396
134,0.197396,0.197396
135,0.197396,0.197396
136,0.643501,0.643501
137,0.643501,0.643501
138,0.643501,0.643501
139,0.643501,0.643501
140,0.643501,0.643501
141,0.197396,0.197396
142,0.197396,0.197396
143,0.197396,0.197396
144,0.197396,0.197396
145,0.197396,0.197396
146,0.197396,0.197396
147,0.197396,0.197396
148,0.197396,0.197396
149,0.197396,0.197396
150,0.197396,0.197396
151,0.197396,0.197396
152,0.982794,0.982794
153,0.982794,0.982794
154,0.982794,0.982794
155,0.588003,0.588003
156,0.197396,0.197396
157,0.197396,0.197396
158,0.197396,0.197396
159,6.06452,-0.218669
160,6.06452,-0.218669
161,6.06452,-0.218669
162,6.06452,-0.218669
163,6.06452,-0.218669
164,6.06452,-0.218669
165,6.06452,-0.218669
166,6.06452,-0.218669
167,6.11804,-0.165149
168,6.11804,-0.165149
169,6.11804,-0.165149
170,6.11804,-0.165149
171,6.11804,-0.165149
172,6.11804,-0.165149
173,6.00489,-0.2783
174,6.00489,-0.2783
175,6.00489,-0.2783
176,6.00489,-0.2783
177,6.00489,-0.2783
178,6.00489,-0.2783
179,6.00489,-0.2783
180,0.244979,0.244979
181,0.244979,0.244979
182,0.244979,0.244979
183,2.35619,2.35619
184,2.35619,2.35619
185,0.0665682,0.0665682
186,0.0665682,0.0665682
187,0.0665682,0.0665682
188,0.0665682,0.0665682
189,0.0665682,0.0665682
190,0.0665682,0.0665682
191,0.0665682,0.0665682
192,0.0665682,0.0665682
193,0.0665682,0.0665682
194,0.0665682,0.0665682
195,0.0665682,0.0665682
196,0.0665682,0.0665682
197,0.0665682,0.0665682
198,0.0665682,0.0665682
199,0.0665682,0.0665682
200,0.117109,0.117109
201,0.117109,0.117109
202,0.117109,0.117109
203,0.117109,0.117109
204,0.117109,0.117109
205,0.117109,0.117109
206,0.117109,0.117109
207,0.117109,0.117109
208,0.117109,0.117109
209,0.117109,0.117109
210,0.0624188,0.0624188
211,0.0624188,0.0624188
212,0.0624188,0.0624188
213,0.0624188,0.0624188
214,0.0624188,0.0624188
215,0.0624188,0.0624188
216,0.0624188,0.0624188
217,0.0624188,0.0624188
218,0.0624188,0.0624188
219,0.0624188,0.0624188
220,0.0624188,0.0624188
221,0.0624188,0.0624188
222,0.0624188,0.0624188
223,0.0624188,0.0624188
224,0.0624188,0.0624188
225,0.0624188,0.0624188
226,0.0624188,0.0624188
227,0.0624188,0.0624188
228,0.0624188,0.0624188
229,0.0624188,0.0624188
230,0.0624188,0.0624188
231,0.0624188,0.0624188
232,6.17831,-0.104877
233,6.17831,-0.104877
234,6.17831,-0.104877
235,6.17831,-0.104877
236,6.17831,-0.104877
237,6.17831,-0.104877
238,6.17831,-0.104877
239,6.17831,-0.104877
240,6.17831,-0.104877
241,6.17831,-0.104877
242,6.17831,-0.104877
243,6.17831,-0.104877
244,6.17831,-0.104877
245,6.17831,-0.104877
246,6.17831,-0.104877
247,6.22443,-0.0587558
248,6.22443,-0.0587558
249,6.22443,-0.0587558
250,6.22443,-0.0587558
251,6.22443,-0.0587558
252,6.22443,-0.0587558
253,6.22443,-0.0587558
254,6.22443,-0.0587558
255,6.22443,-0.0587558
256,6.22443,-0.0587558
257,6.22443,-0.0587558
258,6.22443,-0.0587558
259,6.22443,-0.0587558
260,6.22443,-0.0587558
261,6.22443,-0.0587558
262,6.22443,-0.0587558
263,6.22443,-0.0587558
264,6.13054,-0.152649
265,6.13054,-0.152649
266,6.13054,-0.152649
267,6.13054,-0.152649
268,6.13054,-0.152649
269,6.13054,-0.152649
270,6.13054,-0.152649
271,6.13054,-0.152649
272,6.20336,-0.07983
273,6.20336,-0.07983
274,6.20336,-0.07983
275,6.20336,-0.07983
276,6.20336,-0.07983
277,6.20336,-0.07983
278,6.20336,-0.07983
279,6.20336,-0.07983
280,6.20336,-0.07983
281,6.20336,-0.07983
282,6.20336,-0.07983
283,6.20336,-0.07983
284,6.20336,-0.07983
285,6.22443,-0.0587558
286,6.22443,-0.0587558
287,6.22443,-0.0587558
288,6.22443,-0.0587558
289,6.22443,-0.0587558
