n,tangent,t2
0,5.07116,-1.21203
1,5.07116,-1.21203
2,5.07116,-1.21203
3,5.07116,-1.21203
4,5.07116,-1.21203
5,5.07116,-1.21203
6,5.07116,-1.21203
7,5.07116,-1.21203
8,5.07116,-1.21203
9,5.07116,-1.21203
10,5.07116,-1.21203
11,5.07116,-1.21203
12,5.07116,-1.21203
13,5.07116,-1.21203
14,5.07116,-1.21203
15,5.07116,-1.21203
16,5.07116,-1.21203
17,5.07116,-1.21203
18,5.07116,-1.21203
19,5.07116,-1.21203
20,5.07116,-1.21203
21,5.27099,-1.0122
22,5.27099,-1.0122
23,5.27099,-1.0122
24,5.27099,-1.0122
25,5.33264,-0.950547
26,5.33264,-0.950547
27,5.40713,-0.876058
28,5.40713,-0.876058
29,5.40713,-0.876058
30,5.40713,-0.876058
31,5.58845,-0.694738
32,5.58845,-0.694738
33,5.58845,-0.694738
34,5.58845,-0.694738
35,5.67246,-0.610726
36,5.67246,-0.610726
37,5.67246,-0.610726
38,5.67246,-0.610726
39,5.67246,-0.610726
40,5.71646,-0.566729
41,5.71646,-0.566729
42,5.71646,-0.566729
43,5.71646,-0.566729
44,5.71646,-0.566729
45,5.71646,-0.566729
46,5.71646,-0.566729
47,5.90268,-0.380506
48,6.03821,-0.244979
49,6.03821,-0.244979
50,6.03821,-0.244979
51,6.03821,-0.244979
52,5.91601,-0.367174
53,5.91601,-0.367174
54,5.91601,-0.367174
55,5.91601,-0.367174
56,5.91601,-0.367174
57,5.91601,-0.367174
58,5.91601,-0.367174
59,5.91601,-0.367174
60,5.91601,-0.367174
61,5.91601,-0.367174
62,5.91601,-0.367174
63,5.93441,-0.348771
64,5.93441,-0.348771
65,5.93441,-0.348771
66,5.93441,-0.348771
67,5.99173,-0.291457
68,5.99173,-0.291457
69,5.99173,-0.291457
70,5.99173,-0.291457
71,6.10333,-0.179853
72,6.10333,-0.179853
73,6.10333,-0.179853
74,6.10333,-0.179853
75,6.10333,-0.179853
76,6.10333,-0.179853
77,6.10333,-0.179853
78,6.10333,-0.179853
79,6.10333,-0.179853
80,6.10333,-0.179853
81,6.10333,-0.179853
82,6.10333,-0.179853
83,6.10333,-0.179853
84,6.20925,-0.073939
85,6.20925,-0.073939
86,6.20925,-0.073939
87,6.20925,-0.073939
88,6.20925,-0.073939
89,6.20925,-0.073939
90,6.20925,-0.073939
91,6.20925,-0.073939
92,6.20925,-0.073939
93,6.20925,-0.073939
94,6.20925,-0.073939
95,6.20925,-0.073939
96,6.20925,-0.073939
97,6.20925,-0.073939
98,6.24749,-0.0356991
99,6.24749,-0.0356991
100,6.24749,-0.0356991
101,6.24749,-0.0356991
102,6.24749,-0.0356991
103,6.24749,-0.0356991
