n,tangent,t2
0,4.84494,-1.43824
1,4.84494,-1.43824
2,4.84494,-1.43824
3,4.84494,-1.43824
4,4.84494,-1.43824
5,4.84494,-1.43824
6,4.84494,-1.43824
7,4.84494,-1.43824
8,4.84494,-1.43824
9,4.84494,-1.43824
10,4.84494,-1.43824
11,4.84494,-1.43824
12,4.84494,-1.43824
13,4.84494,-1.43824
14,4.84494,-1.43824
15,4.84494,-1.43824
16,4.8295,-1.45369
17,4.8295,-1.45369
18,4.8295,-1.45369
19,4.8295,-1.45369
20,4.8295,-1.45369
21,4.8295,-1.45369
22,4.8295,-1.45369
23,4.8295,-1.45369
24,4.8295,-1.45369
25,4.8295,-1.45369
26,4.8295,-1.45369
27,4.8295,-1.45369
28,4.8295,-1.45369
29,4.8295,-1.45369
30,4.8295,-1.45369
31,4.8295,-1.45369
32,4.8295,-1.45369
33,4.8295,-1.45369
34,4.86504,-1.41815
35,4.86504,-1.41815
36,4.86504,-1.41815
37,4.86504,-1.41815
38,4.86504,-1.41815
39,4.86504,-1.41815
40,4.86504,-1.41815
41,4.86504,-1.41815
42,4.81206,-1.47113
43,4.81206,-1.47113
44,4.81206,-1.47113
45,4.81206,-1.47113
46,4.81206,-1.47113
47,4.81206,-1.47113
48,4.81206,-1.47113
49,4.81206,-1.47113
50,4.81206,-1.47113
51,4.81206,-1.47113
52,4.84494,-1.43824
53,4.84494,-1.43824
54,4.84494,-1.43824
55,4.84494,-1.43824
56,4.84494,-1.43824
57,4.84494,-1.43824
58,4.84494,-1.43824
59,4.84494,-1.43824
60,4.84494,-1.43824
61,4.84494,-1.43824
62,4.84494,-1.43824
63,4.84494,-1.43824
64,4.54724,-1.73595
65,4.54724,-1.73595
66,4.54724,-1.73595
67,4.06889,-2.2143
68,4.06889,-2.2143
69,4.06889,-2.2143
70,4.06889,-2.2143
71,4.06889,-2.2143
72,4.39064,-1.89255
73,4.39064,-1.89255
74,5.11728,-1.1659
75,5.11728,-1.1659
76,5.11728,-1.1659
77,5.11728,-1.1659
78,5.11728,-1.1659
79,5.11728,-1.1659
80,5.11728,-1.1659
81,5.11728,-1.1659
82,4.87754,-1.40565
83,4.87754,-1.40565
84,4.87754,-1.40565
85,4.87754,-1.40565
86,4.87754,-1.40565
87,4.87754,-1.40565
88,4.87754,-1.40565
89,4.87754,-1.40565
90,4.87754,-1.40565
91,4.87754,-1.40565
92,4.87754,-1.40565
93,4.87754,-1.40565
94,4.87754,-1.40565
95,5.0929,-1.19029
96,5.0929,-1.19029
97,5.25281,-1.03038
98,5.25281,-1.03038
99,5.69518,-0.588003
100,5.96143,-0.321751
101,5.96143,-0.321751
102,5.96143,-0.321751
103,5.69518,-0.588003
104,5.69518,-0.588003
105,5.69518,-0.588003
106,3.78509,-2.49809
107,3.78509,-2.49809
108,3.78509,-2.49809
109,3.78509,-2.49809
110,3.68201,-2.60117
111,3.68201,-2.60117
112,3.5221,-2.76109
113,3.5221,-2.76109
114,3.5221,-2.76109
115,3.5221,-2.76109
116,4.39064,-1.89255
117,4.39064,-1.89255
118,5.03414,-1.24905
119,5.81954,-0.463648
120,5.81954,-0.463648
121,5.30039,-0.982794
122,5.30039,-0.982794
123,5.30039,-0.982794
124,5.30039,-0.982794
125,5.30039,-0.982794
126,4.86504,-1.41815
