n,tangent,t2
0,4.76235,-1.52084
1,4.76235,-1.52084
2,4.76235,-1.52084
3,4.76235,-1.52084
4,4.76235,-1.52084
5,4.76235,-1.52084
6,4.76235,-1.52084
7,4.76235,-1.52084
8,4.76235,-1.52084
9,4.76235,-1.52084
10,4.76235,-1.52084
11,4.76235,-1.52084
12,4.76235,-1.52084
13,4.76235,-1.52084
14,4.76235,-1.52084
15,4.76235,-1.52084
16,4.76235,-1.52084
17,4.76235,-1.52084
18,4.76235,-1.52084
19,4.76235,-1.52084
20,4.76235,-1.52084
21,4.76235,-1.52084
22,4.76235,-1.52084
23,4.76235,-1.52084
24,4.76235,-1.52084
25,4.76235,-1.52084
26,4.76235,-1.52084
27,4.76235,-1.52084
28,4.93106,-1.35213
29,4.93106,-1.35213
30,4.93106,-1.35213
31,4.93106,-1.35213
32,4.93106,-1.35213
33,5.0929,-1.19029
34,5.0929,-1.19029
35,5.25281,-1.03038
36,5.38713,-0.896055
37,5.38713,-0.896055
38,5.38713,-0.896055
39,5.38713,-0.896055
40,5.38713,-0.896055
41,5.38713,-0.896055
42,5.38713,-0.896055
43,5.33264,-0.950547
44,5.33264,-0.950547
45,5.33264,-0.950547
46,5.33264,-0.950547
47,5.33264,-0.950547
48,5.33264,-0.950547
49,5.33264,-0.950547
50,5.46447,-0.818719
51,5.46447,-0.818719
52,5.46447,-0.818719
53,5.46447,-0.818719
54,5.46447,-0.818719
55,5.46447,-0.818719
56,5.46447,-0.818719
57,5.46447,-0.818719
58,5.46447,-0.818719
59,5.46447,-0.818719
60,5.46447,-0.818719
61,5.46447,-0.818719
62,5.46447,-0.818719
63,5.46447,-0.818719
64,5.46447,-0.818719
65,5.46447,-0.818719
66,5.46447,-0.818719
67,5.46447,-0.818719
68,5.46447,-0.818719
69,5.46447,-0.818719
70,5.46447,-0.818719
71,5.46447,-0.818719
72,5.46447,-0.818719
73,5.46447,-0.818719
74,5.46447,-0.818719
75,5.46447,-0.818719
76,5.46447,-0.818719
77,5.46447,-0.818719
78,5.46447,-0.818719
79,5.47454,-0.80865
80,5.47454,-0.80865
81,5.47454,-0.80865
82,5.47454,-0.80865
83,5.47454,-0.80865
84,5.47454,-0.80865
85,5.47454,-0.80865
86,5.47454,-0.80865
87,5.47454,-0.80865
88,5.47454,-0.80865
89,5.47454,-0.80865
90,5.47454,-0.80865
91,5.47454,-0.80865
92,5.47454,-0.80865
93,5.47454,-0.80865
94,5.47454,-0.80865
95,5.47454,-0.80865
96,5.47454,-0.80865
97,5.47454,-0.80865
98,5.47454,-0.80865
99,5.52104,-0.762147
100,5.52104,-0.762147
101,5.52104,-0.762147
102,5.52104,-0.762147
103,5.52104,-0.762147
104,5.52104,-0.762147
105,5.52104,-0.762147
106,5.52104,-0.762147
107,5.52104,-0.762147
108,5.52104,-0.762147
109,5.52104,-0.762147
110,5.52104,-0.762147
111,5.52104,-0.762147
112,5.52104,-0.762147
113,5.52104,-0.762147
114,5.52104,-0.762147
115,5.52104,-0.762147
116,5.52104,-0.762147
117,5.52104,-0.762147
118,5.52104,-0.762147
119,5.74277,-0.54042
120,5.74277,-0.54042
121,5.90268,-0.380506
122,6.12658,-0.156602
123,6.12658,-0.156602
124,6.12658,-0.156602
125,6.12658,-0.156602
126,6.12658,-0.156602
127,6.12658,-0.156602
128,6.12658,-0.156602
129,6.12658,-0.156602
130,6.12658,-0.156602
131,6.12658,-0.156602
132,6.12658,-0.156602
133,6.12658,-0.156602
134,6.12658,-0.156602
135,6.12658,-0.156602
136,6.15883,-0.124355
137,6.15883,-0.124355
138,6.15883,-0.124355
139,6.15883,-0.124355
140,6.15883,-0.124355
141,6.15883,-0.124355
142,6.15883,-0.124355
143,6.15883,-0.124355
144,5.90268,-0.380506
145,5.90268,-0.380506
146,5.90268,-0.380506
147,5.90268,-0.380506
148,6.20641,-0.0767719
149,6.20641,-0.0767719
150,6.20641,-0.0767719
151,6.20641,-0.0767719
152,6.20641,-0.0767719
153,6.20641,-0.0767719
154,6.20641,-0.0767719
155,0.0767719,0.0767719
156,0.0767719,0.0767719
