n,tangent,t2
0,5.17604,-1.10715
1,5.17604,-1.10715
2,5.17604,-1.10715
3,5.17604,-1.10715
4,5.17604,-1.10715
5,4.39064,-1.89255
6,4.39064,-1.89255
7,4.39064,-1.89255
8,5.11728,-1.1659
9,5.11728,-1.1659
10,5.11728,-1.1659
11,5.11728,-1.1659
12,5.23154,-1.05165
13,5.23154,-1.05165
14,5.23154,-1.05165
15,5.23154,-1.05165
16,5.23154,-1.05165
17,5.23154,-1.05165
18,5.23154,-1.05165
19,4.24874,-2.03444
20,4.24874,-2.03444
21,4.24874,-2.03444
22,4.95737,-1.32582
23,4.95737,-1.32582
24,4.95737,-1.32582
25,4.95737,-1.32582
26,4.95737,-1.32582
27,5.07116,-1.21203
28,5.07116,-1.21203
29,5.07116,-1.21203
30,5.07116,-1.21203
31,5.07116,-1.21203
32,5.07116,-1.21203
33,4.99069,-1.2925
34,4.99069,-1.2925
35,4.99069,-1.2925
36,4.99069,-1.2925
37,4.99069,-1.2925
38,4.99069,-1.2925
39,4.99069,-1.2925
40,4.99069,-1.2925
41,4.99069,-1.2925
42,4.99069,-1.2925
43,5.30039,-0.982794
44,5.30039,-0.982794
45,5.30039,-0.982794
46,5.03414,-1.24905
47,5.03414,-1.24905
48,5.03414,-1.24905
49,5.35589,-0.927295
50,5.35589,-0.927295
51,5.35589,-0.927295
52,5.35589,-0.927295
53,5.35589,-0.927295
54,4.95737,-1.32582
55,4.95737,-1.32582
56,4.95737,-1.32582
57,4.95737,-1.32582
58,5.38713,-0.896055
59,5.38713,-0.896055
60,5.38713,-0.896055
61,5.60844,-0.674741
62,5.60844,-0.674741
63,5.60844,-0.674741
64,5.60844,-0.674741
65,5.60844,-0.674741
66,5.60844,-0.674741
67,5.38713,-0.896055
68,5.38713,-0.896055
69,5.38713,-0.896055
70,5.38713,-0.896055
71,5.38713,-0.896055
72,5.38713,-0.896055
73,5.60844,-0.674741
74,5.60844,-0.674741
75,5.60844,-0.674741
76,6.03821,-0.244979
77,6.03821,-0.244979
78,0.244979,0.244979
79,0.244979,0.244979
80,0.694738,0.694738
81,0.694738,0.694738
82,0.694738,0.694738
83,0.694738,0.694738
84,0.876058,0.876058
85,0.876058,0.876058
86,0.876058,0.876058
87,0.876058,0.876058
88,1.24905,1.24905
89,1.24905,1.24905
90,1.24905,1.24905
91,0.982794,0.982794
92,0.588003,0.588003
