n,tangent,t2
0,5.96143,-0.321751
1,5.96143,-0.321751
2,5.96143,-0.321751
3,5.96143,-0.321751
4,5.03414,-1.24905
5,5.03414,-1.24905
6,4.39064,-1.89255
7,3.7296,-2.55359
8,3.7296,-2.55359
9,3.7296,-2.55359
10,3.7296,-2.55359
11,3.7296,-2.55359
12,5.30039,-0.982794
13,5.30039,-0.982794
14,5.30039,-0.982794
15,5.30039,-0.982794
16,5.69518,-0.588003
17,5.69518,-0.588003
18,5.69518,-0.588003
19,5.17604,-1.10715
20,4.24874,-2.03444
21,4.24874,-2.03444
22,4.24874,-2.03444
23,4.95737,-1.32582
24,4.95737,-1.32582
25,4.95737,-1.32582
26,4.95737,-1.32582
27,4.46741,-1.81577
28,4.46741,-1.81577
29,4.46741,-1.81577
30,4.46741,-1.81577
31,5.30039,-0.982794
32,5.30039,-0.982794
33,5.30039,-0.982794
34,5.30039,-0.982794
35,5.30039,-0.982794
36,4.39064,-1.89255
37,4.39064,-1.89255
38,4.39064,-1.89255
39,4.39064,-1.89255
40,5.03414,-1.24905
41,5.81954,-0.463648
42,5.81954,-0.463648
43,5.81954,-0.463648
44,5.81954,-0.463648
45,0.463648,0.463648
46,0.463648,0.463648
47,0.463648,0.463648
48,5.30039,-0.982794
49,5.30039,-0.982794
50,5.30039,-0.982794
51,4.24874,-2.03444
52,3.60524,-2.67795
53,3.60524,-2.67795
54,4.39064,-1.89255
55,4.39064,-1.89255
56,5.03414,-1.24905
57,5.81954,-0.463648
58,5.81954,-0.463648
59,5.81954,-0.463648
60,4.12439,-2.1588
61,4.12439,-2.1588
62,4.12439,-2.1588
63,4.39064,-1.89255
64,4.39064,-1.89255
65,5.03414,-1.24905
66,5.35589,-0.927295
67,5.35589,-0.927295
68,5.35589,-0.927295
69,5.35589,-0.927295
70,5.35589,-0.927295
71,5.35589,-0.927295
72,5.35589,-0.927295
73,5.96143,-0.321751
74,5.96143,-0.321751
75,5.96143,-0.321751
76,5.74277,-0.54042
77,5.74277,-0.54042
78,5.74277,-0.54042
79,5.74277,-0.54042
80,5.74277,-0.54042
81,5.90268,-0.380506
82,5.90268,-0.380506
83,5.90268,-0.380506
84,5.90268,-0.380506
85,5.17604,-1.10715
86,5.17604,-1.10715
87,5.96143,-0.321751
88,5.96143,-0.321751
89,5.96143,-0.321751
90,5.69518,-0.588003
91,5.69518,-0.588003
92,5.69518,-0.588003
93,5.69518,-0.588003
94,5.69518,-0.588003
95,5.69518,-0.588003
96,5.69518,-0.588003
97,0.785398,0.785398
98,0.785398,0.785398
99,5.49779,-0.785398
100,4.54724,-1.73595
101,4.54724,-1.73595
102,4.54724,-1.73595
103,4.54724,-1.73595
104,4.87754,-1.40565
105,4.87754,-1.40565
106,4.87754,-1.40565
