n,tangent,t2
0,5.03414,-1.24905
1,5.03414,-1.24905
2,5.03414,-1.24905
3,5.03414,-1.24905
4,5.03414,-1.24905
5,5.03414,-1.24905
6,5.35589,-0.927295
7,5.35589,-0.927295
8,5.35589,-0.927295
9,5.35589,-0.927295
10,5.35589,-0.927295
11,5.03414,-1.24905
12,5.03414,-1.24905
13,5.03414,-1.24905
14,5.03414,-1.24905
15,5.03414,-1.24905
16,5.03414,-1.24905
17,5.03414,-1.24905
18,5.30039,-0.982794
19,5.30039,-0.982794
20,5.30039,-0.982794
21,5.30039,-0.982794
22,4.57049,-1.71269
23,4.57049,-1.71269
24,4.57049,-1.71269
25,4.57049,-1.71269
26,4.57049,-1.71269
27,4.57049,-1.71269
28,4.57049,-1.71269
29,4.57049,-1.71269
30,4.57049,-1.71269
31,4.57049,-1.71269
32,4.57049,-1.71269
33,4.57049,-1.71269
34,4.57049,-1.71269
35,4.85429,-1.4289
36,4.85429,-1.4289
37,4.85429,-1.4289
38,4.99069,-1.2925
39,4.99069,-1.2925
40,5.07116,-1.21203
41,5.07116,-1.21203
42,5.07116,-1.21203
43,5.07116,-1.21203
44,5.25281,-1.03038
45,5.35589,-0.927295
46,5.35589,-0.927295
47,5.35589,-0.927295
48,5.35589,-0.927295
49,5.35589,-0.927295
50,5.03414,-1.24905
51,5.03414,-1.24905
52,5.03414,-1.24905
53,5.35589,-0.927295
54,5.35589,-0.927295
55,5.63968,-0.643501
56,5.63968,-0.643501
57,5.74277,-0.54042
58,5.74277,-0.54042
59,5.74277,-0.54042
60,5.74277,-0.54042
61,5.74277,-0.54042
62,5.74277,-0.54042
63,5.74277,-0.54042
64,5.74277,-0.54042
65,5.74277,-0.54042
66,0.463648,0.463648
67,0.463648,0.463648
68,5.81954,-0.463648
69,5.81954,-0.463648
70,4.24874,-2.03444
71,4.24874,-2.03444
72,5.30039,-0.982794
73,5.30039,-0.982794
74,5.69518,-0.588003
75,5.96143,-0.321751
76,5.96143,-0.321751
77,5.96143,-0.321751
78,5.96143,-0.321751
79,3.60524,-2.67795
80,3.60524,-2.67795
81,4.24874,-2.03444
82,5.17604,-1.10715
83,5.81954,-0.463648
84,5.81954,-0.463648
85,5.81954,-0.463648
86,4.28576,-1.99742
87,4.28576,-1.99742
88,4.28576,-1.99742
89,4.28576,-1.99742
