n,tangent,t2
0,4.95737,-1.32582
1,4.95737,-1.32582
2,4.95737,-1.32582
3,4.95737,-1.32582
4,4.95737,-1.32582
5,5.13061,-1.15257
6,5.13061,-1.15257
7,5.13061,-1.15257
8,5.13061,-1.15257
9,5.13061,-1.15257
10,5.21949,-1.0637
11,5.21949,-1.0637
12,5.21949,-1.0637
13,5.21949,-1.0637
14,5.21949,-1.0637
15,5.21949,-1.0637
16,5.21949,-1.0637
17,5.21949,-1.0637
18,5.21949,-1.0637
19,5.81954,-0.463648
20,5.81954,-0.463648
21,5.35589,-0.927295
22,5.35589,-0.927295
23,5.35589,-0.927295
24,5.35589,-0.927295
25,5.63968,-0.643501
26,5.63968,-0.643501
27,6.13054,-0.152649
28,6.13054,-0.152649
29,6.13054,-0.152649
30,6.13054,-0.152649
31,6.13054,-0.152649
32,6.13054,-0.152649
33,6.13054,-0.152649
34,6.13054,-0.152649
35,6.13054,-0.152649
36,6.13054,-0.152649
37,6.13054,-0.152649
38,0.0906599,0.0906599
39,0.0906599,0.0906599
40,0.0906599,0.0906599
41,0.0906599,0.0906599
42,0.0906599,0.0906599
43,0.0906599,0.0906599
44,0.0906599,0.0906599
45,0.0906599,0.0906599
46,0.0906599,0.0906599
47,0.0906599,0.0906599
48,0.0906599,0.0906599
49,0.0906599,0.0906599
50,0.0906599,0.0906599
51,0.0906599,0.0906599
52,0.0906599,0.0906599
53,0.152649,0.152649
54,0.152649,0.152649
55,0.152649,0.152649
56,0.152649,0.152649
57,0.174672,0.174672
58,0.174672,0.174672
59,0.174672,0.174672
60,0.188222,0.188222
61,0.188222,0.188222
62,0.188222,0.188222
63,0.188222,0.188222
64,0.188222,0.188222
65,0.188222,0.188222
66,0.188222,0.188222
67,0.188222,0.188222
68,0.188222,0.188222
69,0.188222,0.188222
70,0.188222,0.188222
71,0.188222,0.188222
72,0.188222,0.188222
73,0.188222,0.188222
74,0.188222,0.188222
75,0.188222,0.188222
76,0.188222,0.188222
77,0.188222,0.188222
78,0.302885,0.302885
79,0.302885,0.302885
80,0.302885,0.302885
81,0.302885,0.302885
82,0.302885,0.302885
83,0.302885,0.302885
84,0.302885,0.302885
85,0.302885,0.302885
86,0.302885,0.302885
87,0.302885,0.302885
88,0.302885,0.302885
89,0.302885,0.302885
90,0.302885,0.302885
91,0.302885,0.302885
92,0.302885,0.302885
93,0.302885,0.302885
94,0.302885,0.302885
95,0.302885,0.302885
96,0.302885,0.302885
97,0.302885,0.302885
98,0.302885,0.302885
99,0.380506,0.380506
100,0.380506,0.380506
101,0.380506,0.380506
102,0.380506,0.380506
103,0.244979,0.244979
104,0.244979,0.244979
105,0.244979,0.244979
106,0.244979,0.244979
107,0.422854,0.422854
108,0.422854,0.422854
109,0.422854,0.422854
110,0.422854,0.422854
111,0.422854,0.422854
112,0.422854,0.422854
113,0.422854,0.422854
114,0.422854,0.422854
115,0.422854,0.422854
116,0.422854,0.422854
117,0.422854,0.422854
118,0.422854,0.422854
119,0.422854,0.422854
120,0.422854,0.422854
121,0.422854,0.422854
122,0.422854,0.422854
123,0.422854,0.422854
124,0.422854,0.422854
125,0.422854,0.422854
126,0.422854,0.422854
127,0.422854,0.422854
128,0.422854,0.422854
129,0.422854,0.422854
130,0.422854,0.422854
131,0.422854,0.422854
132,0.422854,0.422854
133,0.422854,0.422854
134,0.422854,0.422854
135,0.422854,0.422854
136,0.422854,0.422854
137,0.422854,0.422854
138,0.422854,0.422854
139,0.519146,0.519146
140,0.519146,0.519146
141,0.519146,0.519146
142,0.620249,0.620249
143,0.620249,0.620249
144,0.620249,0.620249
145,0.620249,0.620249
146,0.620249,0.620249
147,0.620249,0.620249
148,0.620249,0.620249
149,0.620249,0.620249
150,0.558599,0.558599
151,0.558599,0.558599
152,0.558599,0.558599
153,0.558599,0.558599
154,0.380506,0.380506
155,0.380506,0.380506
156,0.380506,0.380506
157,0.380506,0.380506
158,0.588003,0.588003
159,0.588003,0.588003
160,0.588003,0.588003
161,0.244979,0.244979
162,0.244979,0.244979
163,0.244979,0.244979
164,0.244979,0.244979
165,0.418224,0.418224
166,0.418224,0.418224
167,0.418224,0.418224
168,0.418224,0.418224
169,0.418224,0.418224
170,0.507099,0.507099
171,0.507099,0.507099
172,0.507099,0.507099
173,0.507099,0.507099
174,0.531724,0.531724
175,0.531724,0.531724
176,0.531724,0.531724
177,0.531724,0.531724
178,0.531724,0.531724
179,0.531724,0.531724
180,0.531724,0.531724
181,0.531724,0.531724
182,0.548549,0.548549
183,0.548549,0.548549
184,0.548549,0.548549
185,0.548549,0.548549
186,0.548549,0.548549
187,0.548549,0.548549
188,0.548549,0.548549
189,0.548549,0.548549
190,0.574305,0.574305
191,0.574305,0.574305
192,0.574305,0.574305
193,0.574305,0.574305
194,0.574305,0.574305
195,0.574305,0.574305
196,0.574305,0.574305
197,0.574305,0.574305
198,0.574305,0.574305
199,0.574305,0.574305
200,0.602287,0.602287
201,0.602287,0.602287
202,0.602287,0.602287
203,0.602287,0.602287
204,0.602287,0.602287
205,0.602287,0.602287
206,0.602287,0.602287
207,0.602287,0.602287
208,0.602287,0.602287
209,0.602287,0.602287
210,0.628796,0.628796
211,0.628796,0.628796
212,0.628796,0.628796
213,0.628796,0.628796
214,0.655696,0.655696
215,0.655696,0.655696
216,0.655696,0.655696
217,0.655696,0.655696
218,0.655696,0.655696
219,0.655696,0.655696
220,0.655696,0.655696
221,0.655696,0.655696
222,0.655696,0.655696
223,0.655696,0.655696
224,0.655696,0.655696
225,0.655696,0.655696
226,0.655696,0.655696
227,0.655696,0.655696
228,0.655696,0.655696
229,0.655696,0.655696
230,0.655696,0.655696
231,0.655696,0.655696
232,0.655696,0.655696
233,0.655696,0.655696
234,0.655696,0.655696
235,0.655696,0.655696
236,0.655696,0.655696
237,0.655696,0.655696
238,0.655696,0.655696
239,0.655696,0.655696
240,0.758378,0.758378
241,0.758378,0.758378
242,0.758378,0.758378
243,0.758378,0.758378
244,0.758378,0.758378
245,0.758378,0.758378
246,0.758378,0.758378
247,0.758378,0.758378
248,0.758378,0.758378
249,0.758378,0.758378
250,0.758378,0.758378
251,0.758378,0.758378
252,0.758378,0.758378
253,0.758378,0.758378
254,0.758378,0.758378
255,0.758378,0.758378
256,0.758378,0.758378
257,0.812419,0.812419
258,0.812419,0.812419
259,0.812419,0.812419
260,0.812419,0.812419
261,0.812419,0.812419
262,0.812419,0.812419
263,0.812419,0.812419
264,0.812419,0.812419
265,0.812419,0.812419
266,0.812419,0.812419
267,0.812419,0.812419
268,0.812419,0.812419
269,0.812419,0.812419
270,0.812419,0.812419
271,0.812419,0.812419
272,0.812419,0.812419
273,0.812419,0.812419
274,0.915101,0.915101
275,0.915101,0.915101
276,0.915101,0.915101
277,0.915101,0.915101
278,0.915101,0.915101
279,0.915101,0.915101
280,0.915101,0.915101
281,0.915101,0.915101
282,0.915101,0.915101
283,0.915101,0.915101
284,0.915101,0.915101
285,0.915101,0.915101
286,0.915101,0.915101
287,0.915101,0.915101
288,1.0637,1.0637
289,1.0637,1.0637
290,1.0637,1.0637
291,1.0637,1.0637
292,1.0637,1.0637
293,1.15257,1.15257
294,1.15257,1.15257
295,1.15257,1.15257
296,1.15257,1.15257
297,1.40565,1.40565
298,1.40565,1.40565
299,1.40565,1.40565
300,1.73595,1.73595
301,1.73595,1.73595
302,1.73595,1.73595
303,2.2143,2.2143
304,2.2143,2.2143
305,2.49809,2.49809
306,2.49809,2.49809
307,2.60117,2.60117
308,2.60117,2.60117
309,2.78282,2.78282
