n,tangent,t2
0,4.95737,-1.32582
1,4.95737,-1.32582
2,4.95737,-1.32582
3,4.95737,-1.32582
4,4.95737,-1.32582
5,5.81954,-0.463648
6,5.81954,-0.463648
7,5.30039,-0.982794
8,5.30039,-0.982794
9,5.30039,-0.982794
10,5.74277,-0.54042
11,5.74277,-0.54042
12,5.74277,-0.54042
13,5.90268,-0.380506
14,6.06452,-0.218669
15,6.06452,-0.218669
16,6.06452,-0.218669
17,6.06452,-0.218669
18,6.06452,-0.218669
19,6.14129,-0.141897
20,6.14129,-0.141897
21,6.14129,-0.141897
22,6.14129,-0.141897
23,6.14129,-0.141897
24,6.14129,-0.141897
25,6.14129,-0.141897
26,6.10648,-0.176709
27,6.10648,-0.176709
28,6.10648,-0.176709
29,6.10648,-0.176709
30,6.10648,-0.176709
31,6.10648,-0.176709
32,6.10648,-0.176709
33,6.10648,-0.176709
34,6.10648,-0.176709
35,6.10648,-0.176709
36,6.10648,-0.176709
37,6.10648,-0.176709
38,6.10648,-0.176709
39,6.10648,-0.176709
40,6.10648,-0.176709
41,6.10648,-0.176709
42,6.10648,-0.176709
43,6.10648,-0.176709
44,6.10648,-0.176709
45,6.10648,-0.176709
46,6.10648,-0.176709
47,6.10648,-0.176709
48,6.10648,-0.176709
49,6.10648,-0.176709
50,6.10648,-0.176709
51,6.10648,-0.176709
52,6.10648,-0.176709
53,6.10648,-0.176709
54,6.10648,-0.176709
55,6.10648,-0.176709
56,6.10648,-0.176709
57,6.10648,-0.176709
58,6.10648,-0.176709
59,6.10648,-0.176709
60,6.10648,-0.176709
61,6.10648,-0.176709
62,6.10648,-0.176709
63,6.10648,-0.176709
64,6.10648,-0.176709
65,6.00489,-0.2783
66,6.00489,-0.2783
67,5.92441,-0.358771
68,5.92441,-0.358771
69,5.85656,-0.426627
70,5.85656,-0.426627
71,5.85656,-0.426627
72,5.85656,-0.426627
73,5.85656,-0.426627
74,5.85656,-0.426627
75,5.85656,-0.426627
76,5.85656,-0.426627
77,5.85656,-0.426627
78,5.85656,-0.426627
79,5.85656,-0.426627
80,5.85656,-0.426627
81,5.85656,-0.426627
82,5.92441,-0.358771
83,5.92441,-0.358771
84,6.00489,-0.2783
85,6.00489,-0.2783
86,6.21188,-0.0713075
87,6.21188,-0.0713075
88,6.21188,-0.0713075
89,6.21188,-0.0713075
90,6.21188,-0.0713075
91,6.21188,-0.0713075
92,6.21188,-0.0713075
93,0.0713075,0.0713075
94,0.0713075,0.0713075
95,0.0713075,0.0713075
96,0.0713075,0.0713075
97,0.0713075,0.0713075
98,0.0713075,0.0713075
99,0.0713075,0.0713075
100,0.117109,0.117109
101,0.117109,0.117109
102,0.117109,0.117109
103,0.117109,0.117109
104,0.117109,0.117109
105,0.117109,0.117109
106,0.117109,0.117109
107,0.117109,0.117109
108,0.117109,0.117109
109,0.218669,0.218669
110,0.218669,0.218669
111,0.218669,0.218669
112,0.266252,0.266252
113,0.266252,0.266252
114,0.266252,0.266252
115,0.266252,0.266252
116,0.358771,0.358771
117,0.358771,0.358771
118,0.418224,0.418224
119,0.418224,0.418224
120,0.418224,0.418224
121,0.418224,0.418224
122,0.418224,0.418224
123,0.507099,0.507099
124,0.507099,0.507099
125,0.507099,0.507099
126,0.507099,0.507099
127,0.558599,0.558599
128,0.558599,0.558599
129,0.558599,0.558599
130,0.558599,0.558599
131,0.558599,0.558599
132,0.558599,0.558599
133,0.558599,0.558599
134,0.558599,0.558599
135,0.558599,0.558599
136,0.558599,0.558599
137,0.380506,0.380506
138,0.2783,0.2783
139,0.2783,0.2783
140,0.2783,0.2783
141,0.2783,0.2783
142,0.2783,0.2783
143,0.2783,0.2783
144,0.358771,0.358771
145,0.358771,0.358771
146,0.358771,0.358771
147,0.358771,0.358771
148,0.358771,0.358771
149,0.358771,0.358771
150,0.358771,0.358771
151,0.358771,0.358771
152,0.2783,0.2783
153,0.2783,0.2783
154,0.2783,0.2783
155,0.2783,0.2783
156,0.2783,0.2783
157,0.2783,0.2783
158,0.620249,0.620249
159,0.620249,0.620249
160,0.620249,0.620249
161,0.620249,0.620249
162,0.620249,0.620249
163,0.708626,0.708626
164,0.708626,0.708626
165,0.708626,0.708626
166,0.708626,0.708626
167,0.708626,0.708626
168,0.708626,0.708626
169,0.708626,0.708626
170,0.708626,0.708626
171,0.708626,0.708626
172,0.708626,0.708626
173,0.708626,0.708626
174,0.519146,0.519146
175,0.519146,0.519146
176,0.519146,0.519146
177,0.519146,0.519146
178,0.519146,0.519146
179,0.519146,0.519146
180,0.519146,0.519146
181,0.519146,0.519146
182,0.68573,0.68573
183,0.68573,0.68573
184,0.68573,0.68573
185,0.68573,0.68573
186,0.68573,0.68573
187,0.68573,0.68573
188,0.68573,0.68573
189,0.68573,0.68573
190,0.68573,0.68573
191,0.68573,0.68573
192,0.68573,0.68573
193,0.68573,0.68573
194,0.68573,0.68573
195,0.876058,0.876058
196,0.876058,0.876058
197,0.876058,0.876058
198,0.876058,0.876058
199,1.03038,1.03038
200,1.03038,1.03038
201,1.21203,1.21203
202,1.21203,1.21203
203,1.21203,1.21203
204,1.2925,1.2925
205,1.2925,1.2925
206,1.53235,1.53235
207,1.53235,1.53235
208,1.53235,1.53235
209,1.53235,1.53235
210,1.53235,1.53235
211,1.53235,1.53235
212,1.53235,1.53235
213,1.53235,1.53235
214,1.53235,1.53235
215,1.53235,1.53235
216,1.53235,1.53235
217,1.53235,1.53235
218,1.53235,1.53235
219,1.60924,1.60924
220,1.60924,1.60924
221,1.60924,1.60924
222,1.60924,1.60924
223,1.60924,1.60924
224,1.60924,1.60924
225,1.60924,1.60924
226,1.60924,1.60924
227,1.60924,1.60924
228,1.60924,1.60924
229,1.60924,1.60924
230,1.60924,1.60924
231,1.60924,1.60924
232,1.9513,1.9513
233,1.9513,1.9513
234,2.11122,2.11122
235,2.24554,2.24554
236,2.24554,2.24554
237,2.24554,2.24554
238,2.46685,2.46685
239,2.46685,2.46685
240,2.46685,2.46685
241,2.96174,2.96174
242,2.96174,2.96174
243,2.96174,2.96174
244,2.96174,2.96174
245,2.96174,2.96174
246,2.96174,2.96174
247,3.01724,3.01724
248,3.01724,3.01724
249,3.01724,3.01724
250,3.01724,3.01724
251,3.01724,3.01724
252,3.01724,3.01724
253,3.01724,3.01724
254,3.01724,3.01724
255,2.98499,2.98499
256,2.98499,2.98499
257,2.98499,2.98499
258,2.98499,2.98499
259,2.98499,2.98499
260,2.98499,2.98499
261,2.98499,2.98499
262,2.98499,2.98499
263,2.98499,2.98499
264,2.98499,2.98499
265,2.98499,2.98499
266,2.98499,2.98499
267,2.98499,2.98499
268,2.98499,2.98499
269,2.86329,2.86329
270,2.86329,2.86329
271,2.86329,2.86329
272,2.86329,2.86329
273,2.86329,2.86329
274,2.86329,2.86329
275,2.86329,2.86329
276,2.86329,2.86329
277,2.86329,2.86329
278,2.86329,2.86329
279,2.86329,2.86329
280,2.86329,2.86329
281,2.86329,2.86329
282,2.55359,2.55359
283,2.55359,2.55359
284,2.55359,2.55359
285,2.78282,2.78282
286,2.78282,2.78282
287,2.78282,2.78282
288,2.78282,2.78282
289,2.78282,2.78282
290,2.78282,2.78282
291,2.78282,2.78282
292,2.78282,2.78282
293,2.78282,2.78282
294,2.86329,2.86329
295,2.86329,2.86329
296,2.92292,2.92292
297,2.92292,2.92292
298,2.92292,2.92292
299,2.92292,2.92292
300,2.92292,2.92292
301,2.92292,2.92292
302,2.92292,2.92292
303,2.92292,2.92292
304,2.92292,2.92292
305,2.92292,2.92292
